gene_id,1101.gtf,1548.gtf,1628.gtf,Sample4.gtf,Sample5.gtf,Sample6.gtf
Montipora_capitata_PredGene_g8234,0,0,0,27,20,22
Montipora_capitata_PredGene_g8235,0,0,0,10,12,7
Montipora_capitata_PredGene_g8236,0,0,0,18,13,28
Montipora_capitata_PredGene_g8237,0,0,2,28,17,34
Montipora_capitata_PredGene_g27850,35,93,41,12,24,20
Montipora_capitata_PredGene_g27851,736,756,887,0,7,11
Montipora_capitata_PredGene_g1781,408,280,184,36,14,44
Montipora_capitata_PredGene_g11702,0,0,0,17,3,18
Montipora_capitata_PredGene_g1786,3391,3667,2462,41,29,64
Montipora_capitata_PredGene_g1785,0,0,0,1,5,2
Montipora_capitata_PredGene_g27857,62,108,43,9,19,20
Montipora_capitata_PredGene_g27858,19,21,8,13,18,13
Montipora_capitata_PredGene_g27859,34,56,32,7,28,26
Montipora_capitata_PredGene_g1789,3,19,4,6,4,8
Montipora_capitata_PredGene_g1788,0,11,21,10,4,13
Montipora_capitata_PredGene_g40365,0,0,3,12,7,12
Montipora_capitata_PredGene_g40364,0,0,0,19,22,17
Montipora_capitata_PredGene_g40367,2,1,23,11,12,14
Montipora_capitata_PredGene_g40366,5,1,1,5,9,13
Montipora_capitata_PredGene_g40360,12,5,1,7,6,2
Montipora_capitata_PredGene_g40363,0,2,0,9,7,15
Montipora_capitata_PredGene_g40362,0,0,0,1,3,2
Montipora_capitata_PredGene_adi2mcaRNA5250_R9,0,0,0,2,3,11
Montipora_capitata_PredGene_g23978,0,0,0,29,24,16
Montipora_capitata_PredGene_g16879,0,0,0,6,7,15
Montipora_capitata_PredGene_g31643,0,0,0,2,6,8
Montipora_capitata_PredGene_g7406,0,2,3,10,3,6
Montipora_capitata_PredGene_g7407,0,5,2,0,0,0
Montipora_capitata_PredGene_g7405,2,9,5,16,16,19
Montipora_capitata_PredGene_g7402,0,0,0,6,0,0
Montipora_capitata_PredGene_g7403,0,2,0,0,0,0
Montipora_capitata_PredGene_g628,1863,5744,5081,12,15,22
Montipora_capitata_PredGene_g7401,0,0,0,1,6,0
Montipora_capitata_PredGene_adi2mcaRNA19002_R0,500,749,502,23,31,33
Montipora_capitata_PredGene_g627,1,1,2,11,3,11
Montipora_capitata_PredGene_adi2mcaRNA4005_R0,361,272,91,43,48,57
Montipora_capitata_PredGene_g31612,0,0,0,10,6,8
Montipora_capitata_PredGene_adi2mcaRNA32012_R1,0,0,0,17,0,0
Montipora_capitata_PredGene_g620,0,1,1,5,4,2
Montipora_capitata_PredGene_adi2mcaRNA11693_R0,0,0,0,4,0,10
Montipora_capitata_PredGene_adi2mcaRNA11693_R1,0,0,0,4,0,8
Montipora_capitata_PredGene_g68768,4848,4400,2081,192,160,177
Montipora_capitata_PredGene_g31640,0,0,0,12,9,7
Montipora_capitata_PredGene_adi2mcaRNA7254_R1,631,342,258,14,18,22
Montipora_capitata_PredGene_g26720,0,0,0,25,12,16
Montipora_capitata_PredGene_g69533,0,0,0,15,12,12
Montipora_capitata_PredGene_g26722,6,0,0,9,5,16
Montipora_capitata_PredGene_g69535,0,0,0,8,9,15
Montipora_capitata_PredGene_g26724,16,0,0,9,12,12
Montipora_capitata_PredGene_g69537,0,0,0,8,11,8
Montipora_capitata_PredGene_g69536,0,0,0,13,19,3
Montipora_capitata_PredGene_g26729,0,0,0,36,19,15
Montipora_capitata_PredGene_g69538,6,0,3,7,3,16
Montipora_capitata_PredGene_g23976,0,0,0,11,9,2
Montipora_capitata_PredGene_g68763,37,18,68,17,3,20
Montipora_capitata_PredGene_g3549,10,3,0,5,7,11
Montipora_capitata_PredGene_g25152,0,0,0,5,9,11
Montipora_capitata_PredGene_g31641,0,0,0,9,3,2
Montipora_capitata_PredGene_g25151,0,0,0,0,3,3
Montipora_capitata_PredGene_g68760,4,5,2,15,17,21
Montipora_capitata_PredGene_adi2mcaRNA23498_R0,110,72,73,30,21,22
Montipora_capitata_PredGene_g25157,0,0,0,4,3,0
Montipora_capitata_PredGene_g7164,0,0,0,3,3,0
Montipora_capitata_PredGene_g49978,188,128,100,14,18,20
Montipora_capitata_PredGene_g7167,667,514,739,52,28,26
Montipora_capitata_PredGene_g25154,0,2,1,3,4,8
Montipora_capitata_PredGene_g42926,0,0,0,11,5,6
Montipora_capitata_PredGene_adi2mcaRNA35002_R1,72,55,0,13,12,14
Montipora_capitata_PredGene_g67972,0,0,0,3,4,15
Montipora_capitata_PredGene_adi2mcaRNA15557_R5,18,21,17,21,18,16
Montipora_capitata_PredGene_adi2mcaRNA15557_R4,31,34,17,21,21,17
Montipora_capitata_PredGene_adi2mcaRNA15557_R7,0,0,0,14,14,20
Montipora_capitata_PredGene_adi2mcaRNA15557_R0,9,0,0,55,18,48
Montipora_capitata_PredGene_adi2mcaRNA15557_R3,2,3,9,16,11,11
Montipora_capitata_PredGene_g49973,1193,1014,645,70,60,62
Montipora_capitata_PredGene_g65188,1,0,1,20,19,15
Montipora_capitata_PredGene_g67976,0,0,0,13,0,21
Montipora_capitata_PredGene_g57286,10,8,0,8,5,3
Montipora_capitata_PredGene_g20071,0,0,0,8,18,8
Montipora_capitata_PredGene_adi2mcaRNA13775_R4,0,0,0,0,0,4
Montipora_capitata_PredGene_g20075,0,0,0,0,0,0
Montipora_capitata_PredGene_g57287,2,2,0,7,7,3
Montipora_capitata_PredGene_g6759,0,0,0,0,0,0
Montipora_capitata_PredGene_g6758,3,27,15,0,7,8
Montipora_capitata_PredGene_g24768,0,0,0,15,18,6
Montipora_capitata_PredGene_g57284,0,0,0,10,11,0
Montipora_capitata_PredGene_g6751,0,0,0,5,5,13
Montipora_capitata_PredGene_g24762,0,7,13,14,14,15
Montipora_capitata_PredGene_g6753,33,123,46,67,99,81
Montipora_capitata_PredGene_g24760,0,0,0,25,14,25
Montipora_capitata_PredGene_g6755,1,1,8,9,11,14
Montipora_capitata_PredGene_g6754,0,3,7,5,4,7
Montipora_capitata_PredGene_g24765,0,0,0,6,2,7
Montipora_capitata_PredGene_g6756,0,2,1,2,16,5
Montipora_capitata_PredGene_g65187,0,0,0,11,13,8
Montipora_capitata_PredGene_adi2mcaRNA23033_R2,0,601,35,15,9,7
Montipora_capitata_PredGene_adi2mcaRNA31376_R1,18,0,15,10,9,9
Montipora_capitata_PredGene_g41973,479,445,345,22,13,11
Montipora_capitata_PredGene_g41972,119,87,103,20,30,59
Montipora_capitata_PredGene_g41971,0,0,0,23,19,29
Montipora_capitata_PredGene_g41970,10,2,4,20,21,39
Montipora_capitata_PredGene_g41977,68,685,522,7,0,9
Montipora_capitata_PredGene_g41976,2,1,1,15,11,21
Montipora_capitata_PredGene_g41975,70,665,526,0,4,11
Montipora_capitata_PredGene_g41974,601,616,407,17,14,31
Montipora_capitata_PredGene_g43185,0,0,0,3,4,6
Montipora_capitata_PredGene_g43186,0,3,0,3,5,7
Montipora_capitata_PredGene_g43187,0,0,0,0,1,5
Montipora_capitata_PredGene_g43181,25,68,23,0,0,0
Montipora_capitata_PredGene_g43182,146,289,274,12,22,16
Montipora_capitata_PredGene_adi2mcaRNA27396_R8,0,0,0,7,0,13
Montipora_capitata_PredGene_adi2mcaRNA27396_R6,0,0,0,16,0,0
Montipora_capitata_PredGene_adi2mcaRNA24085_R3,0,51,0,155,133,160
Montipora_capitata_PredGene_adi2mcaRNA27396_R0,0,0,0,12,8,20
Montipora_capitata_PredGene_adi2mcaRNA28531_R8,20,154,26,21,17,21
Montipora_capitata_PredGene_g2929,5,2,0,15,3,15
Montipora_capitata_PredGene_adi2mcaRNA20779_R0,537,235,357,29,30,34
Montipora_capitata_PredGene_adi2mcaRNA25403_R0,1512,1278,693,51,34,25
Montipora_capitata_PredGene_adi2mcaRNA28531_R6,0,1,0,14,13,10
Montipora_capitata_PredGene_g38048,0,0,0,0,2,0
Montipora_capitata_PredGene_g32029,1178,1351,1225,8,0,8
Montipora_capitata_PredGene_g32028,10,27,25,11,15,12
Montipora_capitata_PredGene_g38043,49,40,40,14,21,18
Montipora_capitata_PredGene_g38042,247,225,238,19,20,18
Montipora_capitata_PredGene_g32025,21,27,11,8,14,18
Montipora_capitata_PredGene_g32024,6,0,0,43,47,56
Montipora_capitata_PredGene_g32023,2,5,0,15,7,12
Montipora_capitata_PredGene_g38046,0,0,0,0,0,2
Montipora_capitata_PredGene_g32021,15,9,0,7,3,6
Montipora_capitata_PredGene_g32020,1,0,3,20,18,16
Montipora_capitata_PredGene_g47706,0,0,0,0,5,0
Montipora_capitata_PredGene_g40735,26,28,20,15,7,11
Montipora_capitata_PredGene_g36919,2,5,14,16,19,18
Montipora_capitata_PredGene_g47707,0,0,0,0,4,0
Montipora_capitata_PredGene_g36917,661,452,663,15,14,16
Montipora_capitata_PredGene_g36913,194,138,296,13,11,20
Montipora_capitata_PredGene_g36912,593,648,309,39,33,35
Montipora_capitata_PredGene_g36911,28,69,41,2,0,8
Montipora_capitata_PredGene_g36910,0,0,4,2,0,3
Montipora_capitata_PredGene_g71354,1111,1217,1640,0,12,19
Montipora_capitata_PredGene_g71355,0,0,0,14,18,22
Montipora_capitata_PredGene_g71356,292,161,131,17,14,11
Montipora_capitata_PredGene_g42275,3084,2389,1977,100,90,99
Montipora_capitata_PredGene_g42274,502,388,534,13,13,23
Montipora_capitata_PredGene_g42277,0,0,0,7,0,0
Montipora_capitata_PredGene_g42276,0,0,0,0,1,8
Montipora_capitata_PredGene_g42271,0,0,0,15,15,17
Montipora_capitata_PredGene_g42270,9,4,34,4,9,8
Montipora_capitata_PredGene_g42273,0,0,0,10,0,9
Montipora_capitata_PredGene_g35248,0,0,0,17,12,26
Montipora_capitata_PredGene_g35249,294,224,176,48,15,81
Montipora_capitata_PredGene_g35242,0,23,0,13,14,10
Montipora_capitata_PredGene_g35240,3,103,126,30,37,30
Montipora_capitata_PredGene_g35241,16,5,13,10,16,12
Montipora_capitata_PredGene_g35246,161,95,172,7,8,10
Montipora_capitata_PredGene_g35247,1705,1285,887,24,24,40
Montipora_capitata_PredGene_g27797,0,3,0,14,9,11
Montipora_capitata_PredGene_g35245,3,7,6,11,6,7
Montipora_capitata_PredGene_g9918,1055,1006,564,46,35,52
Montipora_capitata_PredGene_g9919,4,5,10,23,14,26
Montipora_capitata_PredGene_g9916,1,0,0,4,3,3
Montipora_capitata_PredGene_g9917,2,7,0,25,35,22
Montipora_capitata_PredGene_g9915,0,0,0,2,2,3
Montipora_capitata_PredGene_g9912,0,0,0,13,21,0
Montipora_capitata_PredGene_g9913,0,0,0,0,5,1
Montipora_capitata_PredGene_g9910,0,0,0,0,0,0
Montipora_capitata_PredGene_g9911,179,33,10,14,42,44
Montipora_capitata_PredGene_g27796,15,3,0,22,16,19
Montipora_capitata_PredGene_adi2mcaRNA20009_R7,0,0,0,0,0,0
Montipora_capitata_PredGene_g47989,330,367,529,32,27,34
Montipora_capitata_PredGene_g15690,1029,741,784,39,12,41
Montipora_capitata_PredGene_g47982,803,575,771,20,21,21
Montipora_capitata_PredGene_g47983,357,400,337,8,5,0
Montipora_capitata_PredGene_g47985,93,55,92,22,25,27
Montipora_capitata_PredGene_g47986,124,19,0,6,6,8
Montipora_capitata_PredGene_g52635,0,0,1,6,8,8
Montipora_capitata_PredGene_g21840,0,0,3,4,11,7
Montipora_capitata_PredGene_g21843,1,0,4,18,12,8
Montipora_capitata_PredGene_g21842,0,0,0,0,8,12
Montipora_capitata_PredGene_g21845,0,0,0,0,2,5
Montipora_capitata_PredGene_g21844,0,0,0,6,4,0
Montipora_capitata_PredGene_g30548,1,1,5,11,18,12
Montipora_capitata_PredGene_g21846,0,0,0,0,5,6
Montipora_capitata_PredGene_g30546,3,0,0,20,25,39
Montipora_capitata_PredGene_g30547,1,2,1,7,7,9
Montipora_capitata_PredGene_g30545,247,246,288,7,9,6
Montipora_capitata_PredGene_g30542,643,476,234,54,73,57
Montipora_capitata_PredGene_g30543,9,67,28,18,10,23
Montipora_capitata_PredGene_g30540,22,15,29,34,32,39
Montipora_capitata_PredGene_g30541,767,670,1042,10,8,0
Montipora_capitata_PredGene_g33378,29,61,73,24,14,25
Montipora_capitata_PredGene_g33379,0,0,0,9,19,18
Montipora_capitata_PredGene_adi2mcaRNA22698_R3,5,4,0,8,8,8
Montipora_capitata_PredGene_g33375,167,184,13,12,11,11
Montipora_capitata_PredGene_adi2mcaRNA22698_R1,5,4,1,6,10,9
Montipora_capitata_PredGene_adi2mcaRNA22698_R0,6,3,1,7,11,7
Montipora_capitata_PredGene_g33370,0,0,1,9,19,8
Montipora_capitata_PredGene_adi2mcaRNA22698_R5,3,2,3,6,11,5
Montipora_capitata_PredGene_adi2mcaRNA22698_R4,3,4,2,6,8,5
Montipora_capitata_PredGene_adi2mcaRNA34708_R8,0,0,0,10,19,17
Montipora_capitata_PredGene_g45720,5,14,12,26,19,24
Montipora_capitata_PredGene_g45721,52,69,48,12,6,13
Montipora_capitata_PredGene_g27451,0,0,0,15,26,11
Montipora_capitata_PredGene_g45724,302,245,211,49,39,47
Montipora_capitata_PredGene_g45729,1,12,0,34,35,21
Montipora_capitata_PredGene_adi2mcaRNA34708_R4,0,0,0,7,20,25
Montipora_capitata_PredGene_adi2mcaRNA14180_R5,0,0,0,0,0,0
Montipora_capitata_PredGene_g31002,1432,1401,1131,60,43,57
Montipora_capitata_PredGene_g33086,0,0,0,8,8,7
Montipora_capitata_PredGene_g33087,0,0,0,11,12,4
Montipora_capitata_PredGene_g33084,0,0,0,2,1,4
Montipora_capitata_PredGene_g33085,0,0,0,13,13,5
Montipora_capitata_PredGene_g36269,0,0,0,3,0,0
Montipora_capitata_PredGene_g36268,0,0,0,6,11,0
Montipora_capitata_PredGene_g33080,0,0,0,4,10,0
Montipora_capitata_PredGene_g37630,0,0,0,54,26,21
Montipora_capitata_PredGene_g66017,8,7,10,7,8,7
Montipora_capitata_PredGene_g66016,7,0,0,12,6,12
Montipora_capitata_PredGene_g66015,0,0,0,9,16,20
Montipora_capitata_PredGene_g66014,0,0,0,1,4,10
Montipora_capitata_PredGene_g66013,1,0,0,12,15,18
Montipora_capitata_PredGene_g36260,0,0,0,16,10,9
Montipora_capitata_PredGene_g33088,0,0,0,16,6,7
Montipora_capitata_PredGene_g36262,534,357,506,9,17,11
Montipora_capitata_PredGene_g37796,0,0,0,13,9,0
Montipora_capitata_PredGene_g37797,0,0,0,3,2,4
Montipora_capitata_PredGene_g37794,0,0,0,8,12,7
Montipora_capitata_PredGene_g37792,0,0,0,4,4,1
Montipora_capitata_PredGene_g37793,0,0,0,5,7,9
Montipora_capitata_PredGene_g37791,0,0,0,12,2,4
Montipora_capitata_PredGene_g37635,0,6,1,28,44,36
Montipora_capitata_PredGene_g31003,20,14,4,5,0,0
Montipora_capitata_PredGene_g20449,1,0,0,19,17,7
Montipora_capitata_PredGene_g37799,0,0,0,3,6,5
Montipora_capitata_PredGene_g65865,0,0,0,9,5,10
Montipora_capitata_PredGene_g6916,57,31,116,20,28,20
Montipora_capitata_PredGene_g34681,2,4,0,5,4,0
Montipora_capitata_PredGene_g34680,0,0,0,13,5,14
Montipora_capitata_PredGene_g34683,0,0,0,0,5,6
Montipora_capitata_PredGene_adi2mcaRNA26840_R5,361,784,307,28,49,57
Montipora_capitata_PredGene_g49205,0,0,0,3,3,2
Montipora_capitata_PredGene_g48772,0,18,14,11,4,15
Montipora_capitata_PredGene_adi2mcaRNA25564_R7,0,0,7,39,20,32
Montipora_capitata_PredGene_g49204,0,0,0,10,11,7
Montipora_capitata_PredGene_g43602,278,181,83,9,0,18
Montipora_capitata_PredGene_g43601,959,953,574,15,17,10
Montipora_capitata_PredGene_g43606,66,75,33,29,17,17
Montipora_capitata_PredGene_g43604,55,34,30,19,0,10
Montipora_capitata_PredGene_g10307,128,71,87,2,0,0
Montipora_capitata_PredGene_g10304,0,0,0,3,5,7
Montipora_capitata_PredGene_g10305,1,0,0,10,6,5
Montipora_capitata_PredGene_g10303,0,0,0,27,19,24
Montipora_capitata_PredGene_g10300,28,82,28,16,15,16
Montipora_capitata_PredGene_g10301,0,0,0,7,6,8
Montipora_capitata_PredGene_g10308,2,1,0,4,6,2
Montipora_capitata_PredGene_g10309,1,1,1,5,9,16
Montipora_capitata_PredGene_g9810,3027,2025,1486,33,34,45
Montipora_capitata_PredGene_adi2mcaRNA25415_R1,12,5,5,0,3,0
Montipora_capitata_PredGene_g32568,0,0,0,5,2,2
Montipora_capitata_PredGene_g11471,0,0,0,3,6,0
Montipora_capitata_PredGene_g32562,1,2,0,10,9,6
Montipora_capitata_PredGene_g32563,0,1,0,4,4,2
Montipora_capitata_PredGene_g32560,0,0,0,2,0,2
Montipora_capitata_PredGene_g32561,14,0,0,9,0,0
Montipora_capitata_PredGene_g32566,1,1,0,13,11,16
Montipora_capitata_PredGene_g32567,0,0,0,0,2,1
Montipora_capitata_PredGene_g32565,0,0,0,1,1,3
Montipora_capitata_PredGene_adi2mcaRNA14447_R8,10,4,0,17,42,36
Montipora_capitata_PredGene_adi2mcaRNA14447_R9,42,34,33,53,38,49
Montipora_capitata_PredGene_g35952,2004,1317,1383,33,23,41
Montipora_capitata_PredGene_adi2mcaRNA14447_R6,101,40,77,35,49,53
Montipora_capitata_PredGene_adi2mcaRNA14447_R4,44,0,0,39,43,32
Montipora_capitata_PredGene_adi2mcaRNA14447_R5,46,19,44,30,37,49
Montipora_capitata_PredGene_g37132,3,0,3,26,2,12
Montipora_capitata_PredGene_g35004,489,451,504,16,21,23
Montipora_capitata_PredGene_g37131,0,0,0,8,11,8
Montipora_capitata_PredGene_g37136,1,3,0,14,9,19
Montipora_capitata_PredGene_g37137,0,0,0,9,6,4
Montipora_capitata_PredGene_g49728,0,0,0,0,10,0
Montipora_capitata_PredGene_g35005,378,473,402,74,65,64
Montipora_capitata_PredGene_g49726,0,0,0,0,0,0
Montipora_capitata_PredGene_g49727,0,0,0,0,1,0
Montipora_capitata_PredGene_g37138,0,0,0,7,8,5
Montipora_capitata_PredGene_g37139,0,0,0,5,18,14
Montipora_capitata_PredGene_g49722,0,0,0,2,8,8
Montipora_capitata_PredGene_g49723,0,0,0,0,14,0
Montipora_capitata_PredGene_g49721,0,0,0,0,7,5
Montipora_capitata_PredGene_g59926,0,0,0,4,0,0
Montipora_capitata_PredGene_g41119,4,1,1,5,6,4
Montipora_capitata_PredGene_g34532,9,11,15,40,32,31
Montipora_capitata_PredGene_g34531,56,57,50,22,22,22
Montipora_capitata_PredGene_g34530,2,3,1,2,3,7
Montipora_capitata_PredGene_g41115,636,528,514,21,17,20
Montipora_capitata_PredGene_g67212,0,0,0,13,5,0
Montipora_capitata_PredGene_g41117,0,0,0,2,8,2
Montipora_capitata_PredGene_g35001,0,0,0,2,0,5
Montipora_capitata_PredGene_adi2mcaRNA14091_R7,0,0,0,18,11,10
Montipora_capitata_PredGene_adi2mcaRNA12307_R0,0,0,0,3,4,15
Montipora_capitata_PredGene_adi2mcaRNA14091_R1,0,0,0,6,15,0
Montipora_capitata_PredGene_g67210,0,0,0,9,3,4
Montipora_capitata_PredGene_adi2mcaRNA14091_R3,0,0,0,1,5,6
Montipora_capitata_PredGene_adi2mcaRNA14091_R2,0,0,0,18,8,9
Montipora_capitata_PredGene_adi2mcaRNA29532_R7,6,18,25,31,60,46
Montipora_capitata_PredGene_g67211,0,0,0,6,1,2
Montipora_capitata_PredGene_adi2mcaRNA14091_R8,0,0,0,18,23,7
Montipora_capitata_PredGene_g31008,87,0,93,7,0,4
Montipora_capitata_PredGene_g29669,0,9,14,12,19,54
Montipora_capitata_PredGene_g29668,0,1,1,3,3,11
Montipora_capitata_PredGene_g65094,6,1,17,8,5,13
Montipora_capitata_PredGene_g65095,563,442,284,26,75,42
Montipora_capitata_PredGene_g65092,0,3,0,4,0,1
Montipora_capitata_PredGene_g65093,6,2,2,9,4,9
Montipora_capitata_PredGene_g65090,5,2,1,0,6,0
Montipora_capitata_PredGene_g65091,0,0,0,0,6,1
Montipora_capitata_PredGene_g9814,745,898,506,21,0,17
Montipora_capitata_PredGene_g31009,290,447,373,88,70,99
Montipora_capitata_PredGene_g35009,464,512,410,13,18,19
Montipora_capitata_PredGene_g67825,17,15,11,5,0,0
Montipora_capitata_PredGene_g67824,536,1140,332,114,83,75
Montipora_capitata_PredGene_g67827,87,66,29,0,9,13
Montipora_capitata_PredGene_g67826,555,481,234,8,10,8
Montipora_capitata_PredGene_g67821,441,310,279,15,9,17
Montipora_capitata_PredGene_adi2mcaRNA6034_R1,2,3,0,25,27,24
Montipora_capitata_PredGene_g67823,28,18,37,33,29,43
Montipora_capitata_PredGene_g30150,191,167,204,19,8,12
Montipora_capitata_PredGene_g67829,205,122,96,12,14,23
Montipora_capitata_PredGene_g35305,0,4,3,2,9,5
Montipora_capitata_PredGene_g27426,2,1,0,11,16,13
Montipora_capitata_PredGene_g64271,44,156,140,9,25,21
Montipora_capitata_PredGene_g29660,0,0,0,3,1,5
Montipora_capitata_PredGene_adi2mcaRNA36917_R3,6,0,27,2,0,2
Montipora_capitata_PredGene_adi2mcaRNA36917_R4,10,0,2,3,0,0
Montipora_capitata_PredGene_g27423,0,0,0,4,11,6
Montipora_capitata_PredGene_adi2mcaRNA35334_R3,53,72,13,26,25,13
Montipora_capitata_PredGene_g35300,395,249,0,28,19,13
Montipora_capitata_PredGene_adi2mcaRNA35334_R6,21,70,73,18,42,52
Montipora_capitata_PredGene_adi2mcaRNA35334_R7,21,67,70,15,46,41
Montipora_capitata_PredGene_g27555,23,21,6,16,15,18
Montipora_capitata_PredGene_g47343,0,0,0,19,16,24
Montipora_capitata_PredGene_g59983,822,596,351,47,38,49
Montipora_capitata_PredGene_g40643,0,0,0,29,14,6
Montipora_capitata_PredGene_g59981,2444,985,612,33,49,56
Montipora_capitata_PredGene_g40641,0,0,0,13,18,23
Montipora_capitata_PredGene_g47614,118,123,141,10,10,7
Montipora_capitata_PredGene_g47615,124,89,87,25,11,12
Montipora_capitata_PredGene_g40644,0,0,0,15,20,9
Montipora_capitata_PredGene_g47617,0,0,0,8,15,12
Montipora_capitata_PredGene_g47618,1632,1014,666,96,122,77
Montipora_capitata_PredGene_g47619,53,77,34,24,30,24
Montipora_capitata_PredGene_g59989,73,58,110,7,18,12
Montipora_capitata_PredGene_g40649,0,0,0,0,8,22
Montipora_capitata_PredGene_g27554,2,0,13,5,2,2
Montipora_capitata_PredGene_g28393,21,0,1,6,7,4
Montipora_capitata_PredGene_g24243,0,0,0,27,18,16
Montipora_capitata_PredGene_adi2mcaRNA12557_R0,588,408,611,16,13,18
Montipora_capitata_PredGene_g56188,0,0,0,1,3,4
Montipora_capitata_PredGene_g56189,0,0,0,8,9,5
Montipora_capitata_PredGene_g56186,0,0,0,4,5,4
Montipora_capitata_PredGene_g53355,65,78,67,30,33,30
Montipora_capitata_PredGene_g53356,0,0,0,17,32,24
Montipora_capitata_PredGene_g53357,0,0,0,18,12,6
Montipora_capitata_PredGene_g56182,0,0,2,11,5,9
Montipora_capitata_PredGene_g53351,0,0,0,5,1,7
Montipora_capitata_PredGene_g56180,0,0,2,12,11,11
Montipora_capitata_PredGene_g53353,0,0,0,22,12,13
Montipora_capitata_PredGene_g53241,4,8,0,49,23,22
Montipora_capitata_PredGene_g29517,3,5,2,26,18,24
Montipora_capitata_PredGene_g64326,15,6,0,35,43,27
Montipora_capitata_PredGene_g64325,32,68,54,0,14,9
Montipora_capitata_PredGene_g29514,0,0,0,4,19,11
Montipora_capitata_PredGene_g64323,49,29,33,0,6,8
Montipora_capitata_PredGene_g29512,0,0,0,31,15,32
Montipora_capitata_PredGene_g64321,249,216,62,30,22,24
Montipora_capitata_PredGene_g64320,0,0,0,4,7,7
Montipora_capitata_PredGene_g28399,0,0,0,4,2,0
Montipora_capitata_PredGene_g64329,0,2,2,7,4,4
Montipora_capitata_PredGene_g29518,0,1,2,7,3,7
Montipora_capitata_PredGene_g56450,9,28,0,26,16,19
Montipora_capitata_PredGene_g46560,0,0,0,12,10,17
Montipora_capitata_PredGene_g56452,0,0,0,1,3,2
Montipora_capitata_PredGene_g56453,0,0,0,29,15,11
Montipora_capitata_PredGene_g56454,0,0,0,7,0,0
Montipora_capitata_PredGene_g46564,4,0,0,14,19,19
Montipora_capitata_PredGene_g56456,0,0,0,4,0,7
Montipora_capitata_PredGene_g46566,647,862,426,14,6,7
Montipora_capitata_PredGene_g16076,26,9,26,1,0,3
Montipora_capitata_PredGene_g16077,0,0,3,0,0,1
Montipora_capitata_PredGene_g16074,0,0,0,0,0,0
Montipora_capitata_PredGene_g16075,26,23,33,14,6,14
Montipora_capitata_PredGene_g16072,14,0,0,24,3,0
Montipora_capitata_PredGene_g16073,3,4,4,9,3,2
Montipora_capitata_PredGene_g7247,16,6,1,10,14,6
Montipora_capitata_PredGene_adi2mcaRNA9212_R0,23,51,12,12,35,18
Montipora_capitata_PredGene_g59336,0,5,0,10,11,5
Montipora_capitata_PredGene_adi2mcaRNA23911_R1,448,136,164,13,12,13
Montipora_capitata_PredGene_adi2mcaRNA3395_R0,1164,1171,684,39,39,47
Montipora_capitata_PredGene_g4012,0,5,2,0,3,2
Montipora_capitata_PredGene_adi2mcaRNA15672_R0,0,0,0,0,0,7
Montipora_capitata_PredGene_adi2mcaRNA3911_R9,12,25,46,8,9,5
Montipora_capitata_PredGene_adi2mcaRNA3911_R7,0,0,0,11,14,16
Montipora_capitata_PredGene_adi2mcaRNA15672_R8,7,4,15,26,24,20
Montipora_capitata_PredGene_adi2mcaRNA3911_R1,0,0,0,6,7,6
Montipora_capitata_PredGene_g40329,478,382,1391,0,6,8
Montipora_capitata_PredGene_g63674,80,44,20,26,18,16
Montipora_capitata_PredGene_g63676,0,0,0,19,6,12
Montipora_capitata_PredGene_g28647,0,0,0,7,10,5
Montipora_capitata_PredGene_g63670,2,7,10,18,24,13
