gene_id,1101.gtf,1548.gtf,1628.gtf,Sample4.gtf,Sample5.gtf,Sample6.gtf
Montipora_capitata_PredGene_g34504,0,0,3,2,9,4
Montipora_capitata_PredGene_g34505,2,2,1,3,4,5
Montipora_capitata_PredGene_g34502,35,28,24,10,25,15
Montipora_capitata_PredGene_g34503,363,628,380,26,37,35
Montipora_capitata_PredGene_g9457,0,0,0,11,6,6
Montipora_capitata_PredGene_g18105,0,0,0,15,11,20
Montipora_capitata_PredGene_g63584,0,0,0,4,4,4
Montipora_capitata_PredGene_g49771,11,20,7,12,7,7
Montipora_capitata_PredGene_g10682,180,187,382,23,10,12
Montipora_capitata_PredGene_g49773,0,0,0,1,2,3
Montipora_capitata_PredGene_g49772,0,6,28,5,7,8
Montipora_capitata_PredGene_g49775,0,0,0,4,0,8
Montipora_capitata_PredGene_g49774,0,0,0,6,3,7
Montipora_capitata_PredGene_g49776,0,0,0,10,3,10
Montipora_capitata_PredGene_g49779,0,0,0,16,15,15
Montipora_capitata_PredGene_g10689,196,177,67,8,7,11
Montipora_capitata_PredGene_g44937,0,0,0,0,0,0
Montipora_capitata_PredGene_g15303,3,9,9,20,10,24
Montipora_capitata_PredGene_g3577,0,0,0,1,0,1
Montipora_capitata_PredGene_g41164,47,198,118,0,12,6
Montipora_capitata_PredGene_g44938,0,0,0,4,0,0
Montipora_capitata_PredGene_g41166,0,0,0,4,4,3
Montipora_capitata_PredGene_g3966,0,0,0,10,8,11
Montipora_capitata_PredGene_g41162,14,13,22,15,13,9
Montipora_capitata_PredGene_g44939,26,0,0,11,0,0
Montipora_capitata_PredGene_g15305,0,0,0,11,4,12
Montipora_capitata_PredGene_g41168,27,27,0,21,5,8
Montipora_capitata_PredGene_g41169,2,1,0,17,8,9
Montipora_capitata_PredGene_g32827,0,2,0,25,32,25
Montipora_capitata_PredGene_g32826,0,0,0,11,19,9
Montipora_capitata_PredGene_g32825,0,0,3,8,4,2
Montipora_capitata_PredGene_g28575,103,86,188,0,10,12
Montipora_capitata_PredGene_g32823,0,0,0,31,14,27
Montipora_capitata_PredGene_g57478,0,0,0,8,5,10
Montipora_capitata_PredGene_g32820,1,0,0,22,18,17
Montipora_capitata_PredGene_g57475,0,0,0,1,0,5
Montipora_capitata_PredGene_g67855,708,738,913,12,16,15
Montipora_capitata_PredGene_g67856,97,95,71,6,5,5
Montipora_capitata_PredGene_g11085,942,1712,936,24,23,39
Montipora_capitata_PredGene_g67850,1207,627,567,7,10,18
Montipora_capitata_PredGene_g67851,0,0,0,10,7,11
Montipora_capitata_PredGene_g32829,0,0,0,3,5,7
Montipora_capitata_PredGene_g32828,2,0,0,25,27,26
Montipora_capitata_PredGene_g36616,0,0,0,10,15,10
Montipora_capitata_PredGene_g63761,4,0,0,36,27,32
Montipora_capitata_PredGene_g24451,0,0,0,2,3,0
Montipora_capitata_PredGene_adi2mcaRNA2756_R9,17,22,27,36,37,47
Montipora_capitata_PredGene_adi2mcaRNA35356_R9,0,0,0,12,23,5
Montipora_capitata_PredGene_adi2mcaRNA35356_R7,1,3,4,16,13,12
Montipora_capitata_PredGene_g65398,0,0,0,6,3,0
Montipora_capitata_PredGene_g31758,103,102,109,11,6,11
Montipora_capitata_PredGene_g47648,58,95,30,0,0,2
Montipora_capitata_PredGene_g57187,4,0,0,8,5,13
Montipora_capitata_PredGene_adi2mcaRNA5846_R0,350,428,155,108,87,103
Montipora_capitata_PredGene_g47643,0,0,0,12,11,15
Montipora_capitata_PredGene_g47642,0,0,0,124,110,119
Montipora_capitata_PredGene_g47641,0,0,0,65,59,58
Montipora_capitata_PredGene_g47640,13,11,0,321,375,329
Montipora_capitata_PredGene_adi2mcaRNA1598_R7,0,0,0,0,10,4
Montipora_capitata_PredGene_g47644,0,0,0,12,15,15
Montipora_capitata_PredGene_g57189,0,0,0,4,2,1
Montipora_capitata_PredGene_g16687,0,3,4,8,8,10
Montipora_capitata_PredGene_g16686,1,4,9,16,13,22
Montipora_capitata_PredGene_g16681,0,0,0,4,1,5
Montipora_capitata_PredGene_g16680,3,0,14,0,0,3
Montipora_capitata_PredGene_g16683,11,0,2,10,6,11
Montipora_capitata_PredGene_g65394,0,0,0,0,4,0
Montipora_capitata_PredGene_adi2mcaRNA32829_R0,1820,2555,2877,24,24,37
Montipora_capitata_PredGene_g65178,0,0,5,9,8,12
Montipora_capitata_PredGene_adi2mcaRNA25603_R9,6,28,11,73,69,68
Montipora_capitata_PredGene_g1377,210,167,279,16,10,14
Montipora_capitata_PredGene_adi2mcaRNA11420_R0,0,9,0,4,11,19
Montipora_capitata_PredGene_g1374,21,33,5,4,6,6
Montipora_capitata_PredGene_adi2mcaRNA25603_R6,0,6,4,90,52,73
Montipora_capitata_PredGene_g36355,254,44,208,24,20,43
Montipora_capitata_PredGene_g45440,0,0,0,2,5,2
Montipora_capitata_PredGene_g11554,0,0,0,5,8,0
Montipora_capitata_PredGene_g11557,0,0,0,8,6,10
Montipora_capitata_PredGene_g11558,0,0,0,7,11,21
Montipora_capitata_PredGene_g17530,0,0,0,4,15,8
Montipora_capitata_PredGene_g17004,0,42,0,14,15,4
Montipora_capitata_PredGene_g1373,1079,672,458,20,16,15
Montipora_capitata_PredGene_g69939,0,0,5,0,0,2
Montipora_capitata_PredGene_g65176,0,0,27,21,15,18
Montipora_capitata_PredGene_g45445,32,1071,609,0,4,11
Montipora_capitata_PredGene_g64318,0,0,0,0,5,0
Montipora_capitata_PredGene_g29529,4,3,0,16,13,21
Montipora_capitata_PredGene_g29526,8,9,0,4,8,6
Montipora_capitata_PredGene_g29527,42,58,0,52,36,0
Montipora_capitata_PredGene_g64314,388,301,313,13,11,17
Montipora_capitata_PredGene_g29525,0,7,0,24,10,12
Montipora_capitata_PredGene_g64312,474,385,272,34,34,39
Montipora_capitata_PredGene_g64313,48,32,17,5,5,13
Montipora_capitata_PredGene_g29520,149,108,122,14,6,6
Montipora_capitata_PredGene_g64311,0,5,0,0,4,0
Montipora_capitata_PredGene_g53387,513,526,444,11,11,5
Montipora_capitata_PredGene_g53386,0,0,0,4,3,2
Montipora_capitata_PredGene_g53385,0,0,0,3,7,1
Montipora_capitata_PredGene_g53384,2,11,16,30,28,18
Montipora_capitata_PredGene_adi2mcaRNA37952_R1,11,18,4,4,5,6
Montipora_capitata_PredGene_g53389,0,0,0,2,7,4
Montipora_capitata_PredGene_g53388,11,255,0,0,8,2
Montipora_capitata_PredGene_g36652,0,0,0,14,13,25
Montipora_capitata_PredGene_g17006,0,0,0,35,18,39
Montipora_capitata_PredGene_g66817,0,0,0,0,0,0
Montipora_capitata_PredGene_g16020,0,0,0,15,6,13
Montipora_capitata_PredGene_g66815,1,4,5,4,9,8
Montipora_capitata_PredGene_g61846,119,827,77,24,28,20
Montipora_capitata_PredGene_g61841,34,21,32,15,8,8
Montipora_capitata_PredGene_g16024,0,0,2,6,7,6
Montipora_capitata_PredGene_g61843,81,58,14,7,14,6
Montipora_capitata_PredGene_g66810,1,36,11,0,5,0
Montipora_capitata_PredGene_g17413,0,0,0,2,16,3
Montipora_capitata_PredGene_g61849,1083,597,1388,30,8,15
Montipora_capitata_PredGene_g61848,91,81,146,8,8,6
Montipora_capitata_PredGene_g66819,33,36,59,14,10,9
Montipora_capitata_PredGene_g56409,0,0,0,13,10,12
Montipora_capitata_PredGene_g56408,0,0,0,26,17,14
Montipora_capitata_PredGene_g56403,0,0,0,10,7,7
Montipora_capitata_PredGene_g56402,0,8,0,3,0,8
Montipora_capitata_PredGene_g56401,2,0,5,33,34,56
Montipora_capitata_PredGene_g56400,0,0,0,6,9,14
Montipora_capitata_PredGene_g56407,0,10,0,11,0,3
Montipora_capitata_PredGene_g56406,3,1,0,3,6,5
Montipora_capitata_PredGene_g56405,0,0,2,3,2,7
Montipora_capitata_PredGene_g56404,0,35,0,31,36,34
Montipora_capitata_PredGene_g13987,0,0,3,10,0,5
Montipora_capitata_PredGene_g13989,0,0,0,3,3,7
Montipora_capitata_PredGene_g32915,114,79,102,13,4,11
Montipora_capitata_PredGene_g43232,20,7,0,20,15,12
Montipora_capitata_PredGene_g29099,1,1,1,3,10,4
Montipora_capitata_PredGene_g52777,0,0,0,6,7,13
Montipora_capitata_PredGene_adi2mcaRNA23296_R3,28,5,0,2,2,0
Montipora_capitata_PredGene_adi2mcaRNA29308_R2,0,0,0,34,26,36
Montipora_capitata_PredGene_adi2mcaRNA38081_R0,16,10,16,9,10,9
Montipora_capitata_PredGene_adi2mcaRNA29308_R1,0,0,0,7,6,24
Montipora_capitata_PredGene_g44690,1484,1016,1014,33,28,22
Montipora_capitata_PredGene_g44693,591,757,484,66,29,56
Montipora_capitata_PredGene_g44699,0,0,2,2,8,6
Montipora_capitata_PredGene_g44698,0,0,0,4,4,5
Montipora_capitata_PredGene_adi2mcaRNA23330_R2,0,0,2,2,1,3
Montipora_capitata_PredGene_adi2mcaRNA23330_R1,24,42,31,4,8,9
Montipora_capitata_PredGene_adi2mcaRNA23330_R0,924,1428,982,54,46,65
Montipora_capitata_PredGene_g50128,345,793,240,17,8,11
Montipora_capitata_PredGene_g50129,63,182,45,6,9,3
Montipora_capitata_PredGene_g50126,2,0,0,2,2,4
Montipora_capitata_PredGene_g50124,0,0,0,19,6,27
Montipora_capitata_PredGene_g50125,2,0,0,7,5,8
Montipora_capitata_PredGene_g50123,3,0,0,17,11,24
Montipora_capitata_PredGene_g50120,15,23,28,10,4,20
Montipora_capitata_PredGene_g50121,1,0,0,8,8,8
Montipora_capitata_PredGene_g29570,168,255,102,19,20,20
Montipora_capitata_PredGene_g51832,4,2,0,0,0,0
Montipora_capitata_PredGene_g51831,0,0,0,24,12,13
Montipora_capitata_PredGene_g51830,140,253,208,7,7,0
Montipora_capitata_PredGene_g51837,9,6,9,19,7,29
Montipora_capitata_PredGene_g51836,0,17,6,6,8,8
Montipora_capitata_PredGene_g51835,0,15,7,5,11,11
Montipora_capitata_PredGene_g51834,4,19,7,10,7,15
Montipora_capitata_PredGene_g58715,0,0,0,5,0,0
Montipora_capitata_PredGene_g58714,0,0,0,4,0,0
Montipora_capitata_PredGene_g58717,0,0,0,3,0,0
Montipora_capitata_PredGene_g58716,0,0,0,58,0,5
Montipora_capitata_PredGene_g58711,0,0,0,6,0,0
Montipora_capitata_PredGene_g58710,0,0,0,9,2,1
Montipora_capitata_PredGene_g58712,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA18781_R5,12,14,0,8,5,3
Montipora_capitata_PredGene_adi2mcaRNA39678_R0,461,396,290,10,16,15
Montipora_capitata_PredGene_adi2mcaRNA18781_R6,0,0,0,6,5,3
Montipora_capitata_PredGene_adi2mcaRNA32382_R0,237,275,271,14,15,18
Montipora_capitata_PredGene_g29573,0,0,0,12,8,5
Montipora_capitata_PredGene_g65544,0,0,0,13,17,10
Montipora_capitata_PredGene_g65545,650,550,383,32,49,35
Montipora_capitata_PredGene_g65546,181,85,53,20,20,22
Montipora_capitata_PredGene_g65547,8,20,0,9,18,8
Montipora_capitata_PredGene_g65540,0,0,0,23,17,17
Montipora_capitata_PredGene_g65541,0,0,0,3,9,11
Montipora_capitata_PredGene_g65542,23,3,29,21,34,40
Montipora_capitata_PredGene_g17646,0,0,0,10,7,5
Montipora_capitata_PredGene_g17647,178,233,192,21,16,16
Montipora_capitata_PredGene_g17645,0,0,0,6,8,4
Montipora_capitata_PredGene_g17642,508,183,507,3,0,8
Montipora_capitata_PredGene_g17641,0,37,0,0,3,0
Montipora_capitata_PredGene_adi2mcaRNA19715_R0,191,417,186,126,124,138
Montipora_capitata_PredGene_adi2mcaRNA6092_R0,702,601,494,10,9,15
Montipora_capitata_PredGene_g17648,157,208,168,13,7,13
Montipora_capitata_PredGene_g17649,0,1,0,5,7,7
Montipora_capitata_PredGene_g40758,95,176,129,0,0,0
Montipora_capitata_PredGene_g23168,0,0,0,5,5,8
Montipora_capitata_PredGene_g23169,0,0,0,10,14,12
Montipora_capitata_PredGene_g23164,0,0,0,16,19,10
Montipora_capitata_PredGene_g23165,0,0,0,3,10,3
Montipora_capitata_PredGene_g23166,0,0,0,1,2,3
Montipora_capitata_PredGene_g23167,0,0,0,10,6,3
Montipora_capitata_PredGene_g23160,0,0,6,2,1,3
Montipora_capitata_PredGene_g23161,3591,2261,2736,55,25,30
Montipora_capitata_PredGene_g23163,0,0,0,15,5,11
Montipora_capitata_PredGene_adi2mcaRNA15695_R0,1267,1156,589,22,20,28
Montipora_capitata_PredGene_g52410,0,0,0,11,23,8
Montipora_capitata_PredGene_g59443,0,0,0,27,16,13
Montipora_capitata_PredGene_g59440,0,0,0,26,27,37
Montipora_capitata_PredGene_g52413,2,1,1,9,7,4
Montipora_capitata_PredGene_g62008,11,10,3,5,3,5
Montipora_capitata_PredGene_g59447,0,0,0,11,6,4
Montipora_capitata_PredGene_g67038,0,0,0,14,8,3
Montipora_capitata_PredGene_g59445,0,0,0,4,5,2
Montipora_capitata_PredGene_g62004,5990,6272,4744,40,29,35
Montipora_capitata_PredGene_g62005,2552,2433,1291,29,25,33
Montipora_capitata_PredGene_g62006,109,130,0,5,4,2
Montipora_capitata_PredGene_g62007,254,239,114,16,19,14
Montipora_capitata_PredGene_g62000,12,4,18,16,0,14
Montipora_capitata_PredGene_g62001,549,604,423,21,15,14
Montipora_capitata_PredGene_g62002,117,115,36,63,35,64
Montipora_capitata_PredGene_g67031,0,0,0,2,9,13
Montipora_capitata_PredGene_g24216,0,0,0,6,3,7
Montipora_capitata_PredGene_g54711,1,0,0,13,3,3
Montipora_capitata_PredGene_g54713,0,3,0,36,30,29
Montipora_capitata_PredGene_g54712,1,0,0,6,3,0
Montipora_capitata_PredGene_g54715,88,28,33,35,11,20
Montipora_capitata_PredGene_g54714,0,0,0,14,21,19
Montipora_capitata_PredGene_g54717,100,84,30,32,30,45
Montipora_capitata_PredGene_g54716,0,14,2,44,39,26
Montipora_capitata_PredGene_adi2mcaRNA29808_R6,0,3,4,11,8,8
Montipora_capitata_PredGene_g27686,0,0,0,4,3,5
Montipora_capitata_PredGene_g15643,370,284,376,18,16,15
Montipora_capitata_PredGene_g15644,2,1,2,9,4,6
Montipora_capitata_PredGene_g15646,34,53,64,25,10,10
Montipora_capitata_PredGene_adi2mcaRNA29808_R3,0,0,0,0,4,2
Montipora_capitata_PredGene_g57236,0,0,1,0,3,0
Montipora_capitata_PredGene_g57235,802,695,604,6,6,0
Montipora_capitata_PredGene_g25643,0,0,0,8,4,5
Montipora_capitata_PredGene_g25642,0,0,0,9,8,8
Montipora_capitata_PredGene_g25641,1,0,0,16,8,20
Montipora_capitata_PredGene_g25640,0,0,0,4,10,6
Montipora_capitata_PredGene_g25647,0,0,0,7,10,15
Montipora_capitata_PredGene_g25646,0,0,0,6,5,5
Montipora_capitata_PredGene_g25645,0,0,0,3,4,6
Montipora_capitata_PredGene_g25644,0,0,0,21,25,9
Montipora_capitata_PredGene_g11428,0,0,0,4,11,0
Montipora_capitata_PredGene_adi2mcaRNA5279_R4,0,0,0,12,10,7
Montipora_capitata_PredGene_g25648,0,0,0,4,2,2
Montipora_capitata_PredGene_adi2mcaRNA28746_R1,251,222,293,3,0,0
Montipora_capitata_PredGene_g26832,89,100,127,0,0,0
Montipora_capitata_PredGene_g11429,0,0,0,4,4,0
Montipora_capitata_PredGene_g1840,357,316,167,16,12,16
Montipora_capitata_PredGene_g1841,0,51,27,11,8,9
Montipora_capitata_PredGene_g1842,278,358,217,9,12,9
Montipora_capitata_PredGene_g1843,5,0,0,16,12,13
Montipora_capitata_PredGene_g1844,0,0,9,23,22,22
Montipora_capitata_PredGene_g22698,0,0,0,5,1,9
Montipora_capitata_PredGene_g1846,0,0,0,4,0,8
Montipora_capitata_PredGene_g1847,23,8,9,0,0,0
Montipora_capitata_PredGene_g1848,21,13,8,48,15,13
Montipora_capitata_PredGene_g22694,0,0,0,6,7,29
Montipora_capitata_PredGene_g22696,944,845,1427,14,13,9
Montipora_capitata_PredGene_g22691,190,1308,701,15,34,28
Montipora_capitata_PredGene_g22690,590,716,1097,0,6,0
Montipora_capitata_PredGene_g22693,54,301,215,30,27,26
Montipora_capitata_PredGene_adi2mcaRNA30316_R8,17,11,17,9,6,11
Montipora_capitata_PredGene_g29578,1,1,0,11,13,8
Montipora_capitata_PredGene_g11948,28,5,30,2,2,8
Montipora_capitata_PredGene_g34268,0,0,0,1,4,2
Montipora_capitata_PredGene_g11941,0,0,0,7,15,6
Montipora_capitata_PredGene_g11940,0,0,0,0,0,0
Montipora_capitata_PredGene_g55599,555,381,304,0,0,13
Montipora_capitata_PredGene_adi2mcaRNA27445_R0,308,214,142,7,5,4
Montipora_capitata_PredGene_adi2mcaRNA29127_R3,5315,3319,2700,32,0,15
Montipora_capitata_PredGene_adi2mcaRNA29127_R2,3,0,9,19,21,17
Montipora_capitata_PredGene_adi2mcaRNA32303_R8,0,11,0,15,15,14
Montipora_capitata_PredGene_g69788,327,225,236,30,25,26
Montipora_capitata_PredGene_adi2mcaRNA29127_R4,10,181,469,16,10,10
Montipora_capitata_PredGene_g69786,0,0,0,16,13,19
Montipora_capitata_PredGene_adi2mcaRNA32303_R2,18,40,13,22,0,19
Montipora_capitata_PredGene_adi2mcaRNA32303_R1,4,0,16,7,0,5
Montipora_capitata_PredGene_g69785,0,0,0,0,4,0
Montipora_capitata_PredGene_adi2mcaRNA32303_R7,46,79,44,0,0,18
Montipora_capitata_PredGene_adi2mcaRNA32303_R6,27,51,35,16,12,19
Montipora_capitata_PredGene_adi2mcaRNA32303_R4,0,0,45,0,0,11
Montipora_capitata_PredGene_g68785,54,30,53,15,5,7
Montipora_capitata_PredGene_g68784,6,2,3,56,34,57
Montipora_capitata_PredGene_g22345,1404,1498,609,52,53,67
Montipora_capitata_PredGene_g68786,0,0,1,5,4,8
Montipora_capitata_PredGene_g22343,16425,11905,15821,7,12,31
Montipora_capitata_PredGene_g68780,26,42,16,0,0,6
Montipora_capitata_PredGene_g68782,136,110,75,13,25,18
Montipora_capitata_PredGene_g22349,0,0,3,5,5,11
Montipora_capitata_PredGene_g22348,125,573,369,7,5,16
Montipora_capitata_PredGene_g52894,357,338,326,18,20,20
Montipora_capitata_PredGene_adi2mcaRNA38844_R5,0,0,0,20,15,8
Montipora_capitata_PredGene_g26393,269,292,177,8,0,16
Montipora_capitata_PredGene_adi2mcaRNA38844_R9,0,4,0,2,9,0
Montipora_capitata_PredGene_adi2mcaRNA35572_R3,0,0,4,0,14,6
Montipora_capitata_PredGene_adi2mcaRNA1446_R3,3,9,14,7,6,10
Montipora_capitata_PredGene_g69252,0,1,0,0,4,5
Montipora_capitata_PredGene_g52897,7,3,1,47,30,15
Montipora_capitata_PredGene_g69255,1,0,0,2,11,4
Montipora_capitata_PredGene_g69256,0,0,0,0,1,3
Montipora_capitata_PredGene_g69257,0,0,0,19,5,5
Montipora_capitata_PredGene_g69259,0,0,0,8,4,2
Montipora_capitata_PredGene_g61067,0,0,0,19,18,16
Montipora_capitata_PredGene_g61066,0,0,0,20,20,30
Montipora_capitata_PredGene_g61065,0,0,1,4,9,3
Montipora_capitata_PredGene_g61064,0,0,0,9,10,20
Montipora_capitata_PredGene_g61063,11,0,0,12,9,14
Montipora_capitata_PredGene_g61062,1030,947,377,29,27,43
Montipora_capitata_PredGene_g61061,290,486,207,33,35,32
Montipora_capitata_PredGene_g24210,0,0,0,6,0,6
Montipora_capitata_PredGene_g61069,0,0,0,2,0,0
Montipora_capitata_PredGene_g61068,763,711,487,12,27,12
Montipora_capitata_PredGene_g57797,0,0,0,8,10,4
Montipora_capitata_PredGene_adi2mcaRNA35923_R1,0,0,0,12,41,34
Montipora_capitata_PredGene_g24590,0,0,0,43,9,6
Montipora_capitata_PredGene_g59693,0,0,0,6,2,5
Montipora_capitata_PredGene_g24592,7,0,0,2,3,0
Montipora_capitata_PredGene_g24593,0,1,0,46,50,34
Montipora_capitata_PredGene_g24594,0,0,0,0,1,1
Montipora_capitata_PredGene_g24595,0,0,0,19,10,1
Montipora_capitata_PredGene_g24596,0,0,0,37,22,0
Montipora_capitata_PredGene_g52640,0,0,0,0,4,0
Montipora_capitata_PredGene_g24598,0,0,0,4,5,5
Montipora_capitata_PredGene_g52643,3,0,0,5,5,2
Montipora_capitata_PredGene_g39181,31,12,11,30,15,26
Montipora_capitata_PredGene_adi2mcaRNA33520_R3,0,0,0,12,21,4
Montipora_capitata_PredGene_g43583,361,377,299,38,38,26
Montipora_capitata_PredGene_g27489,0,7,0,43,41,24
Montipora_capitata_PredGene_adi2mcaRNA33520_R4,0,0,0,2,12,16
Montipora_capitata_PredGene_g27485,0,0,0,11,9,5
Montipora_capitata_PredGene_g27484,0,0,0,11,6,8
Montipora_capitata_PredGene_g27483,0,0,0,4,3,3
Montipora_capitata_PredGene_g27482,0,0,0,0,5,1
Montipora_capitata_PredGene_g59696,40,16,31,42,33,34
Montipora_capitata_PredGene_g36117,72,59,71,0,6,7
Montipora_capitata_PredGene_adi2mcaRNA12533_R7,15,8,5,30,4,25
Montipora_capitata_PredGene_g59695,0,6,5,4,5,21
Montipora_capitata_PredGene_g49256,0,1,0,6,19,14
Montipora_capitata_PredGene_g59694,420,611,795,0,10,26
Montipora_capitata_PredGene_adi2mcaRNA12533_R8,2,0,29,7,7,17
Montipora_capitata_PredGene_adi2mcaRNA33358_R7,0,0,0,14,15,5
Montipora_capitata_PredGene_g25846,0,0,0,13,13,18
Montipora_capitata_PredGene_g26719,0,0,0,0,8,7
Montipora_capitata_PredGene_g60337,0,2,2,5,11,7
Montipora_capitata_PredGene_g60331,501,313,400,30,45,22
Montipora_capitata_PredGene_g60333,3,0,0,9,20,13
Montipora_capitata_PredGene_g60338,0,0,0,12,10,8
Montipora_capitata_PredGene_g36116,1286,507,433,72,43,28
Montipora_capitata_PredGene_g6236,0,0,0,8,6,0
Montipora_capitata_PredGene_g6237,490,368,40,54,44,0
Montipora_capitata_PredGene_g62789,459,257,298,35,18,22
Montipora_capitata_PredGene_g62788,0,7,20,9,21,5
Montipora_capitata_PredGene_g6232,0,2,0,21,23,9
Montipora_capitata_PredGene_g6233,0,5,2,13,7,6
Montipora_capitata_PredGene_g6231,867,785,51,81,53,12
Montipora_capitata_PredGene_g62783,234,230,255,13,14,13
Montipora_capitata_PredGene_g62782,89,47,65,0,0,0
Montipora_capitata_PredGene_g62781,202,317,210,10,15,12
Montipora_capitata_PredGene_g62780,308,360,313,17,21,12
Montipora_capitata_PredGene_g62787,245,242,153,32,39,29
Montipora_capitata_PredGene_g62786,6250,4299,2282,85,40,84
Montipora_capitata_PredGene_g6238,27,5,1,13,18,7
Montipora_capitata_PredGene_g6239,6,0,0,18,16,6
Montipora_capitata_PredGene_adi2mcaRNA31791_R8,22,51,38,19,27,23
Montipora_capitata_PredGene_g26398,3292,2565,3222,13,0,8
Montipora_capitata_PredGene_adi2mcaRNA35439_R4,139,130,62,87,24,21
Montipora_capitata_PredGene_adi2mcaRNA35439_R5,54,269,292,3,16,14
Montipora_capitata_PredGene_g68122,0,0,0,1,0,4
Montipora_capitata_PredGene_adi2mcaRNA35439_R0,671,380,82,14,23,11
Montipora_capitata_PredGene_adi2mcaRNA35439_R1,169,319,186,8,6,4
Montipora_capitata_PredGene_adi2mcaRNA35439_R2,188,214,154,29,13,25
Montipora_capitata_PredGene_g68126,5,0,4,5,25,12
Montipora_capitata_PredGene_g39455,479,405,336,27,34,31
Montipora_capitata_PredGene_g39454,22,2,2,12,13,10
Montipora_capitata_PredGene_g39453,18,11,10,7,3,10
Montipora_capitata_PredGene_g39452,10,17,0,0,12,13
Montipora_capitata_PredGene_g39451,70,77,59,17,23,12
Montipora_capitata_PredGene_g39450,274,306,216,15,23,17
Montipora_capitata_PredGene_g14890,10,7,3,11,7,18
Montipora_capitata_PredGene_g14896,6,4,7,0,3,1
Montipora_capitata_PredGene_g62878,0,0,0,1,2,0
Montipora_capitata_PredGene_g62875,12,15,10,0,3,0
Montipora_capitata_PredGene_g62874,189,277,123,30,14,23
Montipora_capitata_PredGene_g62877,6,7,8,1,2,1
Montipora_capitata_PredGene_g62876,474,330,268,17,12,16
Montipora_capitata_PredGene_g62871,0,0,0,13,20,6
Montipora_capitata_PredGene_g62870,8,4,0,0,0,0
Montipora_capitata_PredGene_g62873,739,588,435,28,42,13
Montipora_capitata_PredGene_g62872,119,452,110,28,20,0
Montipora_capitata_PredGene_g38508,3,0,0,1,14,2
Montipora_capitata_PredGene_g38509,2,0,0,0,0,4
Montipora_capitata_PredGene_g38503,10,0,0,7,7,11
Montipora_capitata_PredGene_g38506,0,0,0,9,11,6
Montipora_capitata_PredGene_g38505,0,0,0,11,9,11
Montipora_capitata_PredGene_g3558,0,2,0,0,8,1
Montipora_capitata_PredGene_g3559,0,0,0,10,25,10
Montipora_capitata_PredGene_adi2mcaRNA10825_R8,0,0,0,18,35,42
Montipora_capitata_PredGene_adi2mcaRNA10825_R9,0,0,0,7,9,9
Montipora_capitata_PredGene_g23908,8,17,12,16,15,5
Montipora_capitata_PredGene_g23909,901,750,507,27,21,21
Montipora_capitata_PredGene_adi2mcaRNA10825_R2,0,1,1,17,20,15
Montipora_capitata_PredGene_g3551,3,0,3,12,6,5
Montipora_capitata_PredGene_adi2mcaRNA10825_R0,0,0,0,10,13,12
Montipora_capitata_PredGene_adi2mcaRNA10825_R1,0,0,0,2,13,14
Montipora_capitata_PredGene_g23902,28,7,5,10,21,16
Montipora_capitata_PredGene_g31625,0,53,35,3,0,5
Montipora_capitata_PredGene_g3556,7,5,7,1,2,1
Montipora_capitata_PredGene_g3557,5,20,0,24,21,16
Montipora_capitata_PredGene_g64222,5,0,15,33,27,49
Montipora_capitata_PredGene_adi2mcaRNA37094_R0,0,0,0,21,10,9
Montipora_capitata_PredGene_adi2mcaRNA13659_R9,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA4299_R0,50,11,17,21,34,34
Montipora_capitata_PredGene_adi2mcaRNA24366_R3,0,0,0,3,0,5
Montipora_capitata_PredGene_g29630,153,33,96,5,3,4
Montipora_capitata_PredGene_adi2mcaRNA24366_R1,0,0,0,0,5,0
Montipora_capitata_PredGene_g60595,0,0,0,3,2,3
Montipora_capitata_PredGene_g70371,28,33,11,19,7,0
Montipora_capitata_PredGene_g70370,0,0,0,9,2,8
Montipora_capitata_PredGene_g70373,51,14,18,20,24,16
Montipora_capitata_PredGene_g29631,0,4,0,25,22,18
Montipora_capitata_PredGene_g60596,0,2,18,58,40,67
Montipora_capitata_PredGene_g70377,53,19,0,25,25,29
Montipora_capitata_PredGene_g70378,4,0,0,13,2,3
Montipora_capitata_PredGene_g27448,0,0,0,7,2,2
Montipora_capitata_PredGene_adi2mcaRNA15662_R9,0,34,0,14,9,6
Montipora_capitata_PredGene_g64224,65,66,60,29,23,26
Montipora_capitata_PredGene_g29635,0,0,0,1,3,8
Montipora_capitata_PredGene_adi2mcaRNA5029_R1,0,6,168,24,23,46
Montipora_capitata_PredGene_g20454,0,0,0,39,13,5
Montipora_capitata_PredGene_adi2mcaRNA6683_R6,17,10,0,0,5,6
Montipora_capitata_PredGene_adi2mcaRNA5029_R2,0,0,0,0,0,0
Montipora_capitata_PredGene_g20453,0,0,0,0,0,0
Montipora_capitata_PredGene_g20452,0,0,0,2,0,0
Montipora_capitata_PredGene_adi2mcaRNA23707_R7,0,2,0,2,3,4
Montipora_capitata_PredGene_adi2mcaRNA23707_R1,0,0,1,6,10,6
Montipora_capitata_PredGene_adi2mcaRNA6683_R9,0,0,0,6,1,0
Montipora_capitata_PredGene_adi2mcaRNA28810_R1,16,7,11,19,8,7
Montipora_capitata_PredGene_adi2mcaRNA36943_R0,371,89,519,38,35,32
Montipora_capitata_PredGene_g6908,0,0,0,3,11,2
