"","X1041.gtf","X1471.gtf","X1637.gtf","Sample1.gtf","Sample2.gtf","Sample3.gtf"
"Pocillopora_acuta_HIv1_PredGene_g27220.t1",3902,4002,3252,342,305,302
"Pocillopora_acuta_HIv1_PredGene_g27221.t1",200,328,180,47,70,53
"Pocillopora_acuta_HIv1_PredGene_g27221.t2",200,328,180,47,70,53
"Pocillopora_acuta_HIv1_PredGene_g27222.t1",659,823,649,742,717,842
"Pocillopora_acuta_HIv1_PredGene_g27225.t1",2938,3920,2310,461,772,627
"Pocillopora_acuta_HIv1_PredGene_g27229.t1",1247,357,950,235,49,282
"Pocillopora_acuta_HIv1_PredGene_g4119.t1",1089,1113,890,363,394,399
"Pocillopora_acuta_HIv1_PredGene_g27233.t1",53,17,41,137,47,160
"Pocillopora_acuta_HIv1_PredGene_g27235.t1",25151,27532,27335,8171,12870,13827
"Pocillopora_acuta_HIv1_PredGene_g27234.t1",5285,6566,3405,911,2135,1194
"Pocillopora_acuta_HIv1_PredGene_g27244.t1",142,220,252,31,41,65
"Pocillopora_acuta_HIv1_PredGene_g27245.t1",418,325,331,104,124,107
"Pocillopora_acuta_HIv1_PredGene_g31857.t1",59,39,84,108,113,160
"Pocillopora_acuta_HIv1_PredGene_g31860.t1",45,32,42,33,83,57
"Pocillopora_acuta_HIv1_PredGene_15637_t",82,111,82,27,22,34
"Pocillopora_acuta_HIv1_PredGene_g31861.t1",82,111,82,27,22,34
"Pocillopora_acuta_HIv1_PredGene_g31862.t1",65,85,44,73,248,100
"Pocillopora_acuta_HIv1_PredGene_15640_t",1784,1441,1418,1747,2728,2577
"Pocillopora_acuta_HIv1_PredGene_g31864.t1",1784,1441,1418,1747,2728,2577
"Pocillopora_acuta_HIv1_PredGene_g31874.t1",259,229,212,220,296,245
"Pocillopora_acuta_HIv1_PredGene_g31883.t1",988,997,995,286,275,385
"Pocillopora_acuta_HIv1_PredGene_g31885.t1",197,382,200,56,103,75
"Pocillopora_acuta_HIv1_PredGene_g31895.t1",883,935,876,1394,3027,2061
"Pocillopora_acuta_HIv1_PredGene_g31900.t1",2600,2203,2000,3759,6519,5560
"Pocillopora_acuta_HIv1_PredGene_g31902.t1",831,739,742,851,944,825
"Pocillopora_acuta_HIv1_PredGene_g31903.t1",266,313,308,62,62,82
"Pocillopora_acuta_HIv1_PredGene_g31907.t1",13,31,27,57,240,149
"Pocillopora_acuta_HIv1_PredGene_15684_t",13,31,27,57,240,149
"Pocillopora_acuta_HIv1_PredGene_g31913.t1",972,407,229,2094,2124,1040
"Pocillopora_acuta_HIv1_PredGene_15691_t",972,407,229,2094,2124,1040
"Pocillopora_acuta_HIv1_PredGene_g4127.t1",604,751,533,826,1345,1121
"Pocillopora_acuta_HIv1_PredGene_g31917.t1",593,536,553,731,819,988
"Pocillopora_acuta_HIv1_PredGene_g31922.t1",382,224,275,118,108,124
"Pocillopora_acuta_HIv1_PredGene_g31923.t1",482,296,266,63,60,53
"Pocillopora_acuta_HIv1_PredGene_g31926.t1",1077,904,969,837,1023,1050
"Pocillopora_acuta_HIv1_PredGene_g4128.t1",593,497,362,409,455,543
"Pocillopora_acuta_HIv1_PredGene_g31936.t1",50,23,18,0,5,0
"Pocillopora_acuta_HIv1_PredGene_g25125.t1",553,401,347,129,193,221
"Pocillopora_acuta_HIv1_PredGene_g25128.t1",586,673,569,427,759,666
"Pocillopora_acuta_HIv1_PredGene_g25140.t1",66,93,108,13,22,38
"Pocillopora_acuta_HIv1_PredGene_148_t",271,385,290,59,76,69
"Pocillopora_acuta_HIv1_PredGene_g7156.t1",271,385,290,59,76,69
"Pocillopora_acuta_HIv1_PredGene_g4132.t1",232,156,172,33,57,60
"Pocillopora_acuta_HIv1_PredGene_g25148.t1",145,158,154,248,149,272
"Pocillopora_acuta_HIv1_PredGene_g4131.t1",81,63,56,6,10,29
"Pocillopora_acuta_HIv1_PredGene_g25178.t1",22,40,55,9,6,8
"Pocillopora_acuta_HIv1_PredGene_g4133.t1",847,674,743,286,262,421
"Pocillopora_acuta_HIv1_PredGene_g25186.t1",273,141,133,63,54,59
"Pocillopora_acuta_HIv1_PredGene_g25187.t1",108,121,103,107,200,139
"Pocillopora_acuta_HIv1_PredGene_g16735.t1",152,346,138,31,23,23
"Pocillopora_acuta_HIv1_PredGene_g16738.t1",798,824,861,845,816,1003
"Pocillopora_acuta_HIv1_PredGene_g16751.t1",270,195,284,54,81,92
"Pocillopora_acuta_HIv1_PredGene_g16752.t1",15174,18684,21123,18151,28493,33676
"Pocillopora_acuta_HIv1_PredGene_g4138.t1",411,233,247,82,56,65
"Pocillopora_acuta_HIv1_PredGene_g16765.t1",33,24,19,41,41,47
"Pocillopora_acuta_HIv1_PredGene_g16768.t1",5877,3593,3371,3943,4917,3713
"Pocillopora_acuta_HIv1_PredGene_g16772.t1",37,175,98,204,395,442
"Pocillopora_acuta_HIv1_PredGene_g16771.t1",548,313,590,107,79,180
"Pocillopora_acuta_HIv1_PredGene_g16773.t1",544,457,551,104,122,166
"Pocillopora_acuta_HIv1_PredGene_g16775.t1",168,118,120,116,176,177
"Pocillopora_acuta_HIv1_PredGene_g16783.t1",1068,879,689,339,383,368
"Pocillopora_acuta_HIv1_PredGene_g16784.t1",117,132,92,89,143,165
"Pocillopora_acuta_HIv1_PredGene_g4141.t1",8708,7825,7443,1324,2016,1888
"Pocillopora_acuta_HIv1_PredGene_g16793.t1",2642,3245,2307,3097,3542,3173
"Pocillopora_acuta_HIv1_PredGene_15849_t",2642,3245,2307,3097,3542,3173
"Pocillopora_acuta_HIv1_PredGene_g16800.t1",31,20,27,0,3,2
"Pocillopora_acuta_HIv1_PredGene_g16807.t1",772,488,445,184,249,272
"Pocillopora_acuta_HIv1_PredGene_g16814.t1",1676,1153,1311,1845,1412,1980
"Pocillopora_acuta_HIv1_PredGene_g16822.t1",225,320,247,55,41,61
"Pocillopora_acuta_HIv1_PredGene_g16831.t1",487,438,380,64,26,40
"Pocillopora_acuta_HIv1_PredGene_g16835.t1",1670,1029,1028,351,446,360
"Pocillopora_acuta_HIv1_PredGene_g16836.t1",196,191,154,160,205,204
"Pocillopora_acuta_HIv1_PredGene_g2628.t2",486,553,389,1449,1533,1565
"Pocillopora_acuta_HIv1_PredGene_g2628.t1",486,553,389,1449,1533,1565
"Pocillopora_acuta_HIv1_PredGene_g2629.t1",171,87,118,34,32,44
"Pocillopora_acuta_HIv1_PredGene_15896_t",147,179,170,20,13,39
"Pocillopora_acuta_HIv1_PredGene_g2631.t1",147,179,170,20,13,39
"Pocillopora_acuta_HIv1_PredGene_g2635.t1",394,950,1282,76,251,366
"Pocillopora_acuta_HIv1_PredGene_15901_t",394,950,1282,76,251,366
"Pocillopora_acuta_HIv1_PredGene_g2648.t1",75,223,155,31,45,24
"Pocillopora_acuta_HIv1_PredGene_g2647.t1",318,346,482,48,55,56
"Pocillopora_acuta_HIv1_PredGene_g2650.t1",626,2783,1128,104,227,123
"Pocillopora_acuta_HIv1_PredGene_g2654.t1",162,189,361,32,26,53
"Pocillopora_acuta_HIv1_PredGene_g2657.t1",136,256,231,36,39,67
"Pocillopora_acuta_HIv1_PredGene_g2657.t2",136,256,231,36,39,67
"Pocillopora_acuta_HIv1_PredGene_g2665.t1",971,636,609,170,130,173
"Pocillopora_acuta_HIv1_PredGene_g2675.t1",202,124,105,158,166,219
"Pocillopora_acuta_HIv1_PredGene_g853.t1",209,230,174,43,53,39
"Pocillopora_acuta_HIv1_PredGene_g2686.t1",248,252,236,243,406,354
"Pocillopora_acuta_HIv1_PredGene_g2694.t1",70,48,49,102,89,141
"Pocillopora_acuta_HIv1_PredGene_g2698.t1",523,283,415,138,33,133
"Pocillopora_acuta_HIv1_PredGene_g2709.t1",179,246,155,33,23,34
"Pocillopora_acuta_HIv1_PredGene_g2716.t1",324,265,495,106,56,143
"Pocillopora_acuta_HIv1_PredGene_g2720.t1",14,21,19,31,38,36
"Pocillopora_acuta_HIv1_PredGene_g344.t1",36,51,53,89,156,108
"Pocillopora_acuta_HIv1_PredGene_g348.t1",192,225,205,21,46,67
"Pocillopora_acuta_HIv1_PredGene_g349.t1",9,15,17,28,28,43
"Pocillopora_acuta_HIv1_PredGene_g363.t1",157,118,111,373,171,235
"Pocillopora_acuta_HIv1_PredGene_g369.t1",29,13,17,29,47,45
"Pocillopora_acuta_HIv1_PredGene_g372.t1",102,191,168,146,411,262
"Pocillopora_acuta_HIv1_PredGene_g377.t1",852,761,461,928,1344,964
"Pocillopora_acuta_HIv1_PredGene_g378.t1",23,12,7,32,26,29
"Pocillopora_acuta_HIv1_PredGene_16019_t",23,12,7,32,26,29
"Pocillopora_acuta_HIv1_PredGene_g379.t1",34,23,19,39,71,72
"Pocillopora_acuta_HIv1_PredGene_g382.t1",41,21,16,94,24,71
"Pocillopora_acuta_HIv1_PredGene_g388.t1",16,3,15,39,37,57
"Pocillopora_acuta_HIv1_PredGene_g388.t2",16,3,15,39,37,57
"Pocillopora_acuta_HIv1_PredGene_g388.t3",16,3,15,39,37,57
"Pocillopora_acuta_HIv1_PredGene_g402.t1",69,64,40,73,84,117
"Pocillopora_acuta_HIv1_PredGene_g409.t3",48,38,43,68,103,91
"Pocillopora_acuta_HIv1_PredGene_g409.t1",48,38,43,68,103,91
"Pocillopora_acuta_HIv1_PredGene_g409.t2",48,38,43,68,103,91
"Pocillopora_acuta_HIv1_PredGene_g411.t1",524,463,398,187,233,225
"Pocillopora_acuta_HIv1_PredGene_g413.t1",140,121,98,40,51,41
"Pocillopora_acuta_HIv1_PredGene_g423.t1",1489,1066,1041,181,135,163
"Pocillopora_acuta_HIv1_PredGene_g427.t1",798,420,650,615,606,864
"Pocillopora_acuta_HIv1_PredGene_g441.t1",192,191,205,62,62,95
"Pocillopora_acuta_HIv1_PredGene_g445.t1",300,448,393,64,76,88
"Pocillopora_acuta_HIv1_PredGene_g21148.t1",208,278,236,36,78,72
"Pocillopora_acuta_HIv1_PredGene_g21149.t1",77,188,97,21,46,34
"Pocillopora_acuta_HIv1_PredGene_g21161.t1",485,608,483,118,213,128
"Pocillopora_acuta_HIv1_PredGene_g21188.t1",412,369,337,331,529,501
"Pocillopora_acuta_HIv1_PredGene_g21196.t1",12,27,11,66,172,97
"Pocillopora_acuta_HIv1_PredGene_g21200.t1",4,35,0,75,239,98
"Pocillopora_acuta_HIv1_PredGene_g21202.t1",30,23,10,406,83,158
"Pocillopora_acuta_HIv1_PredGene_g21203.t1",75,44,52,164,35,139
"Pocillopora_acuta_HIv1_PredGene_g21203.t2",75,44,52,164,35,139
"Pocillopora_acuta_HIv1_PredGene_g880.t1",60,55,67,15,10,20
"Pocillopora_acuta_HIv1_PredGene_g12204.t1",729,680,622,554,871,801
"Pocillopora_acuta_HIv1_PredGene_g12207.t1",7,25,6,69,90,90
"Pocillopora_acuta_HIv1_PredGene_g12207.t2",7,25,6,69,90,90
"Pocillopora_acuta_HIv1_PredGene_g882.t1",255,289,238,443,809,698
"Pocillopora_acuta_HIv1_PredGene_g12206.t3",6627,6973,6024,6992,8415,8567
"Pocillopora_acuta_HIv1_PredGene_g12206.t1",6627,6973,6024,6992,8415,8567
"Pocillopora_acuta_HIv1_PredGene_g12206.t4",6627,6973,6024,6992,8415,8567
"Pocillopora_acuta_HIv1_PredGene_g12206.t2",6627,6973,6024,6992,8415,8567
"Pocillopora_acuta_HIv1_PredGene_g12210.t1",2404,1813,1698,876,834,793
"Pocillopora_acuta_HIv1_PredGene_16196_t",2404,1813,1698,876,834,793
"Pocillopora_acuta_HIv1_PredGene_g12215.t1",13,37,13,0,3,0
"Pocillopora_acuta_HIv1_PredGene_g12217.t1",577,491,490,611,645,654
"Pocillopora_acuta_HIv1_PredGene_g883.t1",346,277,255,291,523,365
"Pocillopora_acuta_HIv1_PredGene_g12231.t1",408,584,301,710,796,773
"Pocillopora_acuta_HIv1_PredGene_g12245.t1",192,145,70,260,226,216
"Pocillopora_acuta_HIv1_PredGene_g12247.t1",60,77,75,132,277,193
"Pocillopora_acuta_HIv1_PredGene_g12249.t1",151,121,144,251,357,469
"Pocillopora_acuta_HIv1_PredGene_g12257.t1",69,55,40,91,126,102
"Pocillopora_acuta_HIv1_PredGene_g12258.t1",44,48,29,46,73,65
"Pocillopora_acuta_HIv1_PredGene_g12268.t1",92,113,112,217,298,348
"Pocillopora_acuta_HIv1_PredGene_g14431.t1",211,162,163,287,367,378
"Pocillopora_acuta_HIv1_PredGene_g890.t1",3909,6289,4632,814,1295,1375
"Pocillopora_acuta_HIv1_PredGene_g14433.t1",54,35,49,95,133,137
"Pocillopora_acuta_HIv1_PredGene_g14434.t1",7,13,3,17,29,16
"Pocillopora_acuta_HIv1_PredGene_g14434.t2",7,13,3,17,29,16
"Pocillopora_acuta_HIv1_PredGene_g14435.t1",22,27,29,130,147,156
"Pocillopora_acuta_HIv1_PredGene_g892.t1",157,88,109,107,205,212
"Pocillopora_acuta_HIv1_PredGene_g14469.t1",493,118,115,70,25,33
"Pocillopora_acuta_HIv1_PredGene_g14473.t1",11,12,23,0,0,0
"Pocillopora_acuta_HIv1_PredGene_g14476.t1",98,140,161,174,299,307
"Pocillopora_acuta_HIv1_PredGene_g895.t1",239,288,167,841,1309,1258
"Pocillopora_acuta_HIv1_PredGene_g14493.t1",657,522,513,581,706,657
"Pocillopora_acuta_HIv1_PredGene_g894.t1",412,559,455,711,1545,1396
"Pocillopora_acuta_HIv1_PredGene_g14502.t1",340,347,270,263,404,337
"Pocillopora_acuta_HIv1_PredGene_g33077.t1",1841,1375,1496,2046,2207,3010
"Pocillopora_acuta_HIv1_PredGene_g33086.t1",1963,1664,1503,1875,3126,2981
"Pocillopora_acuta_HIv1_PredGene_g33116.t1",407,314,265,118,115,99
"Pocillopora_acuta_HIv1_PredGene_g33120.t1",245,161,181,402,689,647
"Pocillopora_acuta_HIv1_PredGene_g33122.t1",51,31,9,91,70,72
"Pocillopora_acuta_HIv1_PredGene_g33123.t1",13,5,12,31,31,44
"Pocillopora_acuta_HIv1_PredGene_g33126.t1",70,41,56,189,113,158
"Pocillopora_acuta_HIv1_PredGene_g33128.t1",11,10,4,42,53,59
"Pocillopora_acuta_HIv1_PredGene_g33132.t1",284,183,216,46,24,21
"Pocillopora_acuta_HIv1_PredGene_g33139.t1",76,41,47,96,109,115
"Pocillopora_acuta_HIv1_PredGene_g33141.t1",260,175,204,640,1063,989
"Pocillopora_acuta_HIv1_PredGene_g33142.t1",68,30,38,149,196,206
"Pocillopora_acuta_HIv1_PredGene_g33143.t2",56,38,44,64,99,90
"Pocillopora_acuta_HIv1_PredGene_g33143.t1",56,38,44,64,99,90
"Pocillopora_acuta_HIv1_PredGene_g33146.t1",98,94,89,9,35,34
"Pocillopora_acuta_HIv1_PredGene_g33147.t1",194,143,157,69,31,46
"Pocillopora_acuta_HIv1_PredGene_g33155.t1",135,57,97,206,260,352
"Pocillopora_acuta_HIv1_PredGene_g33157.t1",801,854,790,952,1084,1289
"Pocillopora_acuta_HIv1_PredGene_g33160.t1",171,215,201,49,23,55
"Pocillopora_acuta_HIv1_PredGene_g33168.t1",201,158,151,162,292,237
"Pocillopora_acuta_HIv1_PredGene_g33171.t1",313,241,157,271,267,303
"Pocillopora_acuta_HIv1_PredGene_16429_t",413,356,349,401,528,672
"Pocillopora_acuta_HIv1_PredGene_g33173.t1",413,356,349,401,528,672
"Pocillopora_acuta_HIv1_PredGene_g905.t1",116,112,124,31,40,25
"Pocillopora_acuta_HIv1_PredGene_g33193.t1",105,69,74,23,24,29
"Pocillopora_acuta_HIv1_PredGene_g908.t1",323,196,215,97,85,93
"Pocillopora_acuta_HIv1_PredGene_g33206.t1",4,12,3,19,15,24
"Pocillopora_acuta_HIv1_PredGene_g7160.t1",340,371,471,50,42,49
"Pocillopora_acuta_HIv1_PredGene_16463_t",346,224,279,91,107,90
"Pocillopora_acuta_HIv1_PredGene_g28531.t1",346,224,279,91,107,90
"Pocillopora_acuta_HIv1_PredGene_g28543.t1",3973,2519,3756,1140,646,1224
"Pocillopora_acuta_HIv1_PredGene_g28545.t1",46,8,10,166,45,52
"Pocillopora_acuta_HIv1_PredGene_g28555.t1",925,1212,800,194,157,241
"Pocillopora_acuta_HIv1_PredGene_g28561.t1",1515,1048,1123,2454,1507,2093
"Pocillopora_acuta_HIv1_PredGene_g28562.t1",964,612,636,272,179,211
"Pocillopora_acuta_HIv1_PredGene_g28570.t1",29,30,48,4,7,5
"Pocillopora_acuta_HIv1_PredGene_g28572.t1",59,63,63,19,19,11
"Pocillopora_acuta_HIv1_PredGene_g28576.t1",66,34,72,16,9,12
"Pocillopora_acuta_HIv1_PredGene_g28577.t1",7524,8796,6820,579,592,736
"Pocillopora_acuta_HIv1_PredGene_g28583.t1",181,230,192,42,70,69
"Pocillopora_acuta_HIv1_PredGene_g915.t1",11,14,3,24,18,24
"Pocillopora_acuta_HIv1_PredGene_g28601.t1",687,286,492,173,71,177
"Pocillopora_acuta_HIv1_PredGene_g916.t1",6,2,4,35,29,24
"Pocillopora_acuta_HIv1_PredGene_g916.t2",6,2,4,35,29,24
"Pocillopora_acuta_HIv1_PredGene_g916.t4",6,2,4,35,29,24
"Pocillopora_acuta_HIv1_PredGene_g916.t3",6,2,4,35,29,24
"Pocillopora_acuta_HIv1_PredGene_g28606.t1",81,68,117,200,262,382
"Pocillopora_acuta_HIv1_PredGene_g28607.t1",677,545,405,504,698,619
"Pocillopora_acuta_HIv1_PredGene_g28609.t1",369,436,390,419,535,555
"Pocillopora_acuta_HIv1_PredGene_g28611.t1",231,221,155,400,235,319
"Pocillopora_acuta_HIv1_PredGene_g28612.t1",417,403,493,114,108,172
"Pocillopora_acuta_HIv1_PredGene_g28613.t1",1053,982,1060,975,1150,1715
"Pocillopora_acuta_HIv1_PredGene_g28615.t1",19,6,7,32,69,54
"Pocillopora_acuta_HIv1_PredGene_g918.t1",848,967,657,823,1247,974
"Pocillopora_acuta_HIv1_PredGene_g28616.t1",1621,1280,1222,1311,1213,1345
"Pocillopora_acuta_HIv1_PredGene_g28618.t1",39,24,59,194,136,189
"Pocillopora_acuta_HIv1_PredGene_g28625.t1",188,154,160,132,190,197
"Pocillopora_acuta_HIv1_PredGene_g33397.t1",214,107,141,154,183,280
"Pocillopora_acuta_HIv1_PredGene_g33400.t1",320,263,247,358,327,361
"Pocillopora_acuta_HIv1_PredGene_g33402.t1",128,261,131,233,663,406
"Pocillopora_acuta_HIv1_PredGene_g33401.t1",49,115,86,228,438,348
"Pocillopora_acuta_HIv1_PredGene_g33415.t1",262,266,307,220,350,313
"Pocillopora_acuta_HIv1_PredGene_g33416.t1",921,573,633,850,904,883
"Pocillopora_acuta_HIv1_PredGene_g921.t1",107,97,73,18,19,10
"Pocillopora_acuta_HIv1_PredGene_g33419.t1",612,448,486,98,137,147
"Pocillopora_acuta_HIv1_PredGene_g33426.t1",109,74,81,24,30,33
"Pocillopora_acuta_HIv1_PredGene_g928.t1",176,140,117,169,156,153
"Pocillopora_acuta_HIv1_PredGene_g33465.t1",864,649,596,740,754,816
"Pocillopora_acuta_HIv1_PredGene_16656_t",82,97,60,102,155,155
"Pocillopora_acuta_HIv1_PredGene_g33471.t1",82,97,60,102,155,155
"Pocillopora_acuta_HIv1_PredGene_g33474.t1",161,125,138,32,20,32
"Pocillopora_acuta_HIv1_PredGene_g33478.t1",438,343,411,475,608,716
"Pocillopora_acuta_HIv1_PredGene_g926.t1",208,232,184,46,59,64
"Pocillopora_acuta_HIv1_PredGene_g33493.t1",92,65,76,87,125,115
"Pocillopora_acuta_HIv1_PredGene_g33496.t2",1291,1447,832,221,204,178
"Pocillopora_acuta_HIv1_PredGene_g33496.t1",1291,1447,832,221,204,178
"Pocillopora_acuta_HIv1_PredGene_g33501.t1",407,140,170,78,30,34
"Pocillopora_acuta_HIv1_PredGene_16691_t",214,159,119,24,11,21
"Pocillopora_acuta_HIv1_PredGene_g33502.t1",214,159,119,24,11,21
"Pocillopora_acuta_HIv1_PredGene_g927.t1",537,427,426,369,675,550
"Pocillopora_acuta_HIv1_PredGene_g33503.t1",7,9,12,27,20,16
"Pocillopora_acuta_HIv1_PredGene_g33507.t1",287,225,237,53,99,107
"Pocillopora_acuta_HIv1_PredGene_g33510.t1",302,226,241,321,936,691
"Pocillopora_acuta_HIv1_PredGene_g33513.t1",426,280,303,285,367,344
"Pocillopora_acuta_HIv1_PredGene_g929.t1",899,818,755,317,269,338
"Pocillopora_acuta_HIv1_PredGene_g33523.t1",126,246,172,36,24,54
"Pocillopora_acuta_HIv1_PredGene_g33526.t1",594,526,543,150,109,121
"Pocillopora_acuta_HIv1_PredGene_g930.t1",417,227,214,74,55,55
"Pocillopora_acuta_HIv1_PredGene_g33530.t1",1889,1422,1612,624,497,691
"Pocillopora_acuta_HIv1_PredGene_g33532.t1",671,658,588,830,1577,1233
"Pocillopora_acuta_HIv1_PredGene_16719_t",265,185,184,215,284,278
"Pocillopora_acuta_HIv1_PredGene_g33535.t1",265,185,184,215,284,278
"Pocillopora_acuta_HIv1_PredGene_g33537.t1",91,67,116,134,99,179
"Pocillopora_acuta_HIv1_PredGene_g33546.t1",82,77,97,104,259,182
"Pocillopora_acuta_HIv1_PredGene_g33551.t1",4,0,1,34,26,34
"Pocillopora_acuta_HIv1_PredGene_g33555.t1",46,117,71,8,17,15
"Pocillopora_acuta_HIv1_PredGene_g33557.t1",178,346,238,272,596,436
"Pocillopora_acuta_HIv1_PredGene_g33560.t1",69,29,52,49,113,145
"Pocillopora_acuta_HIv1_PredGene_16740_t",117,199,108,154,186,208
"Pocillopora_acuta_HIv1_PredGene_g33561.t1",117,199,108,154,186,208
"Pocillopora_acuta_HIv1_PredGene_g33565.t1",1208,1024,981,1691,2042,2280
"Pocillopora_acuta_HIv1_PredGene_g33566.t1",405,424,347,161,164,144
"Pocillopora_acuta_HIv1_PredGene_g33569.t1",172,76,90,39,16,8
"Pocillopora_acuta_HIv1_PredGene_g33570.t1",26,13,8,31,33,36
"Pocillopora_acuta_HIv1_PredGene_g33568.t1",4,9,0,18,28,39
"Pocillopora_acuta_HIv1_PredGene_g33571.t1",58,35,45,62,75,86
"Pocillopora_acuta_HIv1_PredGene_g5062.t1",10813,3482,9364,2203,1067,2642
"Pocillopora_acuta_HIv1_PredGene_g5061.t1",4276,3023,4044,1198,1071,1415
"Pocillopora_acuta_HIv1_PredGene_g5064.t1",121,73,84,118,120,98
"Pocillopora_acuta_HIv1_PredGene_g5065.t1",99,104,120,151,236,279
"Pocillopora_acuta_HIv1_PredGene_g5069.t1",105,65,94,13,25,24
"Pocillopora_acuta_HIv1_PredGene_g5076.t1",331,180,139,52,83,49
"Pocillopora_acuta_HIv1_PredGene_g939.t1",134,142,79,212,308,306
"Pocillopora_acuta_HIv1_PredGene_g5096.t1",1260,1009,874,367,350,451
"Pocillopora_acuta_HIv1_PredGene_g5097.t1",374,262,346,573,1239,1133
"Pocillopora_acuta_HIv1_PredGene_g5098.t1",1050,1124,936,338,282,337
"Pocillopora_acuta_HIv1_PredGene_g5101.t1",229,174,177,161,257,231
"Pocillopora_acuta_HIv1_PredGene_g5103.t1",2168,2249,2164,188,110,172
"Pocillopora_acuta_HIv1_PredGene_g940.t1",20,13,11,26,48,31
"Pocillopora_acuta_HIv1_PredGene_16804_t",1852,2052,1897,768,671,873
"Pocillopora_acuta_HIv1_PredGene_g5108.t2",1852,2052,1897,768,671,873
"Pocillopora_acuta_HIv1_PredGene_g5108.t1",1852,2052,1897,768,671,873
"Pocillopora_acuta_HIv1_PredGene_g5106.t2",6965,10231,8104,794,612,812
"Pocillopora_acuta_HIv1_PredGene_g5106.t1",6965,10231,8104,794,612,812
"Pocillopora_acuta_HIv1_PredGene_g5107.t1",407,391,295,120,88,121
"Pocillopora_acuta_HIv1_PredGene_g5116.t1",385,302,287,60,79,137
"Pocillopora_acuta_HIv1_PredGene_g5115.t1",1896,1933,1603,2140,2941,2886
"Pocillopora_acuta_HIv1_PredGene_g941.t1",12,26,12,22,62,48
"Pocillopora_acuta_HIv1_PredGene_g5119.t1",1454,862,1079,1080,983,1298
"Pocillopora_acuta_HIv1_PredGene_g5125.t1",93,45,62,105,63,115
"Pocillopora_acuta_HIv1_PredGene_1625_t",377,275,259,65,33,46
"Pocillopora_acuta_HIv1_PredGene_g942.t1",377,275,259,65,33,46
"Pocillopora_acuta_HIv1_PredGene_g5131.t1",27,88,72,4,9,7
"Pocillopora_acuta_HIv1_PredGene_g943.t1",105,92,106,16,43,29
"Pocillopora_acuta_HIv1_PredGene_g944.t1",1034,1010,918,919,1427,1413
"Pocillopora_acuta_HIv1_PredGene_g27178.t1",233,220,167,197,311,325
"Pocillopora_acuta_HIv1_PredGene_g27176.t1",358,266,222,282,298,305
"Pocillopora_acuta_HIv1_PredGene_g27177.t1",34,41,29,5,8,6
"Pocillopora_acuta_HIv1_PredGene_g27180.t1",182,161,119,38,44,64
"Pocillopora_acuta_HIv1_PredGene_g27182.t1",86,66,98,18,21,36
"Pocillopora_acuta_HIv1_PredGene_g27186.t1",380,442,362,99,135,133
"Pocillopora_acuta_HIv1_PredGene_g27187.t1",881,712,742,215,151,263
"Pocillopora_acuta_HIv1_PredGene_g22950.t2",35,31,27,57,44,80
"Pocillopora_acuta_HIv1_PredGene_g22950.t1",35,31,27,57,44,80
"Pocillopora_acuta_HIv1_PredGene_g22951.t1",3,0,0,11,24,36
"Pocillopora_acuta_HIv1_PredGene_g22964.t1",137,118,188,211,173,340
"Pocillopora_acuta_HIv1_PredGene_g22964.t2",137,118,188,211,173,340
"Pocillopora_acuta_HIv1_PredGene_g22969.t1",504,365,364,112,92,78
"Pocillopora_acuta_HIv1_PredGene_g22971.t1",2456,2657,2067,3717,4547,4206
"Pocillopora_acuta_HIv1_PredGene_g22972.t1",172,139,187,150,243,170
"Pocillopora_acuta_HIv1_PredGene_g22973.t1",1860,2025,1653,2378,3256,3329
"Pocillopora_acuta_HIv1_PredGene_g22989.t1",970,953,758,1390,1354,1671
"Pocillopora_acuta_HIv1_PredGene_g949.t1",10,20,22,38,55,17
"Pocillopora_acuta_HIv1_PredGene_g23001.t1",1730,1583,1889,2045,4720,4140
"Pocillopora_acuta_HIv1_PredGene_g23003.t1",272,237,245,77,105,90
"Pocillopora_acuta_HIv1_PredGene_g23005.t1",82,52,54,116,116,159
"Pocillopora_acuta_HIv1_PredGene_g23007.t1",567,409,476,407,712,551
"Pocillopora_acuta_HIv1_PredGene_g23006.t1",179,171,142,49,69,58
"Pocillopora_acuta_HIv1_PredGene_g950.t1",325,296,377,63,85,130
"Pocillopora_acuta_HIv1_PredGene_g23010.t1",156,116,97,131,157,167
"Pocillopora_acuta_HIv1_PredGene_g23011.t1",362,407,344,89,90,101
"Pocillopora_acuta_HIv1_PredGene_g23016.t1",5599,6649,7559,8016,15262,17155
"Pocillopora_acuta_HIv1_PredGene_g23019.t1",2049,1684,1598,728,733,835
"Pocillopora_acuta_HIv1_PredGene_g7151.t1",762,703,643,711,1380,1107
"Pocillopora_acuta_HIv1_PredGene_g951.t1",800,600,608,209,133,161
"Pocillopora_acuta_HIv1_PredGene_g23022.t1",104,96,85,120,170,142
"Pocillopora_acuta_HIv1_PredGene_16951_t",104,96,85,120,170,142
"Pocillopora_acuta_HIv1_PredGene_16952_t",104,96,85,120,170,142
"Pocillopora_acuta_HIv1_PredGene_g23026.t1",74,119,144,922,541,1313
"Pocillopora_acuta_HIv1_PredGene_16956_t",74,119,144,922,541,1313
"Pocillopora_acuta_HIv1_PredGene_g23028.t1",61,29,88,104,59,152
"Pocillopora_acuta_HIv1_PredGene_16962_t",186,255,198,153,371,324
"Pocillopora_acuta_HIv1_PredGene_g23032.t1",186,255,198,153,371,324
