transcript_id,1041.2,1471.2,1637.2,Sample1.2,Sample2.2,Sample3.2
Pocillopora_acuta_HIv2___RNAseq.g10495.t1,0,0,0,7,3,0
Pocillopora_acuta_HIv2___RNAseq.g19848.t1,0,0,0,9,0,0
Pocillopora_acuta_HIv2___RNAseq.g21756.t1,22,16,21,23,13,21
Pocillopora_acuta_HIv2___RNAseq.g25009.t1,0,0,0,3,5,0
Pocillopora_acuta_HIv2___RNAseq.g7411.t1,74,26,33,29,35,30
Pocillopora_acuta_HIv2___RNAseq.g5086.t1,364,364,239,767,717,843
Pocillopora_acuta_HIv2___TS.g8044.t3,2827,1748,2397,1096,782,1345
Pocillopora_acuta_HIv2___RNAseq.g8753.t1,0,0,0,0,4,0
Pocillopora_acuta_HIv2___RNAseq.14566_t,129,103,98,39,52,44
Pocillopora_acuta_HIv2___TS.g22578.t1,141,97,83,19,27,36
Pocillopora_acuta_HIv2___TS.g8636.t1,0,0,0,7,7,4
Pocillopora_acuta_HIv2___RNAseq.g5777.t1,55,42,62,37,45,43
Pocillopora_acuta_HIv2___RNAseq.g10309.t1,10,0,16,10,7,25
Pocillopora_acuta_HIv2___TS.g24163.t2,847,808,741,1012,1140,1105
Pocillopora_acuta_HIv2___RNAseq.g25243.t2,78,84,64,111,183,156
Pocillopora_acuta_HIv2___RNAseq.g24862.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27977.t1,7,9,3,31,17,7
Pocillopora_acuta_HIv2___TS.g15186.t1,593,498,821,642,898,1161
Pocillopora_acuta_HIv2___RNAseq.21557_t,0,0,2,5,7,10
Pocillopora_acuta_HIv2___TS.g11384.t1,0,0,0,0,0,7
Pocillopora_acuta_HIv2___RNAseq.g31354.t1,0,0,0,0,6,0
Pocillopora_acuta_HIv2___RNAseq.g23998.t1,0,0,6,6,10,4
Pocillopora_acuta_HIv2___TS.g6001.t1,15,56,20,18,22,33
Pocillopora_acuta_HIv2___RNAseq.g25614.t1,0,0,0,0,0,1
Pocillopora_acuta_HIv2___RNAseq.g25154.t1,6,80,0,0,4,0
Pocillopora_acuta_HIv2___TS.g22091.t1,561,650,522,425,395,384
Pocillopora_acuta_HIv2___RNAseq.g21110.t1,2461,1111,1287,1218,468,638
Pocillopora_acuta_HIv2___RNAseq.g26827.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.4589_t,2875,1848,2074,1640,2009,1995
Pocillopora_acuta_HIv2___RNAseq.g20034.t1,0,0,0,2,1,0
Pocillopora_acuta_HIv2___RNAseq.g2216.t1,2,3,3,1,2,1
Pocillopora_acuta_HIv2___TS.g655.t1,70,35,64,166,55,106
Pocillopora_acuta_HIv2___RNAseq.g22068.t1,0,22,0,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g10497.t1,268,300,276,221,268,259
Pocillopora_acuta_HIv2___RNAseq.g28044.t1,0,0,0,0,16,0
Pocillopora_acuta_HIv2___RNAseq.g3696.t1,7,7,5,0,4,0
Pocillopora_acuta_HIv2___RNAseq.g29276.t1,154,163,121,167,139,135
Pocillopora_acuta_HIv2___RNAseq.g26941.t1,0,0,0,6,3,0
Pocillopora_acuta_HIv2___RNAseq.g18374.t1,17,21,35,10,10,11
Pocillopora_acuta_HIv2___RNAseq.g27917.t1,0,0,0,3,0,2
Pocillopora_acuta_HIv2___RNAseq.g2273.t1,1577,1794,1988,541,358,706
Pocillopora_acuta_HIv2___RNAseq.g12054.t1,729,670,458,492,587,319
Pocillopora_acuta_HIv2___TS.g14157.t1,0,0,0,4,7,2
Pocillopora_acuta_HIv2___RNAseq.g4513.t1,86,46,68,64,44,46
Pocillopora_acuta_HIv2___TS.g9162.t3,341,709,380,168,384,201
Pocillopora_acuta_HIv2___RNAseq.g1602.t1,0,0,1,4,9,9
Pocillopora_acuta_HIv2___RNAseq.g9293.t1,90,62,130,74,42,64
Pocillopora_acuta_HIv2___RNAseq.g17457.t1,0,0,0,6,14,36
Pocillopora_acuta_HIv2___RNAseq.g29330.t1,17,0,5,13,0,10
Pocillopora_acuta_HIv2___RNAseq.g19980.t1,0,0,0,0,0,2
Pocillopora_acuta_HIv2___RNAseq.25352_t,0,0,0,0,16,10
Pocillopora_acuta_HIv2___RNAseq.g16092.t1,113,117,94,69,75,58
Pocillopora_acuta_HIv2___RNAseq.g20998.t1,172,223,165,147,211,231
Pocillopora_acuta_HIv2___RNAseq.g16997.t1,802,1010,673,622,633,530
Pocillopora_acuta_HIv2___RNAseq.g8215.t1,548,596,424,332,313,411
Pocillopora_acuta_HIv2___RNAseq.g1644.t1,63,66,56,70,34,44
Pocillopora_acuta_HIv2___RNAseq.g9291.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g20233.t1,117,101,118,157,163,166
Pocillopora_acuta_HIv2___TS.g370.t2,132,110,134,61,54,53
Pocillopora_acuta_HIv2___RNAseq.g22350.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g21758.t1,281,234,287,155,199,273
Pocillopora_acuta_HIv2___RNAseq.g26317.t1,61,82,98,33,30,38
Pocillopora_acuta_HIv2___RNAseq.g9605.t1,42,59,79,38,44,62
Pocillopora_acuta_HIv2___TS.g657.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19596.t1,151,116,83,282,218,168
Pocillopora_acuta_HIv2___RNAseq.g8103.t1,340,105,72,240,129,114
Pocillopora_acuta_HIv2___RNAseq.9482_t,259,107,179,179,184,213
Pocillopora_acuta_HIv2___RNAseq.g6681.t1,141,81,164,189,220,236
Pocillopora_acuta_HIv2___RNAseq.g8217.t1,238,343,317,170,130,214
Pocillopora_acuta_HIv2___RNAseq.g19982.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7659.t1,1199,785,844,282,188,288
Pocillopora_acuta_HIv2___RNAseq.g18376.t1,96,76,74,48,31,36
Pocillopora_acuta_HIv2___RNAseq.g12987.t1,943,1213,1082,5163,7459,6832
Pocillopora_acuta_HIv2___RNAseq.g27915.t1,0,0,0,3,1,1
Pocillopora_acuta_HIv2___RNAseq.g25957.t1,15,8,0,9,15,7
Pocillopora_acuta_HIv2___RNAseq.g15123.t1,5291,6078,5108,342,289,355
Pocillopora_acuta_HIv2___RNAseq.g4511.t1,1284,1134,1309,1402,1765,1923
Pocillopora_acuta_HIv2___RNAseq.g16607.t1,3,7,2,8,3,8
Pocillopora_acuta_HIv2___RNAseq.g643.t1,2,5,3,3,5,4
Pocillopora_acuta_HIv2___RNAseq.g23505.t1,69,29,66,52,33,41
Pocillopora_acuta_HIv2___RNAseq.g22623.t1,2087,2150,1785,1514,3198,2452
Pocillopora_acuta_HIv2___RNAseq.g15792.t1,985,640,512,1253,1014,1005
Pocillopora_acuta_HIv2___TS.g11584.t1,96,27,41,46,62,47
Pocillopora_acuta_HIv2___RNAseq.g29332.t1,62,0,66,35,0,35
Pocillopora_acuta_HIv2___RNAseq.g3792.t1,419,482,291,350,387,309
Pocillopora_acuta_HIv2___TS.g9622.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5815.t1,367,346,248,112,140,125
Pocillopora_acuta_HIv2___RNAseq.g16605.t1,8,7,0,6,5,7
Pocillopora_acuta_HIv2___RNAseq.g257.t1,926,799,766,536,502,638
Pocillopora_acuta_HIv2___TS.g26826.t1,0,15,5,18,16,11
Pocillopora_acuta_HIv2___RNAseq.g3404.t1,0,4,10,0,0,0
Pocillopora_acuta_HIv2___TS.g7740.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6069.t1,4,0,2,1,2,1
Pocillopora_acuta_HIv2___RNAseq.g25572.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g2459.t1,0,1,0,2,13,4
Pocillopora_acuta_HIv2___RNAseq.g12183.t1,78,23,94,78,13,31
Pocillopora_acuta_HIv2___RNAseq.g9592.t1,49,74,99,36,65,50
Pocillopora_acuta_HIv2___TS.g26006.t2,144,79,48,145,70,62
Pocillopora_acuta_HIv2___TS.g16362.t1,0,0,0,3,2,0
Pocillopora_acuta_HIv2___RNAseq.g21935.t1,9,17,15,8,12,13
Pocillopora_acuta_HIv2___RNAseq.g6858.t1,8,14,24,7,3,11
Pocillopora_acuta_HIv2___RNAseq.g6683.t1,20,7,11,10,13,12
Pocillopora_acuta_HIv2___RNAseq.g4654.t1,4,0,0,0,5,0
Pocillopora_acuta_HIv2___RNAseq.g28707.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g23507.t1,191,90,107,327,266,339
Pocillopora_acuta_HIv2___RNAseq.g6377.t1,8,11,0,9,0,4
Pocillopora_acuta_HIv2___TS.g11046.t1,1156,714,549,578,568,432
Pocillopora_acuta_HIv2___RNAseq.g18100.t1,83,52,68,60,86,54
Pocillopora_acuta_HIv2___RNAseq.g7336.t1,232,27,39,127,32,20
Pocillopora_acuta_HIv2___RNAseq.g23140.t1,383,222,290,198,226,227
Pocillopora_acuta_HIv2___TS.g9549.t1a,30,9,30,88,172,150
Pocillopora_acuta_HIv2___TS.g9549.t1b,278,268,207,387,340,348
Pocillopora_acuta_HIv2___TS.g24421.t1,133,78,69,43,28,28
Pocillopora_acuta_HIv2___RNAseq.g27519.t1,27,40,18,27,74,50
Pocillopora_acuta_HIv2___RNAseq.g15720.t1,0,0,0,0,7,0
Pocillopora_acuta_HIv2___TS.g1766.t1,237,698,356,124,455,248
Pocillopora_acuta_HIv2___TS.g6241.t1e,1469,1819,1687,927,1516,1467
Pocillopora_acuta_HIv2___TS.g6241.t1d,0,0,0,0,4,0
Pocillopora_acuta_HIv2___TS.g6241.t1c,53,72,59,36,20,60
Pocillopora_acuta_HIv2___TS.g6241.t1b,28,15,14,6,11,13
Pocillopora_acuta_HIv2___TS.g6241.t1a,353,450,306,540,519,588
Pocillopora_acuta_HIv2___RNAseq.g26484.t1,195,138,138,59,91,109
Pocillopora_acuta_HIv2___RNAseq.g14943.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g5948.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1482.t1,0,0,0,2,5,3
Pocillopora_acuta_HIv2___RNAseq.g27283.t1,289,260,230,168,164,186
Pocillopora_acuta_HIv2___RNAseq.g17727.t1,53,78,39,58,60,41
Pocillopora_acuta_HIv2___RNAseq.g21150.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g28397.t1,95,98,100,65,54,58
Pocillopora_acuta_HIv2___RNAseq.g21139.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19389.t1,0,0,0,0,0,7
Pocillopora_acuta_HIv2___RNAseq.g6897.t1,0,0,0,4,0,0
Pocillopora_acuta_HIv2___RNAseq.g10744.t1,68,169,65,62,217,113
Pocillopora_acuta_HIv2___RNAseq.g16818.t1,135,102,109,73,90,121
Pocillopora_acuta_HIv2___RNAseq.g1480.t1,0,0,0,0,3,1
Pocillopora_acuta_HIv2___RNAseq.g8392.t1,71,41,54,58,48,47
Pocillopora_acuta_HIv2___RNAseq.g8813.t1,89,56,83,49,42,56
Pocillopora_acuta_HIv2___TS.g5520.t1,0,0,0,6,8,16
Pocillopora_acuta_HIv2___RNAseq.g5447.t1,0,0,0,2,4,0
Pocillopora_acuta_HIv2___RNAseq.g24889.t1a,0,11,0,5,2,1
Pocillopora_acuta_HIv2___RNAseq.g24889.t1b,0,1,0,2,4,2
Pocillopora_acuta_HIv2___RNAseq.g8648.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g14326.t1,0,2,0,2,6,2
Pocillopora_acuta_HIv2___RNAseq.g728.t1,1,0,0,4,10,5
Pocillopora_acuta_HIv2___RNAseq.g20839.t1,5,14,4,7,7,0
Pocillopora_acuta_HIv2___RNAseq.g7621.t1,22,10,45,6,11,21
Pocillopora_acuta_HIv2___RNAseq.g9253.t1,0,0,0,0,0,15
Pocillopora_acuta_HIv2___RNAseq.g18609.t1,163,33,74,85,29,39
Pocillopora_acuta_HIv2___RNAseq.g9354.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv2___TS.g1815.t1,0,8,46,0,14,0
Pocillopora_acuta_HIv2___RNAseq.g18707.t1,0,0,0,2,7,1
Pocillopora_acuta_HIv2___TS.g24923.t1,0,0,0,1,0,0
Pocillopora_acuta_HIv2___RNAseq.g10054.t1,2,9,2,6,11,2
Pocillopora_acuta_HIv2___RNAseq.g25901.t1,86,57,68,30,19,36
Pocillopora_acuta_HIv2___RNAseq.29468_t,326,318,336,275,291,352
Pocillopora_acuta_HIv2___TS.g17728.t1,29,32,29,11,20,17
Pocillopora_acuta_HIv2___RNAseq.g28558.t1,0,0,0,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g1780.t1,218,121,184,163,258,262
Pocillopora_acuta_HIv2___TS.g3697.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19958.t1,0,0,2,2,2,3
Pocillopora_acuta_HIv2___RNAseq.g25595.t1,0,0,0,4,7,0
Pocillopora_acuta_HIv2___RNAseq.g10056.t1,215,225,224,73,104,101
Pocillopora_acuta_HIv2___RNAseq.g18276.t1,92,124,122,30,48,35
Pocillopora_acuta_HIv2___TS.g17069.t1,22,70,29,18,33,28
Pocillopora_acuta_HIv2___RNAseq.g19092.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5445.t1,12,14,14,18,8,6
Pocillopora_acuta_HIv2___RNAseq.11228_t,6,31,0,14,16,23
Pocillopora_acuta_HIv2___RNAseq.g9449.t1,28,33,19,15,18,28
Pocillopora_acuta_HIv2___RNAseq.g20135.t1,9,15,4,5,6,6
Pocillopora_acuta_HIv2___RNAseq.g7558.t1,0,0,0,5,6,0
Pocillopora_acuta_HIv2___RNAseq.g19727.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g17978.t1,0,0,0,19,17,11
Pocillopora_acuta_HIv2___TS.g7869.t1,0,0,0,0,6,4
Pocillopora_acuta_HIv2___RNAseq.g19090.t1,6,0,0,11,12,6
Pocillopora_acuta_HIv2___RNAseq.g28912.t1,0,0,0,3,16,6
Pocillopora_acuta_HIv2___RNAseq.g19541.t1,0,18,0,0,5,0
Pocillopora_acuta_HIv2___TS.g19877.t1,14,11,16,24,45,34
Pocillopora_acuta_HIv2___RNAseq.g22860.t1,0,0,0,5,0,0
Pocillopora_acuta_HIv2___RNAseq.g15121.t1,51,51,83,30,49,55
Pocillopora_acuta_HIv2___RNAseq.g25299.t1,0,0,0,13,14,0
Pocillopora_acuta_HIv2___RNAseq.g18796.t1,0,0,0,0,7,4
Pocillopora_acuta_HIv2___RNAseq.g25437.t1,20,0,16,4,7,6
Pocillopora_acuta_HIv2___RNAseq.g20137.t1,907,997,641,886,713,811
Pocillopora_acuta_HIv2___RNAseq.g12703.t1,4,0,5,11,11,15
Pocillopora_acuta_HIv2___RNAseq.7964_t,103,66,66,62,36,68
Pocillopora_acuta_HIv2___TS.g17757.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g23814.t1,0,3,2,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g29231.t1,591,864,763,345,530,459
Pocillopora_acuta_HIv2___RNAseq.g4687.t1,5,10,0,4,5,16
Pocillopora_acuta_HIv2___RNAseq.12993_t,4,11,15,10,4,6
Pocillopora_acuta_HIv2___TS.g5503.t1,0,0,0,0,1,3
Pocillopora_acuta_HIv2___RNAseq.g29535.t1,0,0,0,2,1,3
Pocillopora_acuta_HIv2___RNAseq.g15510.t1,101,141,127,78,103,107
Pocillopora_acuta_HIv2___RNAseq.g21677.t1,536,375,306,277,279,317
Pocillopora_acuta_HIv2___RNAseq.g29472.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8893.t1,31,45,23,15,7,17
Pocillopora_acuta_HIv2___RNAseq.g21902.t1,35,19,20,8,6,5
Pocillopora_acuta_HIv2___RNAseq.g21741.t1,280,249,165,163,227,216
Pocillopora_acuta_HIv2___RNAseq.g29233.t1,16,7,15,5,0,24
Pocillopora_acuta_HIv2___RNAseq.g17797.t1,7,0,0,8,0,2
Pocillopora_acuta_HIv2___RNAseq.g23597.t1,0,7,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28910.t1,606,816,487,1006,1211,879
Pocillopora_acuta_HIv2___RNAseq.g2851.t1,7,23,22,5,12,3
Pocillopora_acuta_HIv2___RNAseq.g15596.t1,0,0,0,1,2,0
Pocillopora_acuta_HIv2___TS.g13327.t1,14,0,14,0,0,4
Pocillopora_acuta_HIv2___RNAseq.g21900.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27004.t1,7,20,12,0,0,4
Pocillopora_acuta_HIv2___RNAseq.g25435.t1,82,34,81,26,21,37
Pocillopora_acuta_HIv2___RNAseq.g9768.t1,846,648,609,1525,1062,857
Pocillopora_acuta_HIv2___RNAseq.26496_t,30,37,38,25,56,20
Pocillopora_acuta_HIv2___RNAseq.g23019.t1,8,0,0,9,4,0
Pocillopora_acuta_HIv2___RNAseq.g2264.t1,43,17,93,14,27,22
Pocillopora_acuta_HIv2___RNAseq.g26782.t1,0,6,0,5,7,3
Pocillopora_acuta_HIv2___RNAseq.g22693.t1,1865,1431,1188,1980,2918,2475
Pocillopora_acuta_HIv2___TS.g17344.t1,35,15,25,30,21,20
Pocillopora_acuta_HIv2___TS.g1213.t1,0,0,0,0,0,3
Pocillopora_acuta_HIv2___RNAseq.g28307.t1,13,27,0,20,10,15
Pocillopora_acuta_HIv2___RNAseq.g20827.t1,140,70,84,60,82,50
Pocillopora_acuta_HIv2___RNAseq.g776.t1,361,236,271,242,232,194
Pocillopora_acuta_HIv2___TS.g9860.t1,249,171,141,316,322,351
Pocillopora_acuta_HIv2___RNAseq.4815_t,22,21,0,12,8,0
Pocillopora_acuta_HIv2___RNAseq.g15916.t1,558,355,321,275,181,220
Pocillopora_acuta_HIv2___RNAseq.g14176.t1,370,251,217,294,186,193
Pocillopora_acuta_HIv2___RNAseq.g29750.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20314.t1,0,0,0,0,1,0
Pocillopora_acuta_HIv2___RNAseq.g15329.t1,2051,1341,1160,1046,810,717
Pocillopora_acuta_HIv2___RNAseq.g24849.t1,60,64,59,22,57,26
Pocillopora_acuta_HIv2___RNAseq.g4236.t1,48,32,0,18,8,23
Pocillopora_acuta_HIv2___RNAseq.g4213.t1,52,20,32,24,12,15
Pocillopora_acuta_HIv2___RNAseq.g23595.t1,94,79,70,225,184,204
Pocillopora_acuta_HIv2___RNAseq.g11665.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21743.t1,17,23,27,14,12,17
Pocillopora_acuta_HIv2___RNAseq.g25736.t1,103,123,144,34,38,49
Pocillopora_acuta_HIv2___RNAseq.g14174.t1,54,48,39,25,26,41
Pocillopora_acuta_HIv2___RNAseq.g4519.t1,169,206,177,237,379,348
Pocillopora_acuta_HIv2___TS.g7290.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27566.t1,0,0,0,5,5,0
Pocillopora_acuta_HIv2___RNAseq.g18854.t1,0,10,8,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g6734.t1,17,0,0,8,5,15
Pocillopora_acuta_HIv2___RNAseq.g18856.t1,0,0,0,3,4,2
Pocillopora_acuta_HIv2___RNAseq.g14593.t1,77,75,85,75,48,84
Pocillopora_acuta_HIv2___RNAseq.g7229.t1,1132,987,942,726,851,822
Pocillopora_acuta_HIv2___RNAseq.g16497.t1,130,76,62,31,40,34
Pocillopora_acuta_HIv2___RNAseq.g26714.t1,0,10,0,4,9,3
Pocillopora_acuta_HIv2___TS.g10546.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1969.t1,60,76,55,59,53,69
Pocillopora_acuta_HIv2___RNAseq.g12006.t1,26,9,8,8,17,15
Pocillopora_acuta_HIv2___RNAseq.g2203.t1,0,6,0,10,8,7
Pocillopora_acuta_HIv2___RNAseq.g27356.t1,30,6,16,44,23,39
Pocillopora_acuta_HIv2___TS.g13025.t1,0,4,0,3,0,5
Pocillopora_acuta_HIv2___RNAseq.g8823.t1,0,0,0,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g16184.t1,69,115,123,54,54,72
Pocillopora_acuta_HIv2___TS.g6073.t1,409,28,21,167,4,12
Pocillopora_acuta_HIv2___TS.g24381.t1,0,0,0,0,10,10
Pocillopora_acuta_HIv2___TS.g7432.t1a,5,8,0,8,11,7
Pocillopora_acuta_HIv2___TS.g7432.t1b,72,93,53,43,44,44
Pocillopora_acuta_HIv2___RNAseq.g15594.t1,0,0,0,4,7,7
Pocillopora_acuta_HIv2___TS.g26031.t1,0,0,11,6,0,0
Pocillopora_acuta_HIv2___RNAseq.g5296.t1,43,35,41,34,32,29
Pocillopora_acuta_HIv2___TS.g15888.t1b,17,0,17,83,143,108
Pocillopora_acuta_HIv2___TS.g15888.t1a,331,235,242,219,246,295
Pocillopora_acuta_HIv2___RNAseq.g21300.t1,30,30,50,18,15,7
Pocillopora_acuta_HIv2___RNAseq.g2638.t1,51,59,41,104,143,134
Pocillopora_acuta_HIv2___RNAseq.g5024.t1,105,208,124,41,105,72
Pocillopora_acuta_HIv2___RNAseq.g9790.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12914.t1,2536,2445,2399,3262,3164,3751
Pocillopora_acuta_HIv2___RNAseq.g30252.t1,5,0,0,6,0,7
Pocillopora_acuta_HIv2___RNAseq.g23029.t1,3,0,0,16,10,4
Pocillopora_acuta_HIv2___RNAseq.g25578.t1,147,74,90,98,58,117
Pocillopora_acuta_HIv2___RNAseq.g10362.t1,61,50,70,54,43,49
Pocillopora_acuta_HIv2___TS.g14209.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g1329.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g2619.t1,0,6,0,3,7,0
Pocillopora_acuta_HIv2___RNAseq.g16495.t1,661,388,382,184,197,150
Pocillopora_acuta_HIv2___RNAseq.g17715.t1,14,17,13,14,21,12
Pocillopora_acuta_HIv2___RNAseq.g6852.t1,45,72,47,20,40,18
Pocillopora_acuta_HIv2___RNAseq.g7419.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14426.t1,43,70,39,47,112,56
Pocillopora_acuta_HIv2___TS.g24929.t1,34,14,15,110,36,125
Pocillopora_acuta_HIv2___RNAseq.g10431.t1,17,12,17,12,32,7
Pocillopora_acuta_HIv2___RNAseq.g21490.t1,375,342,338,130,106,98
Pocillopora_acuta_HIv2___RNAseq.g19217.t1,151,166,137,129,134,156
Pocillopora_acuta_HIv2___RNAseq.g28718.t1,31,62,27,76,197,99
Pocillopora_acuta_HIv2___RNAseq.g1671.t1,20,47,69,60,75,97
Pocillopora_acuta_HIv2___RNAseq.g24755.t1,93,92,60,28,31,32
Pocillopora_acuta_HIv2___RNAseq.g5026.t1,41,45,20,24,50,36
Pocillopora_acuta_HIv2___TS.g28936.t1,0,0,0,10,15,3
Pocillopora_acuta_HIv2___RNAseq.g23742.t1,394,335,443,156,186,153
Pocillopora_acuta_HIv2___TS.g26033.t2,128,220,99,68,116,62
Pocillopora_acuta_HIv2___RNAseq.g528.t1,0,0,0,0,4,0
Pocillopora_acuta_HIv2___RNAseq.g7195.t1,16,18,21,4,6,6
Pocillopora_acuta_HIv2___TS.g22257.t1,0,0,0,20,22,10
Pocillopora_acuta_HIv2___RNAseq.g25125.t1,16,21,24,7,12,17
Pocillopora_acuta_HIv2___RNAseq.g1690.t1,160,234,162,71,50,67
Pocillopora_acuta_HIv2___TS.g18161.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g1082.t1,0,0,0,0,12,0
Pocillopora_acuta_HIv2___RNAseq.g4923.t1,151,154,149,122,71,127
Pocillopora_acuta_HIv2___RNAseq.g3135.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16826.t1,18,14,0,8,2,0
Pocillopora_acuta_HIv2___RNAseq.g2853.t1,33,20,39,47,51,49
Pocillopora_acuta_HIv2___RNAseq.g2279.t1,8401,8956,7468,810,1285,680
Pocillopora_acuta_HIv2___RNAseq.g28631.t1b,695,159,170,935,179,366
Pocillopora_acuta_HIv2___RNAseq.g18265.t1,0,0,0,0,7,0
Pocillopora_acuta_HIv2___TS.g5557.t1,0,0,0,2,0,2
Pocillopora_acuta_HIv2___RNAseq.g28947.t1,29,25,28,30,28,40
Pocillopora_acuta_HIv2___TS.g12841.t3,184,197,143,249,306,280
Pocillopora_acuta_HIv2___RNAseq.g4093.t1,69,41,47,53,31,40
Pocillopora_acuta_HIv2___RNAseq.g22618.t1,1632,1353,1354,889,1235,1102
Pocillopora_acuta_HIv2___TS.g3021.t1,0,0,0,1,1,1
Pocillopora_acuta_HIv2___RNAseq.g5143.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31191.t1,16,16,10,0,3,4
Pocillopora_acuta_HIv2___RNAseq.g15589.t1,4,7,0,11,8,6
Pocillopora_acuta_HIv2___RNAseq.g932.t1,48,23,67,75,56,101
Pocillopora_acuta_HIv2___RNAseq.g1673.t1,7,14,14,8,7,8
Pocillopora_acuta_HIv2___RNAseq.g28012.t1,14,2,14,18,13,20
Pocillopora_acuta_HIv2___RNAseq.g31193.t1,8,0,2,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g12809.t1,6,0,0,4,12,11
Pocillopora_acuta_HIv2___RNAseq.g18355.t1,160,88,124,84,63,63
Pocillopora_acuta_HIv2___RNAseq.g1083.t1,914,562,576,170,103,123
Pocillopora_acuta_HIv2___RNAseq.g8264.t1,909,535,607,870,596,820
Pocillopora_acuta_HIv2___TS.g28778.t1,0,0,0,0,4,0
Pocillopora_acuta_HIv2___TS.g18866.t3,157,205,125,102,115,65
Pocillopora_acuta_HIv2___RNAseq.g207.t1,138,89,96,102,57,78
Pocillopora_acuta_HIv2___RNAseq.g23456.t1,156,416,153,213,421,250
Pocillopora_acuta_HIv2___RNAseq.g519.t1,1,0,0,4,4,5
Pocillopora_acuta_HIv2___RNAseq.g21380.t1,641,561,472,555,579,562
Pocillopora_acuta_HIv2___TS.g13460.t1,505,185,278,850,402,716
Pocillopora_acuta_HIv2___TS.g29736.t1,2354,3498,2067,4473,4762,4511
Pocillopora_acuta_HIv2___RNAseq.g26344.t1,267,245,209,152,273,251
Pocillopora_acuta_HIv2___RNAseq.g29611.t1,2246,1868,2498,4321,5886,7131
Pocillopora_acuta_HIv2___RNAseq.g4091.t1,163,124,184,52,65,60
Pocillopora_acuta_HIv2___RNAseq.g11588.t1,2532,2281,2464,1110,1823,1553
Pocillopora_acuta_HIv2___RNAseq.g15798.t1,276,279,317,202,234,208
Pocillopora_acuta_HIv2___RNAseq.g24486.t1,104,2,26,44,1,10
Pocillopora_acuta_HIv2___RNAseq.g21382.t1,329,294,324,358,355,258
Pocillopora_acuta_HIv2___RNAseq.g5485.t1,14,6,7,10,6,0
Pocillopora_acuta_HIv2___TS.g25648.t1,305,44,240,92,38,75
Pocillopora_acuta_HIv2___RNAseq.g628.t1,5,6,1,2,2,5
Pocillopora_acuta_HIv2___RNAseq.g30951.t1,3435,719,1360,1153,205,339
Pocillopora_acuta_HIv2___TS.g5531.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g27747.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12168.t1,38,15,17,23,20,23
Pocillopora_acuta_HIv2___RNAseq.g1747.t1,33,22,7,8,5,5
Pocillopora_acuta_HIv2___TS.g22785.t1,36,31,14,15,17,18
