transcript_id,1041.2,1471.2,1637.2,Sample1.2,Sample2.2,Sample3.2
Pocillopora_acuta_HIv2___TS.g25081.t1,195,352,246,124,100,121
Pocillopora_acuta_HIv2___RNAseq.g421.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8080.t1,1038,748,565,1189,989,973
Pocillopora_acuta_HIv2___RNAseq.g3366.t1a,0,9,12,4,0,4
Pocillopora_acuta_HIv2___TS.8513_t,0,6,12,9,19,25
Pocillopora_acuta_HIv2___RNAseq.g3366.t1c,41,130,158,39,66,93
Pocillopora_acuta_HIv2___RNAseq.g3366.t1b,0,0,1,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g6951.t1,591,620,636,352,428,419
Pocillopora_acuta_HIv2___RNAseq.g4196.t1,126,123,121,88,84,96
Pocillopora_acuta_HIv2___TS.g22607.t2,356,311,388,245,271,262
Pocillopora_acuta_HIv2___RNAseq.g11855.t1,9,7,14,6,8,5
Pocillopora_acuta_HIv2___RNAseq.g14387.t1,0,19,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4324.t1,67,58,51,46,51,49
Pocillopora_acuta_HIv2___RNAseq.g2958.t2,88,44,130,193,285,373
Pocillopora_acuta_HIv2___RNAseq.g12826.t1,341,447,261,237,228,225
Pocillopora_acuta_HIv2___RNAseq.g1511.t1,405,360,352,226,210,226
Pocillopora_acuta_HIv2___RNAseq.g24678.t1,46,54,58,42,33,36
Pocillopora_acuta_HIv2___RNAseq.g14010.t1,1048,1057,1305,1116,1237,1347
Pocillopora_acuta_HIv2___RNAseq.g16448.t1,5,2,4,6,5,7
Pocillopora_acuta_HIv2___RNAseq.g423.t1,0,0,0,6,3,0
Pocillopora_acuta_HIv2___RNAseq.g23621.t1,0,0,0,11,7,4
Pocillopora_acuta_HIv2___RNAseq.g21115.t1,0,17,14,8,11,6
Pocillopora_acuta_HIv2___RNAseq.g31048.t1,125,120,117,44,48,63
Pocillopora_acuta_HIv2___RNAseq.g7863.t1,0,3,0,4,7,2
Pocillopora_acuta_HIv2___RNAseq.g30584.t1,550,564,489,550,498,629
Pocillopora_acuta_HIv2___TS.g1771.t1,5,0,0,5,7,5
Pocillopora_acuta_HIv2___RNAseq.g23499.t1,84,42,62,55,24,72
Pocillopora_acuta_HIv2___RNAseq.g28986.t1,387,240,245,266,165,173
Pocillopora_acuta_HIv2___RNAseq.g3458.t1,4,2,6,9,5,5
Pocillopora_acuta_HIv2___RNAseq.g18871.t1,0,0,3,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g704.t1,0,0,9,14,0,0
Pocillopora_acuta_HIv2___RNAseq.12574_t,707,453,463,580,429,452
Pocillopora_acuta_HIv2___RNAseq.g4655.t1,4,1,4,8,1,3
Pocillopora_acuta_HIv2___RNAseq.g11742.t1,300,296,215,187,235,245
Pocillopora_acuta_HIv2___RNAseq.g4326.t1,366,367,342,243,291,265
Pocillopora_acuta_HIv2___TS.g18623.t1,0,0,0,10,7,15
Pocillopora_acuta_HIv2___RNAseq.g6953.t1,79,29,76,65,85,70
Pocillopora_acuta_HIv2___RNAseq.g17111.t1,41,75,121,50,35,56
Pocillopora_acuta_HIv2___RNAseq.g9013.t1,2,0,0,5,4,0
Pocillopora_acuta_HIv2___TS.g2892.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3824.t2,266,225,241,118,134,104
Pocillopora_acuta_HIv2___RNAseq.g17427.t1,229,148,152,95,53,101
Pocillopora_acuta_HIv2___RNAseq.g31269.t1,0,0,0,0,3,4
Pocillopora_acuta_HIv2___RNAseq.g28464.t1,258,234,290,206,287,243
Pocillopora_acuta_HIv2___TS.g6294.t1,14,0,1,8,10,7
Pocillopora_acuta_HIv2___RNAseq.g27299.t1,23,0,0,28,13,0
Pocillopora_acuta_HIv2___TS.g27669.t1,34,26,40,22,27,19
Pocillopora_acuta_HIv2___TS.g23067.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19165.t1,1033,1250,984,2511,2163,2500
Pocillopora_acuta_HIv2___RNAseq.g17113.t1,1449,1465,1341,2442,2126,2303
Pocillopora_acuta_HIv2___RNAseq.g11740.t1,652,1005,625,667,996,773
Pocillopora_acuta_HIv2___TS.g1773.t1,25,7,14,7,14,21
Pocillopora_acuta_HIv2___RNAseq.g25188.t1,403,37,296,165,23,165
Pocillopora_acuta_HIv2___RNAseq.g7593.t1,8,0,3,8,3,10
Pocillopora_acuta_HIv2___RNAseq.g22188.t1,2,0,3,0,3,3
Pocillopora_acuta_HIv2___RNAseq.g30129.t1,365,515,414,821,1520,1426
Pocillopora_acuta_HIv2___RNAseq.g14777.t1,141,111,62,99,87,78
Pocillopora_acuta_HIv2___RNAseq.g19057.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25494.t1,155,76,100,82,48,45
Pocillopora_acuta_HIv2___RNAseq.g12299.t1,102,102,50,20,41,23
Pocillopora_acuta_HIv2___TS.g1645.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17809.t1,82,92,109,77,137,100
Pocillopora_acuta_HIv2___RNAseq.g7524.t1,607,101,213,196,48,55
Pocillopora_acuta_HIv2___RNAseq.g8226.t1,169,128,190,91,137,151
Pocillopora_acuta_HIv2___RNAseq.g9439.t1,0,0,0,2,2,0
Pocillopora_acuta_HIv2___RNAseq.g18047.t2,70,99,61,44,27,43
Pocillopora_acuta_HIv2___TS.g9800.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g876.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19055.t1,0,13,0,8,3,0
Pocillopora_acuta_HIv2___RNAseq.g17054.t1,32,20,11,19,20,16
Pocillopora_acuta_HIv2___RNAseq.g19538.t1,237,287,234,266,344,361
Pocillopora_acuta_HIv2___RNAseq.g3089.t2,206,255,176,100,135,138
Pocillopora_acuta_HIv2___TS.g17513.t1,0,0,0,2,0,3
Pocillopora_acuta_HIv2___RNAseq.g9566.t1,148,67,77,44,16,9
Pocillopora_acuta_HIv2___TS.g21523.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g5761.t1,0,0,0,5,5,0
Pocillopora_acuta_HIv2___RNAseq.g30251.t1,30,0,11,14,9,11
Pocillopora_acuta_HIv2___RNAseq.g12888.t1,58,43,60,33,45,62
Pocillopora_acuta_HIv2___RNAseq.g9410.t1,0,0,0,24,0,0
Pocillopora_acuta_HIv2___RNAseq.g6366.t1,52,63,65,49,29,62
Pocillopora_acuta_HIv2___RNAseq.g27988.t2,0,0,0,5,0,0
Pocillopora_acuta_HIv2___RNAseq.g17925.t1,284,141,154,141,150,161
Pocillopora_acuta_HIv2___RNAseq.g18093.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24930.t1,4,3,4,11,8,14
Pocillopora_acuta_HIv2___RNAseq.g22266.t1,0,0,0,0,3,2
Pocillopora_acuta_HIv2___RNAseq.g25169.t1,0,0,0,14,25,23
Pocillopora_acuta_HIv2___RNAseq.g581.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g19218.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22264.t1,25,31,30,18,25,10
Pocillopora_acuta_HIv2___RNAseq.g25513.t1,34,22,43,32,27,16
Pocillopora_acuta_HIv2___RNAseq.g21646.t1,0,331,0,0,436,0
Pocillopora_acuta_HIv2___RNAseq.g25670.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g8159.t1,266,192,201,47,62,63
Pocillopora_acuta_HIv2___TS.g12548.t1,20,55,17,4,3,2
Pocillopora_acuta_HIv2___RNAseq.g8082.t1,7,1,6,4,0,2
Pocillopora_acuta_HIv2___TS.g24318.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19862.t1,135,109,78,136,120,128
Pocillopora_acuta_HIv2___TS.g5585.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g30726.t1,15,40,8,16,12,21
Pocillopora_acuta_HIv2___RNAseq.1514_t,67,57,52,46,65,46
Pocillopora_acuta_HIv2___RNAseq.g14744.t1,7,20,31,8,17,17
Pocillopora_acuta_HIv2___RNAseq.g29213.t1,366,230,201,186,136,159
Pocillopora_acuta_HIv2___RNAseq.g16079.t1,404,369,334,304,325,296
Pocillopora_acuta_HIv2___RNAseq.g6252.t1,76,57,52,16,23,14
Pocillopora_acuta_HIv2___TS.g11911.t1,68,43,56,40,31,35
Pocillopora_acuta_HIv2___TS.g28875.t1,18,0,20,14,7,0
Pocillopora_acuta_HIv2___RNAseq.g23261.t1,1,2,0,6,3,1
Pocillopora_acuta_HIv2___RNAseq.g5081.t1,790,809,779,702,957,792
Pocillopora_acuta_HIv2___TS.g19421.t2,5,0,6,5,9,12
Pocillopora_acuta_HIv2___RNAseq.g17472.t1,138,185,136,35,28,21
Pocillopora_acuta_HIv2___RNAseq.g30771.t1,26,20,26,16,20,22
Pocillopora_acuta_HIv2___RNAseq.g216.t1,100,57,78,40,40,30
Pocillopora_acuta_HIv2___TS.g5458.t1,16,15,16,32,51,38
Pocillopora_acuta_HIv2___TS.g17193.t3b,8,0,10,9,0,3
Pocillopora_acuta_HIv2___TS.g17193.t3a,0,0,0,4,0,4
Pocillopora_acuta_HIv2___RNAseq.g7483.t2a,41,75,64,37,102,69
Pocillopora_acuta_HIv2___RNAseq.g7483.t2b,15,20,12,0,0,16
Pocillopora_acuta_HIv2___RNAseq.g7483.t2c,65,108,95,69,87,93
Pocillopora_acuta_HIv2___TS.g20958.t1,144,104,166,42,38,58
Pocillopora_acuta_HIv2___TS.g30724.t2,9,2,7,9,4,8
Pocillopora_acuta_HIv2___RNAseq.g28759.t1,181,177,181,97,152,139
Pocillopora_acuta_HIv2___RNAseq.g26586.t1,0,0,0,5,0,0
Pocillopora_acuta_HIv2___RNAseq.g4295.t1,0,0,2,3,3,2
Pocillopora_acuta_HIv2___RNAseq.g3080.t1,92,51,49,54,41,37
Pocillopora_acuta_HIv2___RNAseq.g4663.t1,6,9,5,6,8,4
Pocillopora_acuta_HIv2___RNAseq.g28.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6389.t1,0,0,0,3,0,2
Pocillopora_acuta_HIv2___RNAseq.g27647.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1933.t1,3,0,0,4,10,7
Pocillopora_acuta_HIv2___RNAseq.g4819.t1,0,0,0,4,4,3
Pocillopora_acuta_HIv2___TS.g9271.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2219.t1,4,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12032.t1,422,558,495,406,476,447
Pocillopora_acuta_HIv2___RNAseq.9808_t,122,103,87,94,106,115
Pocillopora_acuta_HIv2___RNAseq.g23263.t1,0,0,0,0,9,0
Pocillopora_acuta_HIv2___RNAseq.g14150.t1,269,185,238,184,173,202
Pocillopora_acuta_HIv2___RNAseq.g11525.t1,16,5,21,19,4,4
Pocillopora_acuta_HIv2___RNAseq.g13372.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g214.t1,927,538,552,200,105,156
Pocillopora_acuta_HIv2___TS.g23400.t1,0,0,7,5,3,2
Pocillopora_acuta_HIv2___RNAseq.g18762.t1,282,268,332,166,184,245
Pocillopora_acuta_HIv2___RNAseq.g9805.t1,63,85,55,44,34,41
Pocillopora_acuta_HIv2___RNAseq.g17470.t1,65,128,107,33,62,44
Pocillopora_acuta_HIv2___RNAseq.g11383.t1,0,0,0,0,18,0
Pocillopora_acuta_HIv2___RNAseq.g20899.t1,119,274,108,97,156,112
Pocillopora_acuta_HIv2___RNAseq.g13600.t1,5,5,19,7,0,0
Pocillopora_acuta_HIv2___RNAseq.g17766.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g25496.t1,15,5,0,12,7,0
Pocillopora_acuta_HIv2___RNAseq.g1198.t1,2,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g30838.t1,0,727,3,0,1375,4
Pocillopora_acuta_HIv2___TS.g21772.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g6243.t1,592,407,398,498,509,472
Pocillopora_acuta_HIv2___RNAseq.g3082.t1,0,27,15,0,15,0
Pocillopora_acuta_HIv2___RNAseq.g8169.t1,7,6,7,39,33,33
Pocillopora_acuta_HIv2___RNAseq.g18045.t1,45,56,103,20,22,49
Pocillopora_acuta_HIv2___RNAseq.g8743.t1,2,0,7,5,1,4
Pocillopora_acuta_HIv2___TS.g28858.t1,44,45,72,46,115,88
Pocillopora_acuta_HIv2___TS.g14709.t1b,0,11,0,3,32,5
Pocillopora_acuta_HIv2___RNAseq.g13568.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21919.t1,23,27,32,8,8,8
Pocillopora_acuta_HIv2___RNAseq.g18150.t1,0,0,10,4,0,0
Pocillopora_acuta_HIv2___RNAseq.g14152.t1,0,0,0,0,12,0
Pocillopora_acuta_HIv2___RNAseq.g4577.t1,10,8,20,6,6,14
Pocillopora_acuta_HIv2___TS.g11342.t1,0,0,0,1,1,0
Pocillopora_acuta_HIv2___RNAseq.g16621.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g669.t1,89,28,25,127,64,132
Pocillopora_acuta_HIv2___TS.g25609.t1,241,189,145,118,112,94
Pocillopora_acuta_HIv2___RNAseq.g8741.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8538.t1,0,0,0,0,2,3
Pocillopora_acuta_HIv2___RNAseq.g3778.t1,11,14,12,11,43,21
Pocillopora_acuta_HIv2___TS.g9644.t2,103,101,86,83,84,74
Pocillopora_acuta_HIv2___RNAseq.g8126.t1b,0,0,0,3,3,0
Pocillopora_acuta_HIv2___RNAseq.g9677.t1,0,0,0,2,2,0
Pocillopora_acuta_HIv2___RNAseq.g16623.t1,4,7,13,9,12,21
Pocillopora_acuta_HIv2___RNAseq.g17495.t1,207,281,233,259,252,298
Pocillopora_acuta_HIv2___RNAseq.g271.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17764.t1,0,0,0,1,8,4
Pocillopora_acuta_HIv2___RNAseq.g6043.t1,363,416,394,131,116,102
Pocillopora_acuta_HIv2___RNAseq.g25554.t1,142,173,180,46,21,29
Pocillopora_acuta_HIv2___TS.g10524.t1,0,0,0,5,4,5
Pocillopora_acuta_HIv2___RNAseq.g7407.t1,4,9,0,3,5,11
Pocillopora_acuta_HIv2___RNAseq.g24718.t1,299,306,211,177,142,141
Pocillopora_acuta_HIv2___TS.g30254.t1,362,309,271,236,214,279
Pocillopora_acuta_HIv2___RNAseq.g7053.t1,600,479,518,409,827,581
Pocillopora_acuta_HIv2___RNAseq.g26835.t1,0,0,0,0,1,0
Pocillopora_acuta_HIv2___RNAseq.g22648.t1,21,31,20,7,17,20
Pocillopora_acuta_HIv2___TS.g5482.t1,3,0,0,5,5,12
Pocillopora_acuta_HIv2___RNAseq.g9049.t1,780,694,612,571,823,647
Pocillopora_acuta_HIv2___RNAseq.g6041.t1,42,37,34,25,30,25
Pocillopora_acuta_HIv2___TS.g12132.t1,38,15,90,36,21,30
Pocillopora_acuta_HIv2___RNAseq.g22748.t1,1464,1304,1079,2518,3519,3439
Pocillopora_acuta_HIv2___RNAseq.g5078.t1,20,55,32,46,52,42
Pocillopora_acuta_HIv2___RNAseq.g1310.t1,0,0,0,5,1,3
Pocillopora_acuta_HIv2___RNAseq.g17917.t1,36,64,63,26,27,25
Pocillopora_acuta_HIv2___TS.g26708.t1,6,0,0,0,4,3
Pocillopora_acuta_HIv2___RNAseq.g17399.t1,149,95,86,53,110,90
Pocillopora_acuta_HIv2___RNAseq.g8525.t1,0,0,0,9,1,2
Pocillopora_acuta_HIv2___RNAseq.g1616.t1,955,715,725,284,254,351
Pocillopora_acuta_HIv2___RNAseq.g24405.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g18846.t1,0,0,0,1,2,1
Pocillopora_acuta_HIv2___RNAseq.g19425.t1,371,333,217,160,156,124
Pocillopora_acuta_HIv2___RNAseq.g17701.t1,13,7,12,16,14,15
Pocillopora_acuta_HIv2___RNAseq.g12565.t1,1164,481,1019,423,537,566
Pocillopora_acuta_HIv2___RNAseq.g16595.t1,875,302,862,140,73,163
Pocillopora_acuta_HIv2___RNAseq.g26142.t1,0,0,0,6,7,4
Pocillopora_acuta_HIv2___TS.g31438.t1,0,0,0,8,0,0
Pocillopora_acuta_HIv2___RNAseq.g12957.t1,122,72,123,66,98,82
Pocillopora_acuta_HIv2___RNAseq.7568_t,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12488.t2,262,402,236,79,165,81
Pocillopora_acuta_HIv2___RNAseq.g28458.t1,466,417,499,106,118,148
Pocillopora_acuta_HIv2___RNAseq.g3202.t1,205,165,206,190,157,236
Pocillopora_acuta_HIv2___TS.g20368.t1,0,0,0,5,0,0
Pocillopora_acuta_HIv2___RNAseq.g7574.t1,12,103,17,27,69,15
Pocillopora_acuta_HIv2___TS.g14133.t1,0,41,5,0,7,5
Pocillopora_acuta_HIv2___RNAseq.g12812.t1,55,10,49,16,15,21
Pocillopora_acuta_HIv2___TS.g16307.t1b,108,70,86,13,27,25
Pocillopora_acuta_HIv2___RNAseq.g27665.t1,565,570,579,305,410,489
Pocillopora_acuta_HIv2___RNAseq.g27602.t1,882,78,140,504,56,124
Pocillopora_acuta_HIv2___RNAseq.g15065.t1,0,0,0,1,4,0
Pocillopora_acuta_HIv2___RNAseq.g9372.t1,28,0,29,0,38,0
Pocillopora_acuta_HIv2___RNAseq.g19702.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g1742.t1,0,0,0,9,11,11
Pocillopora_acuta_HIv2___RNAseq.g15236.t1,0,0,0,10,11,2
Pocillopora_acuta_HIv2___RNAseq.g9412.t1,24,22,35,24,31,32
Pocillopora_acuta_HIv2___RNAseq.g25967.t1,109,72,117,70,45,67
Pocillopora_acuta_HIv2___RNAseq.g1005.t1,0,0,0,7,0,1
Pocillopora_acuta_HIv2___TS.g24835.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g17878.t1,0,0,0,1,2,2
Pocillopora_acuta_HIv2___RNAseq.g3602.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29187.t1,0,0,3,6,6,4
Pocillopora_acuta_HIv2___RNAseq.g12995.t1,644,168,354,269,174,220
Pocillopora_acuta_HIv2___RNAseq.g6693.t1,6,38,2,4,29,7
Pocillopora_acuta_HIv2___RNAseq.g1923.t1,26,0,15,0,16,9
Pocillopora_acuta_HIv2___TS.g5389.t1,19,47,20,13,42,15
Pocillopora_acuta_HIv2___RNAseq.g28398.t1,310,342,235,203,184,148
Pocillopora_acuta_HIv2___RNAseq.g5463.t1,125,143,128,63,63,52
Pocillopora_acuta_HIv2___TS.g2911.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g9944.t1,50,78,43,48,49,50
Pocillopora_acuta_HIv2___RNAseq.g29185.t1,1,3,0,4,3,4
Pocillopora_acuta_HIv2___RNAseq.g281.t1,298,170,314,133,167,234
Pocillopora_acuta_HIv2___RNAseq.g12706.t1,17,0,15,10,11,8
Pocillopora_acuta_HIv2___RNAseq.g15022.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g27600.t1,192,21,21,84,24,26
Pocillopora_acuta_HIv2___TS.g3126.t1,0,0,0,357,284,542
Pocillopora_acuta_HIv2___TS.g11722.t1,714,637,622,1132,1751,1419
Pocillopora_acuta_HIv2___RNAseq.g19700.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19126.t1,951,726,427,915,822,652
Pocillopora_acuta_HIv2___RNAseq.g16463.t1,20,0,4,9,6,0
Pocillopora_acuta_HIv2___RNAseq.g28974.t1,0,3,0,2,6,2
Pocillopora_acuta_HIv2___TS.g23391.t1,61,49,71,69,28,48
Pocillopora_acuta_HIv2___TS.g19996.t1,112,225,141,225,360,308
Pocillopora_acuta_HIv2___RNAseq.g15234.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g20132.t1,33,16,53,40,29,31
Pocillopora_acuta_HIv2___RNAseq.g27838.t1,3,8,12,2,13,6
Pocillopora_acuta_HIv2___RNAseq.2618_t,179,131,130,121,127,143
Pocillopora_acuta_HIv2___RNAseq.g17792.t1,11,11,27,16,16,14
Pocillopora_acuta_HIv2___RNAseq.g8456.t1,41,46,34,10,3,15
Pocillopora_acuta_HIv2___TS.g11720.t2,326,476,267,277,311,299
Pocillopora_acuta_HIv2___RNAseq.g6079.t1,122,169,131,70,234,155
Pocillopora_acuta_HIv2___RNAseq.g4669.t1,0,0,0,4,0,2
Pocillopora_acuta_HIv2___TS.g13700.t1,98,65,50,52,34,35
Pocillopora_acuta_HIv2___RNAseq.25297_t,37,18,37,22,29,43
Pocillopora_acuta_HIv2___TS.g12300.t1,0,0,0,1,0,0
Pocillopora_acuta_HIv2___RNAseq.g26516.t3,66,0,78,24,0,12
Pocillopora_acuta_HIv2___RNAseq.g29513.t1,0,0,0,2,2,0
Pocillopora_acuta_HIv2___TS.g26222.t1,0,22,0,7,12,15
Pocillopora_acuta_HIv2___RNAseq.g14567.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29219.t1,0,1,2,3,8,7
Pocillopora_acuta_HIv2___RNAseq.g16840.t1,50,70,48,32,42,19
Pocillopora_acuta_HIv2___TS.g26585.t1a,132,92,82,49,41,58
Pocillopora_acuta_HIv2___TS.g15633.t1,0,0,0,2,3,3
Pocillopora_acuta_HIv2___TS.g26585.t1b,42,62,36,15,13,13
Pocillopora_acuta_HIv2___RNAseq.g11560.t1,3,1,3,4,5,4
Pocillopora_acuta_HIv2___RNAseq.g16557.t1,0,0,0,2,1,0
Pocillopora_acuta_HIv2___RNAseq.g9245.t1,0,0,0,0,6,1
Pocillopora_acuta_HIv2___RNAseq.g8428.t1,5,7,5,3,3,4
Pocillopora_acuta_HIv2___RNAseq.g499.t1,14,13,18,12,9,6
Pocillopora_acuta_HIv2___TS.g25039.t1,213,172,118,68,48,51
Pocillopora_acuta_HIv2___RNAseq.g30178.t1,524,455,333,466,469,559
Pocillopora_acuta_HIv2___RNAseq.g17790.t1,25,41,23,21,44,12
Pocillopora_acuta_HIv2___RNAseq.g16319.t1,0,0,0,0,0,6
Pocillopora_acuta_HIv2___RNAseq.g23168.t1,973,664,737,325,232,312
Pocillopora_acuta_HIv2___RNAseq.g17465.t1,1571,1097,1287,442,275,484
Pocillopora_acuta_HIv2___TS.g23047.t1,0,0,0,0,9,0
Pocillopora_acuta_HIv2___TS.g7295.t1,6,0,6,10,10,8
Pocillopora_acuta_HIv2___TS.g17322.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26140.t1,0,0,0,2,3,7
Pocillopora_acuta_HIv2___RNAseq.g19240.t1,64,84,96,47,44,62
Pocillopora_acuta_HIv2___RNAseq.g14786.t1,33,30,36,27,25,13
Pocillopora_acuta_HIv2___RNAseq.g4279.t1,302,52,165,128,29,95
Pocillopora_acuta_HIv2___TS.g18345.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16842.t1,15,13,31,0,9,17
Pocillopora_acuta_HIv2___RNAseq.g24598.t1,0,2,0,1,0,0
Pocillopora_acuta_HIv2___RNAseq.g25932.t1,229,373,320,142,259,232
Pocillopora_acuta_HIv2___RNAseq.g23829.t2,31,1,26,6,0,6
Pocillopora_acuta_HIv2___RNAseq.g1102.t1,182,167,158,163,117,139
Pocillopora_acuta_HIv2___RNAseq.g13343.t1,112,72,69,61,61,59
Pocillopora_acuta_HIv2___RNAseq.g25512.t1,1,0,0,2,4,3
Pocillopora_acuta_HIv2___RNAseq.g21575.t1,62,94,81,40,37,50
Pocillopora_acuta_HIv2___RNAseq.g8593.t1,0,1,3,2,4,2
Pocillopora_acuta_HIv2___RNAseq.g3600.t1,52,28,47,48,45,62
Pocillopora_acuta_HIv2___RNAseq.g24386.t1,85,60,109,34,38,51
Pocillopora_acuta_HIv2___RNAseq.g2809.t1,51,204,17,35,165,23
Pocillopora_acuta_HIv2___RNAseq.g11889.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9900.t1,158,189,178,86,93,86
Pocillopora_acuta_HIv2___RNAseq.g18660.t1,94,51,117,81,89,161
Pocillopora_acuta_HIv2___RNAseq.g21667.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g17771.t1,100,143,141,33,51,32
Pocillopora_acuta_HIv2___TS.g31744.t1,0,0,0,0,11,0
Pocillopora_acuta_HIv2___RNAseq.g28519.t1,0,0,0,0,5,0
Pocillopora_acuta_HIv2___RNAseq.g15563.t1,0,1,0,5,0,3
Pocillopora_acuta_HIv2___TS.g12368.t1,0,0,0,2,11,0
Pocillopora_acuta_HIv2___RNAseq.g26772.t1,106,141,97,136,102,74
Pocillopora_acuta_HIv2___RNAseq.g8088.t1,10,9,9,17,15,12
Pocillopora_acuta_HIv2___TS.g14077.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27049.t1,26,23,26,6,10,15
Pocillopora_acuta_HIv2___RNAseq.g19584.t1,352,412,253,109,191,152
Pocillopora_acuta_HIv2___RNAseq.g27065.t1,116,189,144,49,28,67
Pocillopora_acuta_HIv2___RNAseq.g2037.t1,34,31,25,20,12,14
Pocillopora_acuta_HIv2___RNAseq.g31076.t1,963,859,769,631,845,701
Pocillopora_acuta_HIv2___TS.g13969.t1,125,138,111,40,102,70
Pocillopora_acuta_HIv2___RNAseq.g21665.t1,55,67,73,34,50,28
Pocillopora_acuta_HIv2___RNAseq.g24384.t1,157,122,118,269,199,297
Pocillopora_acuta_HIv2___RNAseq.g25731.t1,525,646,445,308,596,367
Pocillopora_acuta_HIv2___TS.g29430.t2,1708,1153,1031,1670,2503,1549
Pocillopora_acuta_HIv2___TS.g30451.t1,4404,3143,3396,1168,993,1029
Pocillopora_acuta_HIv2___TS.g10394.t2,505,323,480,448,312,373
Pocillopora_acuta_HIv2___RNAseq.g5568.t1,46,62,32,30,30,22
Pocillopora_acuta_HIv2___RNAseq.g2035.t1,0,0,0,4,4,4
Pocillopora_acuta_HIv2___RNAseq.g28095.t1,622,371,353,394,301,315
Pocillopora_acuta_HIv2___TS.g24736.t1,31,64,27,28,60,45
Pocillopora_acuta_HIv2___RNAseq.g26755.t1,10,13,10,12,14,9
Pocillopora_acuta_HIv2___RNAseq.g3123.t1,6929,8921,6100,26717,33206,33656
Pocillopora_acuta_HIv2___RNAseq.g2407.t1,5,4,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g4156.t1,3,2,4,12,9,6
Pocillopora_acuta_HIv2___TS.g28868.t3b,538,580,433,377,278,329
Pocillopora_acuta_HIv2___TS.g28868.t3a,52,79,60,72,61,52
Pocillopora_acuta_HIv2___TS.g20406.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26807.t1,92,80,70,14,17,8
Pocillopora_acuta_HIv2___TS.g27593.t1,3,19,19,16,30,16
Pocillopora_acuta_HIv2___RNAseq.g10304.t1,331,401,294,258,323,351
Pocillopora_acuta_HIv2___RNAseq.g16461.t1,21,24,8,15,11,13
Pocillopora_acuta_HIv2___RNAseq.g29793.t1,807,768,621,412,326,318
Pocillopora_acuta_HIv2___RNAseq.g13489.t1,165,138,119,96,82,91
Pocillopora_acuta_HIv2___RNAseq.g341.t1,174,141,81,43,50,33
