transcript_id,1041.gtf,1471.gtf,1637.gtf,Sample1.gtf,Sample2.gtf,Sample3.gtf
Pocillopora_acuta_HIv1_PredGene_g24600.t1,24,55,29,2,14,9
Pocillopora_acuta_HIv1_PredGene_g29444.t1,3,0,1,0,0,0
Pocillopora_acuta_HIv1_PredGene_16462_t,84,0,314,55,59,70
Pocillopora_acuta_HIv1_PredGene_g16370.t1,47,94,114,17,25,33
Pocillopora_acuta_HIv1_PredGene_g15321.t1,334,466,388,213,492,354
Pocillopora_acuta_HIv1_PredGene_g3839.t1,0,0,0,7,9,0
Pocillopora_acuta_HIv1_PredGene_g30287.t1,366,384,372,457,488,697
Pocillopora_acuta_HIv1_PredGene_g27127.t1,41,65,55,105,117,111
Pocillopora_acuta_HIv1_PredGene_g212.t1,926,628,630,780,784,828
Pocillopora_acuta_HIv1_PredGene_g743.t1,0,0,7,13,8,6
Pocillopora_acuta_HIv1_PredGene_g10081.t1,829,746,740,593,1015,956
Pocillopora_acuta_HIv1_PredGene_g8353.t1,4,10,20,2,3,6
Pocillopora_acuta_HIv1_PredGene_g3744.t1,712,400,578,355,365,553
Pocillopora_acuta_HIv1_PredGene_g15323.t1,16,0,0,9,6,6
Pocillopora_acuta_HIv1_PredGene_g29891.t1,0,0,0,0,0,3
Pocillopora_acuta_HIv1_PredGene_g331.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g29916.t1,263,246,296,150,228,266
Pocillopora_acuta_HIv1_PredGene_g3907.t1,12,0,14,21,11,21
Pocillopora_acuta_HIv1_PredGene_g20199.t1,162,385,199,324,689,311
Pocillopora_acuta_HIv1_PredGene_g22868.t1,0,15,0,0,5,5
Pocillopora_acuta_HIv1_PredGene_g22130.t1,15,6,9,25,20,21
Pocillopora_acuta_HIv1_PredGene_g24843.t1,9,0,17,0,4,5
Pocillopora_acuta_HIv1_PredGene_5412_t,206,318,284,160,268,291
Pocillopora_acuta_HIv1_PredGene_g19067.t1,242,557,166,78,181,57
Pocillopora_acuta_HIv1_PredGene_g17187.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g20962.t1,0,0,0,0,0,3
Pocillopora_acuta_HIv1_PredGene_g20731.t1,49,39,31,40,39,30
Pocillopora_acuta_HIv1_PredGene_g21578.t1,125,78,78,71,65,32
Pocillopora_acuta_HIv1_PredGene_g30318.t1,372,280,282,0,0,190
Pocillopora_acuta_HIv1_PredGene_g27735.t1,13,4,3,9,3,4
Pocillopora_acuta_HIv1_PredGene_g7517.t1,382,301,359,232,198,240
Pocillopora_acuta_HIv1_PredGene_g30318.t2,0,128,42,229,356,102
Pocillopora_acuta_HIv1_PredGene_g1145.t2,468,429,497,362,834,644
Pocillopora_acuta_HIv1_PredGene_g1145.t1,262,217,77,214,0,0
Pocillopora_acuta_HIv1_PredGene_g5837.t1,7,25,0,4,4,0
Pocillopora_acuta_HIv1_PredGene_g2950.t1,9,14,12,7,7,6
Pocillopora_acuta_HIv1_PredGene_g6550.t1,1273,983,1456,1450,2060,1620
Pocillopora_acuta_HIv1_PredGene_g17185.t1,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g29421.t1,67,23,64,50,74,124
Pocillopora_acuta_HIv1_PredGene_g14455.t1,1065,879,707,479,1225,723
Pocillopora_acuta_HIv1_PredGene_g22329.t1,29,68,63,43,53,47
Pocillopora_acuta_HIv1_PredGene_g11776.t1,0,0,0,0,5,0
Pocillopora_acuta_HIv1_PredGene_g23048.t1,19,23,7,8,12,5
Pocillopora_acuta_HIv1_PredGene_g27125.t1,53,60,59,60,112,138
Pocillopora_acuta_HIv1_PredGene_g19614.t1,0,0,0,5,2,3
Pocillopora_acuta_HIv1_PredGene_g31323.t1,0,0,0,9,3,0
Pocillopora_acuta_HIv1_PredGene_g210.t1,133,124,99,67,124,97
Pocillopora_acuta_HIv1_PredGene_g1980.t1,3,0,2,3,5,0
Pocillopora_acuta_HIv1_PredGene_19561_t,31,0,14,71,35,105
Pocillopora_acuta_HIv1_PredGene_g2952.t1,187,54,201,90,82,160
Pocillopora_acuta_HIv1_PredGene_g2338.t1,396,168,335,78,46,114
Pocillopora_acuta_HIv1_PredGene_7872_t,0,5,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25414.t2,0,41,10,28,17,53
Pocillopora_acuta_HIv1_PredGene_g4559.t1,1111,901,885,506,521,786
Pocillopora_acuta_HIv1_PredGene_g23923.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4482.t1,7,2,0,2,1,5
Pocillopora_acuta_HIv1_PredGene_g21308.t1,52,116,124,40,72,53
Pocillopora_acuta_HIv1_PredGene_g25414.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18725.t1,25,42,17,19,43,12
Pocillopora_acuta_HIv1_PredGene_g11865.t1,10,17,24,6,35,0
Pocillopora_acuta_HIv1_PredGene_g30063.t1,280,130,186,188,218,298
Pocillopora_acuta_HIv1_PredGene_g9716.t1,64,59,131,30,50,46
Pocillopora_acuta_HIv1_PredGene_g19912.t1,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g7515.t1,306,369,444,175,339,290
Pocillopora_acuta_HIv1_PredGene_g24576.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g22234.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13517.t1,92,0,52,56,39,48
Pocillopora_acuta_HIv1_PredGene_g12438.t1,0,0,0,2,9,5
Pocillopora_acuta_HIv1_PredGene_g11774.t1,3,0,3,5,2,0
Pocillopora_acuta_HIv1_PredGene_g19372.t1,28,4,32,23,11,36
Pocillopora_acuta_HIv1_PredGene_g8852.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29758.t1,1242,934,1013,473,517,564
Pocillopora_acuta_HIv1_PredGene_g2182.t1,16,0,18,4,1,5
Pocillopora_acuta_HIv1_PredGene_g14659.t1,847,617,508,384,346,244
Pocillopora_acuta_HIv1_PredGene_g9714.t1,28,8,8,21,6,5
Pocillopora_acuta_HIv1_PredGene_g31556.t4,405,110,239,98,12,45
Pocillopora_acuta_HIv1_PredGene_g5386.t1,179,249,200,133,278,317
Pocillopora_acuta_HIv1_PredGene_g31556.t1,211,98,183,5,9,30
Pocillopora_acuta_HIv1_PredGene_g31556.t2,255,295,181,68,86,70
Pocillopora_acuta_HIv1_PredGene_g31556.t3,232,157,184,94,66,66
Pocillopora_acuta_HIv1_PredGene_g20493.t1,659,865,463,687,1080,726
Pocillopora_acuta_HIv1_PredGene_g18310.t1,62,72,62,36,36,35
Pocillopora_acuta_HIv1_PredGene_27385_t,47,0,56,8,0,58
Pocillopora_acuta_HIv1_PredGene_g4343.t1,40,25,33,15,13,22
Pocillopora_acuta_HIv1_PredGene_g26376.t1,0,0,0,0,5,1
Pocillopora_acuta_HIv1_PredGene_g14136.t1,193,203,153,185,222,232
Pocillopora_acuta_HIv1_PredGene_g15721.t1,54,95,98,43,109,86
Pocillopora_acuta_HIv1_PredGene_g12668.t1,2,6,2,4,6,3
Pocillopora_acuta_HIv1_PredGene_g9953.t1,4,0,2,5,9,6
Pocillopora_acuta_HIv1_PredGene_6626_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30061.t1,0,0,8,0,14,0
Pocillopora_acuta_HIv1_PredGene_g19180.t1,0,75,0,0,9,0
Pocillopora_acuta_HIv1_PredGene_32034_t,64,44,59,30,14,29
Pocillopora_acuta_HIv1_PredGene_g11495.t1,24,88,22,10,50,18
Pocillopora_acuta_HIv1_PredGene_g4341.t1,266,310,245,81,165,172
Pocillopora_acuta_HIv1_PredGene_g4341.t2,5,48,7,2,9,3
Pocillopora_acuta_HIv1_PredGene_g26200.t1,164,127,95,68,93,115
Pocillopora_acuta_HIv1_PredGene_g29629.t1,0,0,0,1,3,2
Pocillopora_acuta_HIv1_PredGene_10514_t,0,7,0,0,2,8
Pocillopora_acuta_HIv1_PredGene_g23748.t1,55,97,52,19,29,17
Pocillopora_acuta_HIv1_PredGene_281_t,4,2,6,4,20,30
Pocillopora_acuta_HIv1_PredGene_g16235.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1047.t1,89,60,47,11,17,14
Pocillopora_acuta_HIv1_PredGene_g18246.t1,12,11,10,2,0,3
Pocillopora_acuta_HIv1_PredGene_g3786.t1,0,0,0,2,0,3
Pocillopora_acuta_HIv1_PredGene_g5141.t1,78,42,21,0,32,31
Pocillopora_acuta_HIv1_PredGene_g24300.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22056.t1,12,106,21,5,46,7
Pocillopora_acuta_HIv1_PredGene_g4942.t1,14,108,67,17,69,97
Pocillopora_acuta_HIv1_PredGene_g18400.t1,34,40,32,6,12,0
Pocillopora_acuta_HIv1_PredGene_g25210.t1,0,0,0,0,0,2
Pocillopora_acuta_HIv1_PredGene_g31773.t1,0,6,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g5523.t1,735,0,644,60,0,81
Pocillopora_acuta_HIv1_PredGene_g15163.t2,26,192,12,9,0,0
Pocillopora_acuta_HIv1_PredGene_g15163.t1,235,0,168,110,127,128
Pocillopora_acuta_HIv1_PredGene_g2146.t1,6,20,10,8,13,4
Pocillopora_acuta_HIv1_PredGene_27591_t,6,45,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g19031.t1,116,121,73,53,73,82
Pocillopora_acuta_HIv1_PredGene_g14134.t1,30,58,37,33,63,61
Pocillopora_acuta_HIv1_PredGene_g21232.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32891.t1,94,47,54,45,47,43
Pocillopora_acuta_HIv1_PredGene_g20946.t2,165,44,40,0,55,9
Pocillopora_acuta_HIv1_PredGene_g20946.t1,157,128,94,47,25,37
Pocillopora_acuta_HIv1_PredGene_g6593.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_14484_t,81,45,57,30,46,23
Pocillopora_acuta_HIv1_PredGene_g30285.t1,461,267,328,172,157,200
Pocillopora_acuta_HIv1_PredGene_g24023.t1,0,1,1,4,3,3
Pocillopora_acuta_HIv1_PredGene_g12975.t1,272,278,189,66,110,86
Pocillopora_acuta_HIv1_PredGene_g26202.t1,2146,1181,1222,1995,2215,2168
Pocillopora_acuta_HIv1_PredGene_g11110.t1,150,119,42,22,23,26
Pocillopora_acuta_HIv1_PredGene_g32470.t4,26,144,113,40,231,359
Pocillopora_acuta_HIv1_PredGene_g31226.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13540.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv1_PredGene_g32470.t5,51,61,57,21,1,71
Pocillopora_acuta_HIv1_PredGene_g8762.t2,148,142,96,19,8,27
Pocillopora_acuta_HIv1_PredGene_g32893.t2,49,29,11,21,15,21
Pocillopora_acuta_HIv1_PredGene_g32893.t1,0,27,46,9,38,15
Pocillopora_acuta_HIv1_PredGene_g17309.t1,0,0,0,4,3,2
Pocillopora_acuta_HIv1_PredGene_g26464.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g6923.t1,28,12,39,69,87,60
Pocillopora_acuta_HIv1_PredGene_g5835.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12857.t1,854,807,843,368,391,408
Pocillopora_acuta_HIv1_PredGene_g25035.t1,466,400,362,137,145,152
Pocillopora_acuta_HIv1_PredGene_g21609.t1,73,77,75,98,114,78
Pocillopora_acuta_HIv1_PredGene_g10662.t1,1014,644,698,333,355,385
Pocillopora_acuta_HIv1_PredGene_g8151.t1,68,98,49,8,43,14
Pocillopora_acuta_HIv1_PredGene_g27596.t1,499,323,396,365,454,373
Pocillopora_acuta_HIv1_PredGene_g17589.t1,209,261,166,238,213,278
Pocillopora_acuta_HIv1_PredGene_2348_t,292,89,399,212,147,509
Pocillopora_acuta_HIv1_PredGene_9233_t,4,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g674.t1,263,96,254,59,46,73
Pocillopora_acuta_HIv1_PredGene_g23100.t2,223,302,12,60,79,57
Pocillopora_acuta_HIv1_PredGene_g10660.t1,0,0,0,6,18,0
Pocillopora_acuta_HIv1_PredGene_g15057.t1,75,104,81,27,28,22
Pocillopora_acuta_HIv1_PredGene_g12855.t1,2301,2063,1717,1050,809,848
Pocillopora_acuta_HIv1_PredGene_g8687.t1,0,0,0,0,0,9
Pocillopora_acuta_HIv1_PredGene_g17426.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv1_PredGene_g33478.t1,311,160,208,161,178,182
Pocillopora_acuta_HIv1_PredGene_g7399.t1,2,2,0,3,4,3
Pocillopora_acuta_HIv1_PredGene_g30361.t1,32,0,38,15,0,8
Pocillopora_acuta_HIv1_PredGene_g12977.t1,719,1154,747,968,1444,1143
Pocillopora_acuta_HIv1_PredGene_g16651.t1,0,0,0,1,6,0
Pocillopora_acuta_HIv1_PredGene_g3029.t1,447,312,304,317,384,518
Pocillopora_acuta_HIv1_PredGene_g13584.t1,0,0,0,8,1,17
Pocillopora_acuta_HIv1_PredGene_g5118.t1,39,31,35,3,12,3
Pocillopora_acuta_HIv1_PredGene_g13907.t1,655,586,589,323,297,458
Pocillopora_acuta_HIv1_PredGene_g26952.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25058.t1,83,36,45,28,15,23
Pocillopora_acuta_HIv1_PredGene_g676.t1,57,53,39,25,32,28
Pocillopora_acuta_HIv1_PredGene_g3479.t1,53,23,37,23,35,38
Pocillopora_acuta_HIv1_PredGene_g29029.t1,41,0,19,53,6,4
Pocillopora_acuta_HIv1_PredGene_g26628.t1,3,5,1,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28510.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17825.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23888.t1,4,0,6,0,5,6
Pocillopora_acuta_HIv1_PredGene_g22701.t1,0,0,0,0,0,10
Pocillopora_acuta_HIv1_PredGene_g33381.t1,20,14,12,5,0,3
Pocillopora_acuta_HIv1_PredGene_g31308.t1,31,15,37,10,8,5
Pocillopora_acuta_HIv1_PredGene_g9036.t1,19,16,29,23,29,24
Pocillopora_acuta_HIv1_PredGene_g10828.t1,0,0,0,2,0,3
Pocillopora_acuta_HIv1_PredGene_g32403.t1,2701,1549,1677,639,452,596
Pocillopora_acuta_HIv1_PredGene_g15962.t1,262,391,305,138,463,310
Pocillopora_acuta_HIv1_PredGene_g3418.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g1490.t1,10,3,0,5,2,2
Pocillopora_acuta_HIv1_PredGene_g8359.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g29451.t1,3,0,0,0,16,6
Pocillopora_acuta_HIv1_PredGene_g4998.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g17827.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21227.t1,8,1,13,11,7,2
Pocillopora_acuta_HIv1_PredGene_g18895.t1,483,498,507,960,947,1094
Pocillopora_acuta_HIv1_PredGene_g9171.t1,64,73,39,23,21,35
Pocillopora_acuta_HIv1_PredGene_g13915.t1,0,0,0,7,0,0
Pocillopora_acuta_HIv1_PredGene_g26075.t1,59,43,31,53,53,57
Pocillopora_acuta_HIv1_PredGene_8205_t,185,183,143,48,61,91
Pocillopora_acuta_HIv1_PredGene_g6436.t1,6,5,3,8,9,9
Pocillopora_acuta_HIv1_PredGene_g6716.t1,18,0,0,6,3,0
Pocillopora_acuta_HIv1_PredGene_g25086.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g2238.t1,0,0,0,0,0,2
Pocillopora_acuta_HIv1_PredGene_g23847.t1,86,0,66,53,3,80
Pocillopora_acuta_HIv1_PredGene_g22711.t1,1077,744,821,980,1072,1238
Pocillopora_acuta_HIv1_PredGene_g26367.t1,53,27,73,36,27,29
Pocillopora_acuta_HIv1_PredGene_g13917.t1,20,0,0,0,5,17
Pocillopora_acuta_HIv1_PredGene_g33592.t1,611,364,362,493,452,484
Pocillopora_acuta_HIv1_PredGene_g29619.t1,0,0,0,5,0,0
Pocillopora_acuta_HIv1_PredGene_g14663.t1,386,279,385,175,108,162
Pocillopora_acuta_HIv1_PredGene_g8703.t1,546,594,515,229,295,315
Pocillopora_acuta_HIv1_PredGene_g329.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g6453.t1,50,71,89,19,29,40
Pocillopora_acuta_HIv1_PredGene_g25809.t1,529,135,153,140,25,60
Pocillopora_acuta_HIv1_PredGene_g12878.t1,236,212,278,133,121,167
Pocillopora_acuta_HIv1_PredGene_g27157.t1,7,5,8,119,157,281
Pocillopora_acuta_HIv1_PredGene_g18684.t1,0,3,6,2,2,3
Pocillopora_acuta_HIv1_PredGene_g24565.t1,0,0,0,1,3,2
Pocillopora_acuta_HIv1_PredGene_g24528.t1,193,175,196,90,78,122
Pocillopora_acuta_HIv1_PredGene_g4826.t1,0,0,0,2,9,9
Pocillopora_acuta_HIv1_PredGene_g2566.t1,210,33,28,97,10,22
Pocillopora_acuta_HIv1_PredGene_g29622.t1,0,0,0,1,0,5
Pocillopora_acuta_HIv1_PredGene_g28664.t1,85,48,49,34,47,40
Pocillopora_acuta_HIv1_PredGene_g26365.t1,35,3,20,69,10,60
Pocillopora_acuta_HIv1_PredGene_g25084.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g21225.t1,145,215,193,29,59,47
Pocillopora_acuta_HIv1_PredGene_g29453.t1,586,673,569,427,759,666
Pocillopora_acuta_HIv1_PredGene_g18897.t1,62,58,47,49,65,67
Pocillopora_acuta_HIv1_PredGene_29316_t,0,0,0,0,149,83
Pocillopora_acuta_HIv1_PredGene_g4824.t1,35,9,2,27,22,39
Pocillopora_acuta_HIv1_PredGene_g4824.t2,559,447,556,390,360,348
Pocillopora_acuta_HIv1_PredGene_g8720.t1,0,0,0,0,8,0
Pocillopora_acuta_HIv1_PredGene_g13539.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6434.t1,13,9,5,17,27,6
Pocillopora_acuta_HIv1_PredGene_g17317.t1,0,0,0,0,3,8
Pocillopora_acuta_HIv1_PredGene_g30382.t1,8,4,3,17,22,24
Pocillopora_acuta_HIv1_PredGene_g17604.t1,105,60,244,64,28,190
Pocillopora_acuta_HIv1_PredGene_26839_t,0,0,34,0,0,0
Pocillopora_acuta_HIv1_PredGene_31847_t,0,0,0,1,1,0
Pocillopora_acuta_HIv1_PredGene_g19471.t1,213,201,134,147,186,155
Pocillopora_acuta_HIv1_PredGene_g8701.t1,202,201,150,53,37,45
Pocillopora_acuta_HIv1_PredGene_g10987.t1,0,22,48,16,17,24
Pocillopora_acuta_HIv1_PredGene_g22961.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7673.t1,160,275,123,121,221,133
Pocillopora_acuta_HIv1_PredGene_19455_t,0,0,0,0,20,0
Pocillopora_acuta_HIv1_PredGene_g10181.t1,0,0,0,3,0,3
Pocillopora_acuta_HIv1_PredGene_g7734.t1,0,0,0,4,12,8
Pocillopora_acuta_HIv1_PredGene_g11308.t1,22,82,32,43,66,38
Pocillopora_acuta_HIv1_PredGene_g1950.t1,60,68,57,42,43,25
Pocillopora_acuta_HIv1_PredGene_g28162.t2,3,0,2,4,0,14
Pocillopora_acuta_HIv1_PredGene_g26240.t1,0,0,0,0,0,4
Pocillopora_acuta_HIv1_PredGene_g12935.t1,356,200,290,132,68,194
Pocillopora_acuta_HIv1_PredGene_g26251.t1,264,316,257,82,167,121
Pocillopora_acuta_HIv1_PredGene_g8422.t1,0,0,0,5,2,0
Pocillopora_acuta_HIv1_PredGene_g12770.t1,146,120,98,35,60,45
Pocillopora_acuta_HIv1_PredGene_g6049.t1,5,4,7,5,5,5
Pocillopora_acuta_HIv1_PredGene_g17315.t1,1519,888,975,585,395,551
Pocillopora_acuta_HIv1_PredGene_g20660.t1,1,2,0,0,1,3
Pocillopora_acuta_HIv1_PredGene_g1971.t1,118,124,111,56,119,99
Pocillopora_acuta_HIv1_PredGene_g29010.t1,49,98,41,21,69,29
Pocillopora_acuta_HIv1_PredGene_g16653.t1,0,0,0,0,1,2
Pocillopora_acuta_HIv1_PredGene_g23874.t1,0,0,0,4,8,0
Pocillopora_acuta_HIv1_PredGene_g19473.t1,87,47,74,3,21,19
Pocillopora_acuta_HIv1_PredGene_g27705.t1,459,472,317,232,228,193
Pocillopora_acuta_HIv1_PredGene_g22559.t1,0,0,0,2,1,1
Pocillopora_acuta_HIv1_PredGene_g16247.t1,0,0,0,2,4,0
Pocillopora_acuta_HIv1_PredGene_g31348.t1,990,1233,762,1420,1908,1839
Pocillopora_acuta_HIv1_PredGene_g21823.t1,87,45,70,39,33,35
Pocillopora_acuta_HIv1_PredGene_g7598.t1,0,0,0,0,0,16
Pocillopora_acuta_HIv1_PredGene_g17515.t1,162,544,107,137,511,236
Pocillopora_acuta_HIv1_PredGene_31170_t,0,0,0,0,1,0
Pocillopora_acuta_HIv1_PredGene_30569_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32292.t1,388,352,436,108,138,143
Pocillopora_acuta_HIv1_PredGene_18467_t,8,0,0,8,13,11
Pocillopora_acuta_HIv1_PredGene_g4992.t1,42,43,15,11,17,7
Pocillopora_acuta_HIv1_PredGene_g5645.t1,158,121,77,84,87,76
Pocillopora_acuta_HIv1_PredGene_g8420.t1,2,4,6,5,10,8
Pocillopora_acuta_HIv1_PredGene_g20448.t2,0,0,0,0,20,0
Pocillopora_acuta_HIv1_PredGene_g8246.t2,114,89,0,62,0,28
Pocillopora_acuta_HIv1_PredGene_g8246.t1,349,386,500,347,318,426
Pocillopora_acuta_HIv1_PredGene_g9034.t1,228,100,91,49,22,26
Pocillopora_acuta_HIv1_PredGene_g9079.t1,31,18,29,18,26,46
Pocillopora_acuta_HIv1_PredGene_g20433.t1,63,27,39,82,107,93
Pocillopora_acuta_HIv1_PredGene_g14895.t1,73,46,79,30,47,60
Pocillopora_acuta_HIv1_PredGene_g23876.t1,117,72,95,23,11,49
Pocillopora_acuta_HIv1_PredGene_g7268.t1,366,267,280,91,102,111
Pocillopora_acuta_HIv1_PredGene_g11682.t1,31,28,30,7,10,21
Pocillopora_acuta_HIv1_PredGene_g18335.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28629.t1,0,0,0,5,3,0
Pocillopora_acuta_HIv1_PredGene_g2592.t1,1911,825,776,602,371,422
Pocillopora_acuta_HIv1_PredGene_g7789.t1,11,29,19,12,22,15
Pocillopora_acuta_HIv1_PredGene_g23940.t1,3,0,0,2,4,3
Pocillopora_acuta_HIv1_PredGene_g18187.t1,589,570,488,490,938,978
Pocillopora_acuta_HIv1_PredGene_g4911.t1,0,0,0,2,6,0
Pocillopora_acuta_HIv1_PredGene_g4732.t1,0,0,0,0,4,6
Pocillopora_acuta_HIv1_PredGene_g31413.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14897.t1,0,0,0,0,0,2
Pocillopora_acuta_HIv1_PredGene_g27052.t1,0,0,0,0,0,3
Pocillopora_acuta_HIv1_PredGene_g10230.t1,26,45,37,11,35,23
Pocillopora_acuta_HIv1_PredGene_g25998.t1,371,237,295,192,180,200
Pocillopora_acuta_HIv1_PredGene_5051_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29708.t1,119,89,56,10,9,8
Pocillopora_acuta_HIv1_PredGene_g13216.t1,37,239,39,20,86,19
Pocillopora_acuta_HIv1_PredGene_g13654.t1,3,5,0,4,4,0
Pocillopora_acuta_HIv1_PredGene_g30121.t1,205,118,130,178,243,272
Pocillopora_acuta_HIv1_PredGene_g31789.t1,159,150,131,68,106,116
Pocillopora_acuta_HIv1_PredGene_g17147.t1,325,296,377,63,85,130
Pocillopora_acuta_HIv1_PredGene_g16257.t1,264,119,223,194,124,190
Pocillopora_acuta_HIv1_PredGene_148_t,10,17,30,4,0,0
Pocillopora_acuta_HIv1_PredGene_g27155.t1,181,97,99,24,18,38
Pocillopora_acuta_HIv1_PredGene_g13214.t1,33,0,13,24,0,7
Pocillopora_acuta_HIv1_PredGene_g7310.t1,3,6,12,6,18,5
Pocillopora_acuta_HIv1_PredGene_g28666.t1,133,138,126,70,115,161
Pocillopora_acuta_HIv1_PredGene_g2144.t1,10,23,8,10,19,7
Pocillopora_acuta_HIv1_PredGene_g16083.t1,264,275,233,79,147,103
Pocillopora_acuta_HIv1_PredGene_g16918.t1,10,0,4,3,0,2
Pocillopora_acuta_HIv1_PredGene_g25447.t1,97,39,37,120,22,58
Pocillopora_acuta_HIv1_PredGene_g3866.t1,679,381,535,376,243,308
Pocillopora_acuta_HIv1_PredGene_g23942.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27362.t1,12,34,20,12,14,24
Pocillopora_acuta_HIv1_PredGene_g12121.t2,106,158,240,76,15,11
Pocillopora_acuta_HIv1_PredGene_g23622.t1,176,172,130,65,38,72
Pocillopora_acuta_HIv1_PredGene_g29090.t1,127,75,144,27,42,60
Pocillopora_acuta_HIv1_PredGene_g6744.t1,0,0,0,1,12,2
Pocillopora_acuta_HIv1_PredGene_2616_t,0,0,5,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27520.t1,33,64,50,22,23,20
Pocillopora_acuta_HIv1_PredGene_g7331.t1,816,778,682,706,1489,1211
Pocillopora_acuta_HIv1_PredGene_g7671.t1,58,62,52,13,26,18
Pocillopora_acuta_HIv1_PredGene_g10232.t1,58,69,60,52,84,46
Pocillopora_acuta_HIv1_PredGene_g3079.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9307.t1,100,54,130,94,178,192
Pocillopora_acuta_HIv1_PredGene_g6071.t1,18,6,19,24,9,26
Pocillopora_acuta_HIv1_PredGene_g14653.t1,204,70,105,37,22,48
Pocillopora_acuta_HIv1_PredGene_g29092.t1,0,0,0,6,0,8
Pocillopora_acuta_HIv1_PredGene_g31979.t1,134,120,128,42,96,85
Pocillopora_acuta_HIv1_PredGene_g3864.t1,46,38,36,17,14,10
Pocillopora_acuta_HIv1_PredGene_g24784.t1,8,31,7,27,22,21
Pocillopora_acuta_HIv1_PredGene_g15698.t1,17,24,34,3,4,0
Pocillopora_acuta_HIv1_PredGene_2532_t,4,4,0,10,12,20
Pocillopora_acuta_HIv1_PredGene_g16553.t1,0,0,0,0,6,0
Pocillopora_acuta_HIv1_PredGene_g21657.t1,188,56,72,120,110,114
Pocillopora_acuta_HIv1_PredGene_g2320.t1,12,48,0,13,11,9
Pocillopora_acuta_HIv1_PredGene_g6846.t1,231,203,175,161,255,206
Pocillopora_acuta_HIv1_PredGene_g11219.t1,733,983,558,853,913,941
Pocillopora_acuta_HIv1_PredGene_g30369.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14939.t1,595,894,516,889,1582,1225
Pocillopora_acuta_HIv1_PredGene_g7312.t1,45,37,21,13,3,9
Pocillopora_acuta_HIv1_PredGene_g29366.t1,166,152,145,90,83,105
Pocillopora_acuta_HIv1_PredGene_g25445.t1,30,23,10,406,83,158
Pocillopora_acuta_HIv1_PredGene_g797.t1,86,97,52,19,28,21
Pocillopora_acuta_HIv1_PredGene_g11725.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g21080.t1,39,44,15,13,42,15
Pocillopora_acuta_HIv1_PredGene_g6844.t1,762,1152,728,316,524,418
Pocillopora_acuta_HIv1_PredGene_g1331.t1,0,0,0,0,34,0
