"","X1101.2.gtf","X1548.2.gtf","X1628.2.gtf","Sample4.2.gtf","Sample5.2.gtf","Sample6.2.gtf"
"MSTRG.47811",351,326,418,14,14,9
"MSTRG.47818",95,51,45,26,20,25
"MSTRG.47819",455,415,532,8,6,3
"MSTRG.20914",173,192,174,25,19,12
"MSTRG.20915",406,273,434,7,10,16
"MSTRG.20916",234,180,160,11,0,10
"MSTRG.20917",150,89,141,0,6,14
"MSTRG.20918",128,151,246,11,19,20
"MSTRG.20919",527,877,593,18,28,11
"MSTRG.46495",0,1,2,28,26,21
"MSTRG.46496",380,551,284,12,25,15
"MSTRG.46491",610,639,343,11,22,21
"MSTRG.46490",398,316,294,6,0,8
"MSTRG.46493",66,74,140,4,0,0
"MSTRG.46492",10,6,0,20,23,15
"MSTRG.46499",1014,1091,1027,19,16,22
"MSTRG.27214",67,81,70,3,15,16
"MSTRG.54060",2026,2360,1352,28,11,19
"MSTRG.17570",478,604,547,70,74,84
"MSTRG.14044",114,46,235,40,14,18
"MSTRG.10745",559,305,197,13,24,7
"MSTRG.14041",11,30,20,17,27,13
"MSTRG.10743",810,1067,769,35,49,49
"MSTRG.14042",289,255,327,14,12,14
"MSTRG.10748",24,15,10,9,8,22
"MSTRG.10749",539,496,628,15,20,7
"MSTRG.13214",0,0,0,13,18,30
"MSTRG.13211",0,0,0,17,24,30
"MSTRG.13210",9,30,46,6,13,11
"MSTRG.13219",10,30,17,6,9,13
"MSTRG.47366",0,0,0,20,13,12
"MSTRG.47367",276,285,107,44,50,52
"MSTRG.47361",260,146,200,3,6,0
"MSTRG.47362",94,116,51,6,8,22
"MSTRG.47363",17,9,21,13,0,7
"MSTRG.47368",4,46,19,16,23,8
"MSTRG.53509",581,404,476,56,46,41
"MSTRG.53508",3,53,31,4,13,0
"MSTRG.16993",54,171,126,8,7,0
"MSTRG.16992",347,258,137,11,12,8
"MSTRG.16995",1368,884,684,90,77,88
"MSTRG.16994",845,1598,782,9,5,10
"MSTRG.16996",368,341,170,19,14,18
"MSTRG.16999",129,153,312,11,7,9
"MSTRG.53500",34,18,10,11,5,3
"MSTRG.53502",53,277,292,15,10,8
"MSTRG.53505",26,111,60,15,13,16
"MSTRG.53504",37,110,56,14,11,15
"MSTRG.53507",58,272,345,21,20,29
"MSTRG.53506",204,554,487,22,24,22
"MSTRG.19353",126,44,31,9,6,10
"MSTRG.19350",46,58,40,16,18,33
"MSTRG.19356",133,176,167,0,10,11
"MSTRG.19357",145,71,105,15,27,9
"MSTRG.19355",170,118,131,9,18,17
"MSTRG.2255",0,0,0,46,17,24
"MSTRG.2256",0,0,0,23,11,12
"MSTRG.2257",0,0,0,42,15,16
"MSTRG.17029",1010,945,859,79,62,71
"MSTRG.17026",46,22,55,0,5,0
"MSTRG.17027",737,576,376,56,48,50
"MSTRG.17024",569,465,383,39,44,41
"MSTRG.17025",53,63,113,0,5,3
"MSTRG.17022",172,47,125,31,25,38
"MSTRG.17020",181,129,112,16,13,25
"MSTRG.17021",25,16,37,20,8,22
"MSTRG.16379",6,0,2,23,42,45
"MSTRG.32608",13,0,20,65,20,59
"MSTRG.16376",14,25,14,50,40,62
"MSTRG.52670",461,331,321,31,32,36
"MSTRG.52671",0,0,2,12,12,16
"MSTRG.52675",2,0,0,16,15,11
"MSTRG.45438",8,11,17,10,17,8
"MSTRG.45439",15,10,2,6,16,19
"MSTRG.45436",4967,3128,2469,119,48,111
"MSTRG.45434",16,7,9,12,17,11
"MSTRG.4960",12,2,0,27,21,16
"MSTRG.4963",33,22,11,8,4,0
"MSTRG.4964",7,0,0,18,15,20
"MSTRG.4969",405,246,301,21,0,5
"MSTRG.27154",93,128,100,11,16,11
"MSTRG.20800",21,22,15,29,11,14
"MSTRG.20801",141,196,164,9,6,14
"MSTRG.33538",7,16,0,11,15,7
"MSTRG.33539",15,4,9,33,47,31
"MSTRG.51378",663,664,601,30,23,21
"MSTRG.51374",25,4,7,20,15,7
"MSTRG.51375",1280,865,723,40,31,31
"MSTRG.51376",3248,2301,1323,78,53,50
"MSTRG.51377",263,164,157,4,4,9
"MSTRG.51370",91,114,72,9,14,16
"MSTRG.51373",19,19,3,28,33,49
"MSTRG.8649",1236,1079,839,48,50,54
"MSTRG.8648",235,231,150,5,4,8
"MSTRG.3616",0,0,62,23,30,16
"MSTRG.8646",42,42,69,0,5,0
"MSTRG.3612",0,0,2,17,20,19
"MSTRG.9112",21,37,101,10,8,21
"MSTRG.9113",0,6,0,15,17,14
"MSTRG.9111",35,11,65,6,13,12
"MSTRG.3369",85,105,31,11,8,7
"MSTRG.3368",4,12,4,12,15,15
"MSTRG.35793",2537,3397,1707,0,9,7
"MSTRG.46808",13837,11942,13036,18,11,9
"MSTRG.46809",454,384,471,0,0,14
"MSTRG.43874",4,0,0,42,14,25
"MSTRG.43876",50,33,31,14,20,27
"MSTRG.43877",251,168,145,11,10,17
"MSTRG.46802",3,64,8,30,23,32
"MSTRG.46803",244,153,185,34,29,23
"MSTRG.46801",432,529,419,58,52,55
"MSTRG.47017",117,90,140,8,8,13
"MSTRG.51591",14,16,16,2,2,2
"MSTRG.51595",7,5,0,35,18,14
"MSTRG.51597",30,0,0,26,21,13
"MSTRG.6324",237,229,134,58,67,76
"MSTRG.38338",0,2,0,36,34,14
"MSTRG.34546",5,112,0,0,21,17
"MSTRG.40807",42,0,116,13,2,8
"MSTRG.50423",30,20,24,0,1,4
"MSTRG.50422",66,101,48,17,18,18
"MSTRG.50420",77,72,75,18,24,25
"MSTRG.50427",199,93,154,24,21,37
"MSTRG.50425",177,220,187,10,11,10
"MSTRG.50424",45,29,15,0,6,7
"MSTRG.53992",1983,957,573,49,25,57
"MSTRG.53993",257,198,163,6,0,0
"MSTRG.53990",66,69,20,39,38,44
"MSTRG.53991",81,83,39,27,28,19
"MSTRG.53997",2402,1037,763,46,46,34
"MSTRG.53994",0,0,0,31,13,14
"MSTRG.6328",81,43,47,22,22,14
"MSTRG.13647",861,561,471,484,305,367
"MSTRG.24567",1821,6226,2029,76,80,105
"MSTRG.15056",0,3,0,36,30,29
"MSTRG.6849",39,13,30,32,32,24
"MSTRG.10269",628,644,406,44,44,32
"MSTRG.10268",2553,2556,1380,33,28,30
"MSTRG.10264",401,362,674,6,16,12
"MSTRG.10267",1880,1334,790,61,47,83
"MSTRG.10266",27,28,24,21,36,34
"MSTRG.10261",53,74,157,0,0,0
"MSTRG.10260",159,101,77,15,12,0
"MSTRG.42456",29,15,17,51,42,43
"MSTRG.13645",98,51,144,0,0,4
"MSTRG.5765",0,0,0,22,22,29
"MSTRG.5764",0,0,0,17,16,13
"MSTRG.5767",0,0,0,14,11,19
"MSTRG.5766",0,0,0,46,25,31
"MSTRG.5760",78,34,92,22,11,17
"MSTRG.5763",0,0,0,36,35,33
"MSTRG.5762",0,0,0,14,15,12
"MSTRG.33340",608,510,394,38,20,22
"MSTRG.42452",4332,6394,2154,161,127,181
"MSTRG.36195",49,47,22,10,5,5
"MSTRG.37176",286,233,128,22,41,27
"MSTRG.37177",5550,4086,7256,0,4,9
"MSTRG.37174",17,19,17,28,20,13
"MSTRG.37175",17,7,11,16,7,25
"MSTRG.37172",0,0,0,23,57,79
"MSTRG.37171",0,0,0,35,103,103
"MSTRG.33345",2071,1724,1108,40,39,47
"MSTRG.37178",0,0,6,30,22,16
"MSTRG.37179",563,551,230,11,17,11
"MSTRG.7727",3651,4520,2518,85,67,64
"MSTRG.7726",236,291,158,39,41,57
"MSTRG.25292",464,401,236,34,27,24
"MSTRG.7723",0,0,0,41,28,36
"MSTRG.33347",1073,953,621,40,49,38
"MSTRG.7721",4,0,0,21,12,19
"MSTRG.7720",0,20,0,20,20,30
"MSTRG.33346",1545,1356,1079,53,36,49
"MSTRG.7729",68,151,93,19,29,40
"MSTRG.24563",204,189,245,13,6,14
"MSTRG.18470",0,10,0,38,33,19
"MSTRG.44246",176,156,111,19,10,17
"MSTRG.18473",33,0,4,24,14,11
"MSTRG.18474",12,0,4,16,33,28
"MSTRG.18475",12,0,6,12,13,19
"MSTRG.18476",0,0,0,20,23,22
"MSTRG.30929",322,189,267,22,28,32
"MSTRG.44248",196,74,115,17,13,22
"MSTRG.30927",37,54,120,7,14,9
"MSTRG.6231",6,5,9,35,23,37
"MSTRG.28815",14,29,0,19,13,25
"MSTRG.6235",4,0,5,29,25,31
"MSTRG.6238",46,96,66,40,51,49
"MSTRG.6239",46,89,61,33,28,34
"MSTRG.7182",8,33,27,22,22,17
"MSTRG.7180",138,91,0,42,39,32
"MSTRG.13086",0,0,2,64,34,61
"MSTRG.33217",86,88,139,9,11,7
"MSTRG.33216",599,499,605,13,9,0
"MSTRG.33215",676,544,604,19,10,18
"MSTRG.33214",667,390,562,8,7,14
"MSTRG.33213",1807,1601,1073,42,22,34
"MSTRG.33212",426,395,345,4,18,0
"MSTRG.33211",520,634,324,31,26,29
"MSTRG.33210",539,2347,1972,201,162,198
"MSTRG.33219",169,350,196,3,3,9
"MSTRG.33218",567,500,402,16,9,32
"MSTRG.42918",0,0,0,30,20,30
"MSTRG.42910",152,121,122,16,0,0
"MSTRG.42911",8504,6991,6973,12,11,19
"MSTRG.42912",1420,981,1024,166,102,140
"MSTRG.42913",319,289,237,11,11,15
"MSTRG.42914",22,62,32,65,43,73
"MSTRG.42915",728,534,609,8,0,0
"MSTRG.42916",401,215,249,12,14,37
"MSTRG.42917",25,36,51,13,0,14
"MSTRG.27887",57,35,109,22,14,40
"MSTRG.27886",21,31,17,25,41,20
"MSTRG.44421",0,129,71,0,20,18
"MSTRG.44424",0,0,0,32,19,17
"MSTRG.8987",3,0,0,30,21,22
"MSTRG.8982",0,0,0,16,11,11
"MSTRG.8980",24,23,11,67,36,27
"MSTRG.8981",46,30,25,132,67,59
"MSTRG.6843",0,19,33,13,15,6
"MSTRG.40492",653,637,326,57,63,55
"MSTRG.8328",0,0,0,25,12,16
"MSTRG.8329",0,0,1,26,16,22
"MSTRG.8322",0,0,0,32,21,35
"MSTRG.8323",0,0,0,14,21,13
"MSTRG.41699",71,132,83,19,12,8
"MSTRG.491",96,65,85,6,8,6
"MSTRG.490",26,19,12,3,11,5
"MSTRG.31107",0,58,8,54,96,65
"MSTRG.31106",3,22,5,23,47,24
"MSTRG.31100",0,0,0,23,18,21
"MSTRG.499",0,0,0,24,13,12
"MSTRG.498",2401,2248,1025,88,109,108
"MSTRG.12959",280,229,212,12,4,7
"MSTRG.12958",239,253,185,0,0,8
"MSTRG.34882",0,0,0,34,23,35
"MSTRG.34880",0,0,0,38,32,25
"MSTRG.34887",0,0,0,18,11,18
"MSTRG.34886",0,0,0,19,15,22
"MSTRG.34885",103,0,22,21,24,25
"MSTRG.34884",7,1,1,31,20,28
"MSTRG.21883",6,0,10,22,25,21
"MSTRG.12950",128,123,61,9,15,7
"MSTRG.8603",0,0,0,29,30,22
"MSTRG.16673",0,4,0,27,12,21
"MSTRG.19546",214,191,317,12,7,10
"MSTRG.20284",12,11,6,30,35,52
"MSTRG.20282",12,76,22,24,14,10
"MSTRG.20283",215,1249,476,59,56,54
"MSTRG.21709",339,167,154,7,4,11
"MSTRG.36651",347,1057,0,125,382,0
"MSTRG.36658",0,0,0,19,21,13
"MSTRG.30768",47,0,13,34,7,11
"MSTRG.30769",90,140,59,12,0,11
"MSTRG.30766",271,360,255,19,7,14
"MSTRG.30767",25,6,4,55,20,10
"MSTRG.30765",218,213,261,43,37,50
"MSTRG.3898",3,0,0,28,16,24
"MSTRG.30763",95,78,77,4,3,7
"MSTRG.30760",1710,1400,1128,49,49,40
"MSTRG.28374",245,280,87,86,65,81
"MSTRG.28370",32,7,19,14,17,17
"MSTRG.28371",40,288,63,52,30,27
"MSTRG.28372",114,135,163,11,12,8
"MSTRG.28373",1656,1659,2754,87,42,53
"MSTRG.20428",8,9,18,16,6,18
"MSTRG.20429",5112,3235,4477,31,19,30
"MSTRG.20420",1552,1238,864,30,24,19
"MSTRG.20421",259,182,354,21,24,30
"MSTRG.20422",294,218,272,15,15,14
"MSTRG.20423",1022,900,959,10,17,10
"MSTRG.20424",937,1326,926,18,25,21
"MSTRG.20425",687,968,715,14,18,22
"MSTRG.20426",338,607,270,34,28,23
"MSTRG.20427",1485,1512,1636,22,22,53
"MSTRG.13694",742,1005,538,90,77,73
"MSTRG.37387",556,624,890,9,11,10
"MSTRG.17221",6,29,13,28,27,33
"MSTRG.17222",8,19,5,20,12,15
"MSTRG.17223",19,35,19,11,8,7
"MSTRG.16171",41,0,0,11,6,15
"MSTRG.16175",0,0,0,18,11,24
"MSTRG.27810",480,331,719,5,0,0
"MSTRG.27811",122,253,122,0,0,3
"MSTRG.27812",65,50,107,8,6,0
"MSTRG.27813",245,119,169,22,14,21
"MSTRG.27814",24,62,8,13,9,24
"MSTRG.27815",180,287,173,0,12,7
"MSTRG.27817",283,228,255,7,9,0
"MSTRG.27818",219,765,743,38,17,28
"MSTRG.27819",20,17,15,3,2,1
"MSTRG.17596",375,215,287,16,14,21
"MSTRG.17597",41,146,23,11,16,18
"MSTRG.17594",3,9,19,28,21,24
"MSTRG.17592",93,381,112,25,7,15
"MSTRG.17590",2298,1961,1810,42,18,27
"MSTRG.35303",142,368,388,26,25,10
"MSTRG.5243",9,11,3,28,28,21
"MSTRG.5241",1,4,5,15,16,20
"MSTRG.5246",5,3,6,32,24,37
"MSTRG.5247",5,6,19,18,10,15
"MSTRG.17599",172,123,218,22,22,25
"MSTRG.28591",0,35,98,16,24,22
"MSTRG.28592",1,0,0,17,12,13
"MSTRG.31599",0,0,0,31,22,16
"MSTRG.25559",387,341,447,89,66,68
"MSTRG.25558",0,0,0,24,18,30
"MSTRG.25554",388,595,573,0,5,0
"MSTRG.25553",5,1,3,18,17,13
"MSTRG.37230",17,25,170,0,2,3
"MSTRG.29423",80,98,62,17,12,24
"MSTRG.29422",174,130,40,12,15,15
"MSTRG.29420",642,570,286,54,39,50
"MSTRG.29427",73,82,67,12,0,11
"MSTRG.29426",509,587,241,33,31,24
"MSTRG.29425",8,128,12,26,10,24
"MSTRG.29424",106,34,28,10,2,4
"MSTRG.20639",255,117,164,0,5,6
"MSTRG.29429",51,15,18,0,0,4
"MSTRG.29428",133,131,37,71,27,35
"MSTRG.20638",62,45,56,40,23,26
"MSTRG.19150",345,415,372,35,38,61
"MSTRG.35688",354,893,99,13,17,19
"MSTRG.32710",8,8,0,27,25,17
"MSTRG.11330",107,0,98,18,17,15
"MSTRG.809",8,13,13,20,28,23
"MSTRG.15525",0,0,0,21,13,30
"MSTRG.15527",0,0,0,19,14,31
"MSTRG.23241",13,10,22,39,31,31
"MSTRG.23240",466,342,543,23,25,21
"MSTRG.23243",562,340,235,148,183,162
"MSTRG.23242",246,92,190,9,7,19
"MSTRG.23244",193,114,46,9,9,6
"MSTRG.23247",753,568,564,46,22,38
"MSTRG.23246",100,83,23,108,115,104
"MSTRG.23248",557,586,512,21,13,14
"MSTRG.24733",93,83,66,17,11,11
"MSTRG.24734",584,435,290,14,14,15
"MSTRG.24735",146,63,121,0,11,7
"MSTRG.24736",765,984,1435,4,6,7
"MSTRG.24737",479,434,105,11,9,31
"MSTRG.24738",940,1234,876,41,24,36
"MSTRG.24739",1,0,0,34,34,20
"MSTRG.41014",500,490,276,18,14,24
"MSTRG.4249",506,642,324,31,39,42
"MSTRG.26391",0,0,0,23,17,18
"MSTRG.26393",332,201,320,11,10,15
"MSTRG.26395",256,271,289,10,3,6
"MSTRG.26396",248,219,236,22,21,14
"MSTRG.26397",222,228,196,51,17,35
"MSTRG.26398",346,316,414,17,17,11
"MSTRG.26399",51,68,44,0,10,5
"MSTRG.27799",704,668,442,17,10,16
"MSTRG.4243",317,728,303,29,14,21
"MSTRG.4242",105,164,128,89,35,60
"MSTRG.25655",198,270,50,4,6,6
"MSTRG.49038",18,8,20,25,53,49
"MSTRG.10463",3872,2659,1895,27,31,23
"MSTRG.10462",52,54,23,0,0,0
"MSTRG.10461",2415,2033,1492,68,45,62
"MSTRG.10460",856,977,716,40,31,24
"MSTRG.10466",1540,882,872,116,96,118
"MSTRG.10465",44,46,39,73,71,79
"MSTRG.10464",124,53,98,219,217,190
"MSTRG.10469",573,357,562,103,91,129
"MSTRG.29100",721,763,446,36,31,22
"MSTRG.49033",0,0,0,19,21,30
"MSTRG.46752",1884,1670,1562,16,15,24
"MSTRG.46750",186,245,214,11,10,13
"MSTRG.46751",20,14,4,13,10,6
"MSTRG.46756",6513,6014,5241,54,65,55
"MSTRG.46754",130,141,52,25,22,29
"MSTRG.46755",27,28,18,0,0,0
"MSTRG.25658",108,107,33,3,6,4
"MSTRG.46759",0,266,0,27,39,15
"MSTRG.25659",7,13,7,25,40,33
"MSTRG.27047",0,0,0,18,17,14
"MSTRG.27042",4,2,3,26,14,21
"MSTRG.27041",0,0,0,28,16,20
"MSTRG.27040",3,0,0,14,22,24
"MSTRG.29107",4,3,0,14,22,11
"MSTRG.27049",0,0,0,36,29,18
"MSTRG.41908",267,213,52,16,26,20
"MSTRG.41909",344,344,203,20,24,7
"MSTRG.41903",25,19,50,15,13,25
"MSTRG.41900",162,202,100,60,37,42
"MSTRG.41901",3048,2684,1417,165,132,204
"MSTRG.41907",0,0,0,13,17,19
"MSTRG.41904",54,46,31,15,20,16
"MSTRG.41905",6,16,0,10,23,15
"MSTRG.17969",363,93,123,14,14,7
"MSTRG.17967",182,232,199,13,10,0
"MSTRG.17966",208,43,294,22,14,12
"MSTRG.17965",3536,2017,1939,15,8,16
"MSTRG.17964",75,15,74,10,16,15
"MSTRG.17963",2913,2935,857,72,44,102
"MSTRG.17962",2258,2021,614,69,39,105
"MSTRG.17961",25,13,8,15,8,5
"MSTRG.28451",0,0,0,23,19,21
"MSTRG.23769",21,59,8,25,17,9
"MSTRG.25711",7,27,22,19,12,25
"MSTRG.25710",430,467,474,12,7,13
"MSTRG.43220",4,0,0,18,13,19
"MSTRG.5034",52,86,62,0,12,11
"MSTRG.12549",24,0,27,6,7,11
"MSTRG.26808",827,729,842,78,44,105
"MSTRG.33054",30,18,26,40,24,36
"MSTRG.33051",373,430,442,10,16,11
"MSTRG.33050",250,274,333,8,9,7
"MSTRG.33053",7,12,4,39,25,39
"MSTRG.38758",0,0,0,18,13,28
"MSTRG.38756",0,0,0,27,20,22
"MSTRG.38755",4,7,0,35,29,40
"MSTRG.38754",0,0,0,19,12,23
"MSTRG.38750",12,12,4,22,19,19
"MSTRG.44620",23,248,117,4,9,4
"MSTRG.44621",5,4,2,28,15,21
"MSTRG.44627",51,22,40,9,5,6
"MSTRG.44629",120,27,57,6,3,3
"MSTRG.40754",2,25,10,13,21,35
"MSTRG.40755",7,1,2,14,44,40
"MSTRG.40756",139,65,92,37,19,43
"MSTRG.40757",7,0,2,13,18,11
"MSTRG.53710",1766,1329,1426,20,11,23
"MSTRG.40759",50,17,27,17,19,11
"MSTRG.53712",1145,1054,603,38,29,58
"MSTRG.53713",137,95,106,11,11,14
"MSTRG.53714",544,117,478,6,8,12
"MSTRG.53716",938,135,576,4,13,26
"MSTRG.53717",21,168,82,43,45,63
"MSTRG.48505",169,466,1182,46,50,33
"MSTRG.48507",32,117,98,11,0,15
"MSTRG.48500",553,1747,620,106,94,87
"MSTRG.48503",28,40,91,25,9,40
"MSTRG.48502",47,43,116,40,32,33
"MSTRG.44998",849,606,659,70,62,64
"MSTRG.44993",29,0,17,48,56,52
"MSTRG.44990",34,182,17,7,9,4
"MSTRG.44991",3,0,0,11,16,11
"MSTRG.44996",1554,1700,1647,45,33,35
"MSTRG.44994",30,24,24,37,34,44
"MSTRG.44995",19,8,6,15,15,10
"MSTRG.40288",904,800,461,48,34,45
"MSTRG.40289",248,231,136,23,13,13
"MSTRG.40283",5,0,0,19,19,18
"MSTRG.40280",11,9,24,8,11,13
"MSTRG.40286",25,0,29,7,13,18
"MSTRG.40287",18,15,54,26,21,24
"MSTRG.40284",704,403,466,25,19,19
"MSTRG.40285",27,20,27,21,49,36
"MSTRG.18878",77,39,41,10,11,13
"MSTRG.18879",1005,1327,1026,20,12,25
"MSTRG.18875",21,22,18,12,14,11
"MSTRG.18876",93,85,47,22,11,13
"MSTRG.18877",25,16,7,11,10,21
"MSTRG.18872",12,7,0,36,38,22
"MSTRG.49641",0,0,0,26,23,23
"MSTRG.3798",13,8,4,13,22,29
"MSTRG.52455",258,198,191,13,19,17
"MSTRG.3792",425,480,295,29,28,22
"MSTRG.3790",325,308,163,15,25,0
"MSTRG.3791",225,76,267,24,13,21
"MSTRG.3796",0,2,2,19,22,30
"MSTRG.3797",1364,1487,1828,225,81,142
"MSTRG.3794",852,1054,677,126,89,126
"MSTRG.3795",357,409,407,18,12,20
"MSTRG.32019",451,371,243,17,6,11
"MSTRG.32016",1673,1164,844,37,23,41
"MSTRG.32014",117,46,39,13,11,10
"MSTRG.32015",120,109,120,26,24,12
"MSTRG.32012",712,799,534,13,8,12
"MSTRG.32013",2079,1493,2541,0,8,6
"MSTRG.32011",201,125,123,7,3,6
"MSTRG.43221",12,8,0,22,20,20
"MSTRG.9839",608,415,466,110,103,141
"MSTRG.52452",462,147,158,8,17,18
"MSTRG.9835",149,48,67,16,10,9
"MSTRG.9837",121,85,73,6,14,37
"MSTRG.9831",220,270,297,0,11,16
"MSTRG.1293",1601,1123,1301,16,20,8
"MSTRG.9833",530,256,191,55,18,41
"MSTRG.2779",112,136,123,32,32,36
"MSTRG.42662",40,27,0,7,6,13
"MSTRG.2776",1297,1270,1190,30,20,23
"MSTRG.42661",118,131,105,29,10,17
"MSTRG.42666",0,0,0,21,31,28
"MSTRG.42667",52,58,23,5,12,26
"MSTRG.3424",0,0,3,24,20,45
"MSTRG.41159",147,205,158,11,15,15
"MSTRG.41158",0,15,4,22,29,17
"MSTRG.41151",330,241,246,19,21,37
"MSTRG.41152",294,208,147,4,19,16
"MSTRG.41155",0,0,0,27,18,19
"MSTRG.41154",2578,1304,1254,36,14,43
"MSTRG.41157",124,59,51,7,4,5
"MSTRG.41156",348,247,316,14,9,18
"MSTRG.42598",0,0,0,15,11,29
"MSTRG.49367",1592,2232,792,32,26,42
"MSTRG.42596",114,73,110,16,32,49
"MSTRG.49363",2084,1143,381,23,27,23
"MSTRG.39832",14,4,5,29,29,31
"MSTRG.39835",1088,916,923,56,40,49
"MSTRG.39834",2,3,2,28,24,52
"MSTRG.39837",7,4,8,66,58,79
"MSTRG.1488",335,381,495,5,6,9
"MSTRG.1489",477,407,285,69,35,44
"MSTRG.45837",14,8,15,10,14,12
"MSTRG.1485",20,55,35,8,18,23
"MSTRG.1486",80,35,36,86,71,97
"MSTRG.1487",37,22,12,19,15,18
"MSTRG.1480",0,2,0,15,15,12
"MSTRG.32264",769,17,465,65,34,66
"MSTRG.50672",37,49,34,4,10,16
"MSTRG.21710",0,0,2,55,44,63
"MSTRG.21713",0,0,21,26,35,45
"MSTRG.50674",110,142,156,0,0,5
"MSTRG.21719",807,640,871,5,7,9
"MSTRG.50678",0,12,4,17,28,21
"MSTRG.50679",1603,733,549,41,32,34
"MSTRG.9301",0,0,0,15,11,21
"MSTRG.9307",521,332,570,29,37,42
"MSTRG.9306",107,150,99,18,10,15
"MSTRG.1157",481,15,12,53,8,11
"MSTRG.1154",519,17,0,51,6,13
"MSTRG.1158",47,354,112,44,41,37
"MSTRG.1159",134,288,123,29,20,23
"MSTRG.44979",480,490,484,24,25,24
"MSTRG.30560",17,16,13,97,84,113
"MSTRG.30562",0,0,0,37,19,20
"MSTRG.34418",0,0,0,15,14,11
"MSTRG.34419",0,0,2,23,14,17
"MSTRG.34414",0,0,2,79,36,67
"MSTRG.34415",10,11,9,22,19,16
"MSTRG.34413",0,0,0,17,19,12
"MSTRG.39167",0,0,0,34,35,34
"MSTRG.39165",36,54,160,38,37,36
"MSTRG.34776",65,43,23,0,0,2
"MSTRG.39163",0,0,0,13,22,25
"MSTRG.6686",0,0,0,13,14,13
"MSTRG.6685",139,96,135,0,0,0
"MSTRG.6684",1481,1941,1339,17,18,22
"MSTRG.6683",186,190,143,4,4,6
"MSTRG.6682",5653,4850,2459,46,65,79
"MSTRG.6689",315,169,174,32,16,10
"MSTRG.6688",1311,1167,1565,4,0,0
"MSTRG.12686",877,541,383,91,55,91
"MSTRG.5488",279,255,250,46,63,78
"MSTRG.5489",1,13,0,14,14,28
"MSTRG.19911",12,9,16,63,23,49
"MSTRG.19912",14,15,0,15,7,20
"MSTRG.19913",49,74,73,4,0,0
"MSTRG.19914",18,19,41,0,0,0
"MSTRG.5487",745,803,531,16,16,24
"MSTRG.23415",0,4,0,14,26,14
"MSTRG.37033",224,183,208,32,18,41
"MSTRG.37031",376,354,338,18,11,23
"MSTRG.37037",221,145,225,28,24,21
"MSTRG.37036",308,300,204,31,14,27
"MSTRG.37034",674,568,473,45,61,80
"MSTRG.37039",806,740,515,104,55,106
"MSTRG.37038",78,93,19,30,16,29
"MSTRG.33055",736,613,588,23,16,33
"MSTRG.26300",10,4,13,9,14,12
"MSTRG.19175",818,373,443,0,3,20
"MSTRG.36928",3,4,0,23,30,23
"MSTRG.36929",0,0,0,15,21,20
"MSTRG.24918",103,69,216,6,7,4
"MSTRG.33059",1126,1630,1184,33,38,30
"MSTRG.33058",10416,7417,6529,49,32,51
"MSTRG.23419",400,398,431,0,10,21
"MSTRG.8132",339,363,360,10,12,0
"MSTRG.8131",412,346,263,12,0,13
"MSTRG.8130",663,915,735,18,23,19
"MSTRG.24911",0,0,0,31,16,11
"MSTRG.24917",34,28,54,5,6,6
"MSTRG.1419",6,11,0,13,19,8
"MSTRG.9769",792,410,278,21,18,28
"MSTRG.18556",0,0,2,11,12,16
"MSTRG.20111",63,189,166,19,17,20
"MSTRG.36076",2036,1493,936,106,91,89
"MSTRG.36070",263,172,11,55,55,34
"MSTRG.36072",68,9,55,11,10,19
"MSTRG.36078",4,4,20,16,18,16
"MSTRG.8825",0,0,0,16,17,21
"MSTRG.8821",22,49,18,5,5,5
"MSTRG.8820",0,0,0,19,21,20
"MSTRG.8823",30,58,47,6,6,8
"MSTRG.8822",3,3,3,24,15,15
"MSTRG.8829",0,5,4,22,26,23
"MSTRG.38759",0,0,2,28,17,34
"MSTRG.22422",208,167,111,29,14,27
"MSTRG.42031",53,65,49,23,22,26
"MSTRG.42030",749,334,296,13,17,18
"MSTRG.22426",228,166,87,8,11,8
"MSTRG.42036",2362,2802,1000,79,65,77
"MSTRG.42034",615,543,705,28,20,17
"MSTRG.35528",626,187,178,74,60,56
"MSTRG.35523",505,377,287,0,12,18
"MSTRG.35522",1148,1406,1334,10,10,14
"MSTRG.35521",1022,631,565,46,30,32
"MSTRG.35520",2623,1657,1425,47,34,51
"MSTRG.35526",241,219,165,66,97,74
"MSTRG.35525",126,625,278,83,99,91
"MSTRG.35524",118,50,38,0,0,3
"MSTRG.359",144,112,93,25,12,20
"MSTRG.352",97,75,114,0,0,2
"MSTRG.353",53,94,91,0,4,7
"MSTRG.350",1856,1392,1866,30,21,38
"MSTRG.351",2162,1872,2041,12,0,10
"MSTRG.356",401,525,673,0,8,10
"MSTRG.357",271,187,180,7,14,11
"MSTRG.354",2052,1747,2012,7,5,11
"MSTRG.355",84,58,80,0,0,0
"MSTRG.37802",915,634,514,37,37,27
"MSTRG.37803",203,189,275,0,11,17
"MSTRG.37800",132,99,101,19,20,25
"MSTRG.37801",73,145,53,20,21,16
"MSTRG.37806",555,732,886,10,6,7
"MSTRG.37807",1706,1287,1250,55,9,45
"MSTRG.37804",228,188,200,0,6,9
"MSTRG.37805",491,437,418,64,8,31
"MSTRG.37809",23,24,21,8,24,23
"MSTRG.23833",7,8,3,25,13,20
"MSTRG.31312",0,2,2,37,31,28
"MSTRG.31313",6,13,36,0,15,13
"MSTRG.46355",0,2,24,11,12,17
