"","X1041.gtf","X1471.gtf","X1637.gtf","Sample1.gtf","Sample2.gtf","Sample3.gtf"
"STRG.16481",570,732,414,100,107,101
"STRG.16485",68,57,95,9,10,18
"STRG.13478",50,23,18,0,5,0
"STRG.3384",43,52,48,0,8,7
"STRG.25",2743,1796,1893,748,794,896
"STRG.24",412,248,352,41,75,86
"STRG.23",287,199,253,212,365,273
"STRG.29",13585,12532,10930,1827,785,1934
"STRG.28",1001,685,714,724,1571,1097
"STRG.8933",307,369,282,360,437,521
"STRG.12716",268,222,213,44,34,38
"STRG.20101",900,2116,710,343,471,287
"STRG.12225",1823,1512,1173,2301,2109,2228
"STRG.14976",5,6,2,11,28,13
"STRG.23708",558,505,437,494,517,518
"STRG.22235",177,199,158,41,52,59
"STRG.22233",193,164,121,58,42,44
"STRG.22232",908,473,735,194,162,213
"STRG.22230",325,422,275,32,59,43
"STRG.7942",255,395,215,45,83,50
"STRG.8934",3130,2925,2423,2240,2713,2581
"STRG.19359",277,351,185,83,91,86
"STRG.5227",119,103,79,29,41,24
"Pocillopora_acuta_HIv1_PredGene_16771_t",0,0,0,79,211,193
"STRG.17305",422,456,328,76,88,103
"STRG.17304",729,592,506,465,805,648
"STRG.762",131,172,176,246,450,475
"STRG.767",381,261,273,106,138,151
"STRG.766",437,443,324,165,152,149
"STRG.768",320,440,363,327,746,515
"STRG.4579",232,251,219,31,35,49
"STRG.4574",41,68,41,77,94,60
"STRG.4570",294,320,316,79,101,114
"STRG.20495",23,10,18,25,40,38
"STRG.20494",84,75,84,12,33,21
"STRG.20496",13,9,22,25,42,38
"STRG.11226",788,418,470,865,1232,1342
"STRG.11227",10406,11986,9686,715,551,706
"STRG.20148",907,671,903,845,653,1141
"Pocillopora_acuta_HIv1_PredGene_g5879.t1",0,0,0,22,12,14
"STRG.22120",516,316,304,77,75,51
"STRG.5602",1450,1419,1267,1605,2328,2282
"STRG.7179",440,640,435,95,187,182
"STRG.7176",162,133,116,187,308,274
"STRG.8303",139,165,95,22,25,27
"STRG.6225",5,8,2,11,37,16
"STRG.6228",9,19,10,34,51,38
"STRG.13398",418,325,331,104,124,107
"STRG.11914",9,8,5,20,18,16
"STRG.11917",29,10,19,69,32,27
"STRG.7798",54,23,22,46,91,70
"STRG.7793",1108,720,600,1069,755,810
"STRG.7790",1031,522,359,1291,879,914
"STRG.7791",219,226,131,248,268,244
"STRG.7797",213,113,204,56,28,29
"STRG.3088",64,180,113,13,17,23
"STRG.1790",1392,1656,1412,1365,2133,2004
"STRG.1793",1643,347,1270,1541,2558,2602
"STRG.1794",375,211,261,430,684,618
"STRG.1799",1177,1494,1386,946,1940,1511
"STRG.3330",252,241,222,73,103,117
"STRG.3332",391,423,506,502,704,714
"STRG.3333",36,26,27,38,40,41
"STRG.22178",309,176,198,42,40,65
"STRG.22176",84,52,69,94,134,102
"STRG.22177",422,409,313,131,145,151
"Pocillopora_acuta_HIv1_PredGene_g18029.t1",0,0,0,24,30,32
"Pocillopora_acuta_HIv1_PredGene_g21493.t1",0,2,0,16,20,12
"STRG.10636",2,0,0,274,186,203
"STRG.10634",21,9,15,965,504,674
"STRG.10635",4,0,0,248,180,218
"STRG.10632",33,51,17,3558,3413,3255
"STRG.10633",41,37,15,5178,4676,4720
"STRG.10630",17,18,0,460,424,414
"STRG.10631",24,0,11,736,461,573
"STRG.5029",567,646,635,139,154,200
"STRG.5026",261,179,154,194,262,218
"STRG.9237",640,328,412,162,44,107
"STRG.9236",179,181,223,46,79,74
"STRG.5796",138,133,113,163,213,215
"STRG.4772",10,5,6,25,21,14
"STRG.4777",2408,2567,2095,2100,3833,3178
"Pocillopora_acuta_HIv1_PredGene_g22439.t1",0,0,0,12,27,15
"STRG.14323",82,77,97,104,259,182
"STRG.14326",4,0,1,34,26,34
"STRG.15059",302,160,203,68,65,70
"STRG.8678",170,150,214,30,53,66
"STRG.8679",19,48,37,69,127,85
"STRG.17568",9,7,7,26,38,44
"STRG.12582",730,646,574,576,834,644
"STRG.12583",392,466,415,123,116,96
"STRG.17563",237,212,145,64,70,66
"STRG.17560",584,399,432,427,405,481
"Pocillopora_acuta_HIv1_PredGene_g31082.t1",0,12,10,16,252,57
"STRG.1008",17,15,9,34,28,25
"STRG.1000",682,463,540,587,709,733
"STRG.1002",89,70,63,18,23,17
"STRG.1003",169,121,196,44,38,58
"STRG.1006",3,4,11,22,18,50
"STRG.18764",1258,716,603,1022,1115,1064
"STRG.18766",3,12,2,15,52,33
"STRG.18760",13,33,21,83,98,69
"STRG.18761",208,221,210,329,394,439
"STRG.18762",515,574,590,156,129,145
"STRG.1308",419,402,357,397,564,428
"STRG.22372",316,307,246,89,125,136
"STRG.22373",3162,2022,2162,2285,2671,2734
"STRG.22371",59,65,55,10,6,19
"STRG.22376",10,13,0,31,56,41
"STRG.22374",244,214,178,47,39,42
"STRG.22375",200,220,219,49,75,59
"STRG.16775",493,281,373,51,35,66
"STRG.16776",115,154,102,22,26,37
"STRG.16779",9,22,13,28,35,27
"STRG.7515",195,143,173,59,62,81
"STRG.8720",107,101,117,21,45,38
"STRG.7517",247,183,186,56,63,78
"STRG.19490",378,161,217,477,303,497
"STRG.19499",259,234,206,57,35,33
"STRG.19146",25,26,18,38,45,30
"STRG.19144",395,469,286,104,197,142
"STRG.19142",281,196,127,306,306,272
"STRG.19140",169,199,96,240,220,174
"STRG.15874",2599,2363,2182,1667,2659,2306
"STRG.15879",127,89,107,24,28,27
"STRG.4988",168,99,114,32,23,35
"STRG.21135",19,6,24,56,17,59
"STRG.21130",392,183,299,403,224,491
"STRG.10347",1715,1411,1366,350,296,379
"STRG.20848",59,54,109,7,3,16
"STRG.3510",368,378,227,269,503,402
"STRG.3515",74,58,57,282,107,351
"STRG.3516",755,342,492,204,147,197
"STRG.268",84,50,75,8,12,8
"STRG.269",509,424,481,99,91,101
"STRG.10969",127,989,263,7,136,55
"STRG.10967",891,802,849,564,1015,947
"STRG.1858",15,6,20,38,26,33
"STRG.20264",2132,1624,1600,3429,2836,3660
"STRG.14049",135,57,97,206,260,352
"STRG.14040",98,94,89,9,35,34
"STRG.14042",194,143,157,69,31,46
"STRG.8537",10738,13143,10285,1741,1735,1954
"STRG.8536",352,142,190,56,38,55
"STRG.11531",1652,1198,1166,558,311,400
"STRG.8532",9,28,31,33,62,54
"STRG.23767",155,146,97,150,187,195
"STRG.23764",396,168,335,78,46,114
"STRG.23763",436,267,315,86,79,113
"STRG.6074",606,270,328,467,617,452
"STRG.6076",1759,1455,1341,535,671,563
"STRG.6077",116,115,142,38,41,55
"STRG.23186",141,132,116,108,178,159
"STRG.21857",1316,1343,947,2443,1988,2524
"STRG.21854",56,82,39,156,165,147
"STRG.21853",408,272,273,252,393,375
"STRG.21858",7,8,7,21,20,15
"STRG.19572",63,69,62,75,74,84
"STRG.15822",60,121,85,114,167,196
"STRG.13559",33,24,19,41,41,47
"STRG.16566",345,351,315,349,521,380
"STRG.3434",119,70,106,111,139,134
"STRG.6648",229,211,226,85,97,99
"Pocillopora_acuta_HIv1_PredGene_g3204.t1",0,3,0,21,26,32
"Pocillopora_acuta_HIv1_PredGene_g4667.t1",0,0,0,30,19,172
"STRG.5617",190,115,120,178,220,187
"STRG.6934",148,91,74,18,35,29
"STRG.5619",226,241,170,62,68,99
"STRG.5618",137,109,156,142,182,175
"STRG.17583",83,93,57,107,103,115
"STRG.9066",1180,1163,862,306,471,356
"STRG.9065",808,713,566,621,956,926
"STRG.9069",20,111,66,95,222,134
"STRG.15672",49,32,67,9,11,12
"STRG.17805",105,114,139,34,33,36
"STRG.17708",93,82,109,12,19,23
"STRG.17884",222,125,141,238,380,268
"STRG.17887",94,67,50,124,76,123
"STRG.17889",244,124,237,44,39,60
"Pocillopora_acuta_HIv1_PredGene_g2984.t1",0,0,3,21,12,15
"STRG.14289",214,159,119,24,11,21
"STRG.14288",407,140,170,78,30,34
"STRG.14285",1291,1447,832,221,204,178
"STRG.14284",1019,1199,874,808,1041,1027
"STRG.14281",92,65,76,87,125,115
"STRG.8733",1059,763,859,246,281,393
"STRG.8732",963,788,774,142,172,185
"STRG.8739",237,523,391,314,1314,717
"STRG.3617",110,140,88,27,29,30
"STRG.3618",331,248,231,291,365,465
"STRG.8885",409,563,324,1122,982,1136
"STRG.15923",111,53,96,12,15,14
"STRG.6670",1502,1500,1387,1350,1582,1681
"STRG.6671",169,201,200,45,59,61
"STRG.2569",104,154,124,32,39,16
"STRG.17719",287,196,195,59,91,66
"Pocillopora_acuta_HIv1_PredGene_g23991.t1",0,0,0,39,20,32
"STRG.872",300,141,231,40,37,57
"STRG.871",141,118,130,36,25,21
"STRG.876",402,221,466,592,416,864
"STRG.5935",221,254,417,435,468,785
"STRG.5932",94,117,95,207,456,321
"STRG.13717",157,118,111,373,171,235
"STRG.11719",12,23,11,0,0,0
"STRG.11716",4856,6147,4577,520,456,437
"STRG.11714",946,1142,1007,255,258,293
"STRG.11710",670,709,485,758,819,826
"STRG.22654",93,101,208,160,190,433
"STRG.22657",1111,1451,895,1179,1343,1197
"STRG.19262",2258,1924,1579,1802,2136,2094
"STRG.19260",397,382,420,76,123,131
"STRG.20654",16,10,12,19,19,39
"STRG.20653",28,42,41,40,77,108
"STRG.20650",1594,1434,1217,2198,3516,3367
"STRG.3436",131,128,90,33,43,37
"STRG.21305",98,89,109,24,15,13
"STRG.18103",1380,1275,1227,592,560,676
"STRG.23682",14825,10357,13156,19534,15278,26068
"STRG.23688",482,369,243,378,464,411
"STRG.7268",305,213,119,62,43,65
"Pocillopora_acuta_HIv1_PredGene_g22104.t1",0,0,0,496,655,696
"STRG.7262",2041,1996,1871,1786,2661,2563
"STRG.7263",653,637,536,188,199,185
"STRG.24087",137,94,101,114,246,189
"STRG.24085",1465,1650,981,6845,4753,5819
"STRG.24083",183,240,194,21,34,43
"STRG.17665",4,5,0,11,59,35
"STRG.23539",487,374,269,441,422,349
"STRG.23538",2889,1883,1854,418,259,390
"STRG.23537",115,218,146,23,39,41
"STRG.19015",270,288,281,77,101,99
"STRG.9918",462,403,367,338,516,509
"STRG.2743",792,259,852,180,63,213
"STRG.11708",1275,1137,1039,322,383,433
"STRG.11707",42,39,82,8,16,7
"STRG.11700",352,299,337,240,387,379
"STRG.11702",145,147,107,122,200,199
"STRG.4861",294,285,320,252,480,355
"STRG.4860",13101,19617,10600,46128,65718,55089
"STRG.4863",126,124,121,34,29,27
"STRG.4865",112,79,59,138,243,213
"STRG.4866",155,55,120,158,158,173
"STRG.4868",680,515,640,767,1241,1405
"STRG.20416",254,207,206,258,226,276
"STRG.20410",225,155,176,313,581,472
"STRG.5400",326,665,644,78,139,120
"STRG.5401",217,101,120,36,22,32
"STRG.5402",457,608,530,149,217,168
"STRG.5405",23,24,37,3,7,5
"STRG.5408",63,27,39,82,107,93
"STRG.5409",16,6,15,105,110,126
"STRG.2830",93,59,91,22,19,25
"STRG.2834",6,10,3,15,13,33
"STRG.8384",82,84,108,95,100,163
"STRG.8387",5755,4547,5216,681,1102,1075
"STRG.14746",149,109,171,147,147,185
"STRG.14740",241,225,248,254,401,350
"STRG.14749",3,18,6,32,34,25
"STRG.15292",190,143,176,49,43,67
"STRG.15290",589,637,504,708,908,979
"STRG.15297",6949,7798,7019,1094,1911,1555
"STRG.15296",2956,2406,2430,737,610,785
"Pocillopora_acuta_HIv1_PredGene_21536_t",0,2,14,39,84,24
"STRG.7715",146,227,263,32,43,43
"STRG.8969",114,79,93,18,19,31
"STRG.3002",65,87,46,15,22,13
"STRG.16679",1285,827,953,208,167,288
"STRG.16671",105,88,91,24,36,32
"STRG.16672",132,106,120,14,12,14
"STRG.16673",59,31,84,6,0,0
"STRG.12749",276,274,187,81,117,99
"STRG.12743",18441,19832,17318,5056,9213,7283
"STRG.12744",6876,7370,7793,1512,1685,2429
"STRG.12745",21,23,40,36,39,82
"STRG.23336",457,625,373,113,184,154
"STRG.1718",47,38,29,53,51,67
"STRG.5878",500,656,569,117,176,187
"STRG.5872",65,54,65,48,94,107
"STRG.17107",722,170,212,114,62,67
"STRG.19657",753,658,609,517,676,589
"STRG.19654",412,361,357,268,532,408
"STRG.23802",21,26,25,4,2,4
"STRG.23801",44,34,44,57,51,61
"STRG.13906",69,55,40,91,126,102
"STRG.13900",151,121,144,251,357,469
"STRG.21401",799,1034,823,995,1401,1259
"STRG.21400",3305,3876,3321,789,969,1284
"STRG.21409",954,772,577,1356,1460,1442
"STRG.18303",8,12,13,62,55,60
"STRG.18307",123,140,143,9,26,23
"STRG.3824",971,784,728,718,747,885
"STRG.3825",3399,4502,2186,1050,982,825
"STRG.3828",15,16,12,21,30,26
"STRG.20753",256,173,176,50,36,37
"STRG.20750",108,33,56,118,104,200
"STRG.20757",134,68,109,15,20,19
"STRG.11504",117,104,100,22,26,37
"STRG.23082",443,471,404,162,235,204
"STRG.23086",4995,4851,5037,834,661,904
"STRG.24125",269,203,202,73,90,61
"STRG.24126",287,344,362,88,141,157
"STRG.24120",61,26,25,80,148,78
"STRG.24122",471,472,351,179,166,199
"STRG.23473",2389,2174,2121,671,1127,1005
"STRG.23470",350,323,315,33,104,94
"STRG.23471",900,979,857,346,492,431
"STRG.23474",24,13,22,32,31,36
"STRG.13863",2404,1813,1698,876,834,793
"Pocillopora_acuta_HIv1_PredGene_g11028.t1",0,9,0,41,77,41
"STRG.9827",136,128,161,27,17,35
"STRG.12504",328,347,327,275,369,310
"STRG.12505",145,173,145,13,14,30
"STRG.12500",361,351,257,130,117,136
"STRG.14834",831,568,707,585,786,1052
"STRG.14835",551,480,440,452,815,726
"STRG.14839",446,503,441,609,625,714
"STRG.9881",410,341,264,319,305,338
"STRG.9883",596,404,516,181,222,224
"STRG.19417",47,115,43,82,190,99
"STRG.19416",138,157,148,157,171,227
"STRG.16994",1580,1284,1214,1214,1733,1791
"STRG.9775",92,70,85,145,199,184
"STRG.18739",118,169,144,19,37,29
"STRG.14864",87,29,43,78,102,147
"STRG.16972",874,1076,934,258,439,476
"STRG.16971",207,193,233,41,48,44
"STRG.16970",1169,828,981,365,414,455
"STRG.9794",239,304,204,230,321,400
"STRG.16976",1316,1133,953,2455,4832,3893
"STRG.16975",227,268,228,70,82,90
"STRG.150",426,384,258,321,431,338
"STRG.3599",432,338,330,720,831,819
"STRG.3593",506,626,425,702,985,1034
"STRG.12084",89,63,81,5,0,0
"STRG.11079",711,548,552,234,197,257
"STRG.2643",348,157,164,67,42,50
"STRG.2641",434,350,378,144,130,160
"STRG.8022",162,99,84,194,252,211
"STRG.7036",4987,3777,3740,5012,6980,8265
"STRG.6341",197,194,145,49,50,92
"STRG.6348",286,266,208,243,284,263
"STRG.18841",22,0,18,53,86,42
"STRG.15317",6,3,7,13,12,22
"STRG.15313",1012,849,870,409,429,470
"STRG.15318",225,189,152,42,55,58
"STRG.1694",1201,1355,865,422,596,442
"STRG.973",671,562,569,144,139,192
"STRG.977",843,705,558,691,760,731
"STRG.7964",1346,448,1367,1173,1848,1755
"STRG.22855",181,303,173,57,82,63
"STRG.7963",327,423,381,331,515,496
"STRG.7962",2393,2360,2124,902,1052,1062
"STRG.7969",2007,1135,1426,571,449,625
"STRG.22859",352,435,337,333,431,377
"STRG.3275",473,337,429,493,694,871
"STRG.3276",62,67,106,5,11,18
"STRG.3271",310,264,275,425,381,514
"STRG.3272",122,103,134,595,511,685
"STRG.1528",168,86,102,40,39,37
"STRG.1520",1418,1742,1094,1078,2264,1883
"STRG.18405",206,141,108,22,36,26
"STRG.18400",729,533,487,225,233,270
"STRG.13004",610,445,485,537,648,719
"STRG.13001",97,153,111,186,264,309
"STRG.19750",502,423,377,505,540,605
"Pocillopora_acuta_HIv1_PredGene_g21845.t1",0,0,0,18,181,118
"STRG.11339",3993,3294,3460,5520,10460,9391
"STRG.11335",96,54,89,118,300,292
"STRG.11337",1779,1652,1680,1300,3488,2598
"STRG.11331",136,84,73,288,516,205
"Pocillopora_acuta_HIv1_PredGene_g24403.t1",0,0,0,30,45,75
"Pocillopora_acuta_HIv1_PredGene_g24083.t1",0,0,0,13,26,17
"Pocillopora_acuta_HIv1_PredGene_g5157.t1",0,0,0,34,14,26
"STRG.9578",1154,1073,865,410,463,564
"STRG.9570",350,407,315,83,184,119
"STRG.9575",1863,1649,1733,337,285,338
"STRG.4124",344,234,342,428,1003,813
"STRG.6828",1723,1598,1469,2239,4467,3471
"STRG.14206",49,115,86,228,438,348
"STRG.14205",128,261,131,233,663,406
"STRG.14204",320,263,247,358,327,361
"STRG.14201",214,107,141,154,183,280
"STRG.15152",334,235,238,89,83,92
"STRG.15159",145,215,193,29,59,47
"STRG.17790",415,435,300,552,433,444
"STRG.17793",130,69,99,125,156,180
"STRG.17794",649,458,512,436,588,599
"STRG.17795",229,171,180,51,52,72
"STRG.17798",46,47,55,53,63,68
"Pocillopora_acuta_HIv1_PredGene_g20158.t1",0,0,0,12,16,13
"STRG.1327",199,179,169,60,58,82
"STRG.18646",1495,1527,1152,1230,1883,1549
"STRG.18644",1096,1833,847,2475,1817,2364
"STRG.12312",226,184,184,40,43,32
"STRG.22522",185,243,177,50,48,44
"STRG.22525",60,29,20,7,4,8
"STRG.16542",568,524,349,175,201,169
"STRG.10266",98,45,67,15,16,15
"STRG.20969",1145,1006,807,363,473,451
"STRG.20961",193,190,166,142,181,233
"STRG.20962",155,111,103,184,187,214
"STRG.21381",30,167,47,8,20,11
"STRG.21389",466,489,471,469,579,575
"STRG.3416",595,393,408,140,134,163
"STRG.9408",19,19,0,47,40,51
"STRG.349",86,55,65,247,117,171
"STRG.344",147,113,88,32,24,24
"STRG.346",617,361,565,523,953,790
"STRG.20388",402,67,212,48,11,57
"STRG.11132",134,133,157,18,22,22
"STRG.8272",356,343,266,328,377,346
"STRG.8275",2019,2233,1872,2944,3543,3777
"STRG.8277",60,79,111,88,168,138
"STRG.20030",312,308,292,90,110,143
"STRG.20039",46,38,40,292,536,539
"STRG.20038",1116,954,891,1093,1165,1199
"STRG.18970",166,77,152,38,33,45
"STRG.23607",608,884,498,143,233,158
"STRG.23606",90,19,71,3,12,11
"STRG.6136",69,50,75,62,107,108
"STRG.6131",156,135,135,28,39,25
"STRG.6139",39,24,47,35,97,86
"STRG.7983",123,175,97,100,259,182
"STRG.22955",154,156,141,127,160,183
"STRG.22958",43,63,61,13,9,18
"STRG.1888",673,1001,999,1240,2206,1943
"STRG.1884",149,128,175,42,51,48
"STRG.4941",41705,51802,41096,8362,8583,9006
"STRG.20235",244,293,255,58,49,40
"STRG.20234",287,116,216,55,26,43
"STRG.13219",163,111,118,33,57,34
"STRG.14034",76,41,47,96,109,115
"STRG.11043",516,392,431,427,561,522
"STRG.14036",68,30,38,149,196,206
"STRG.10740",841,761,531,544,873,810
"STRG.10741",1419,1400,1177,1444,1743,1846
"STRG.193",719,715,693,650,947,833
"STRG.196",380,254,266,350,568,517
"STRG.9492",32,52,16,107,127,119
"STRG.19102",451,208,233,81,98,106
"STRG.5484",33,10,46,97,28,124
"STRG.5485",221,281,184,208,289,251
"STRG.9304",207,121,128,50,23,32
"Pocillopora_acuta_HIv1_PredGene_g29881.t1",0,7,4,25,27,63
"STRG.17964",93,41,52,63,138,124
"STRG.17961",534,455,423,34,28,42
"STRG.17968",261,213,227,214,322,318
"STRG.19924",1094,607,1791,195,118,386
"STRG.4350",1811,1807,1648,764,814,969
"STRG.8471",555,481,454,196,226,243
"STRG.8474",492,298,291,147,80,82
"STRG.8475",507,521,534,486,504,573
"STRG.17647",119,87,158,14,17,29
"STRG.1537",1542,1152,1066,1413,2142,1773
"STRG.229",444,516,522,207,219,225
"STRG.14434",233,220,167,197,311,325
"STRG.14435",358,266,222,282,298,305
"STRG.14436",34,41,29,5,8,6
"Pocillopora_acuta_HIv1_PredGene_g10936.t1",0,7,0,17,21,14
"STRG.2162",47,66,40,68,99,61
"STRG.14438",182,161,119,38,44,64
"Pocillopora_acuta_HIv1_PredGene_g17255.t1",0,0,12,73,45,42
"STRG.16366",941,1048,875,679,1361,1036
"STRG.16363",23,19,12,39,52,47
"STRG.3475",363,372,264,107,156,129
"STRG.12879",2395,2344,1611,2173,3654,2498
"STRG.12874",480,320,447,105,66,121
"STRG.12875",52,38,58,5,17,10
"STRG.12872",182,143,130,47,63,38
"STRG.12298",1722,1495,1275,487,809,599
"STRG.12299",553,287,547,161,88,167
"STRG.6449",605,520,333,154,133,148
"STRG.6448",1813,1237,1340,1219,1274,1508
"STRG.12291",1068,875,894,252,80,143
"STRG.6441",342,378,319,354,496,496
"STRG.12297",111,140,137,32,44,43
"STRG.12295",65,240,207,17,49,30
"STRG.2355",473,675,480,841,1238,1137
"STRG.2354",3902,7797,4205,22479,48997,31295
"STRG.8567",50,89,94,147,214,185
"STRG.8562",600,473,464,613,554,638
"STRG.15475",276,302,255,320,381,500
"STRG.15470",50,63,48,85,163,109
"STRG.12124",2547,2292,2116,2127,2222,2421
"STRG.17181",1204,1055,845,906,1791,1099
"STRG.17185",42,62,26,61,276,83
"STRG.17187",37,25,45,104,152,160
"STRG.17189",124,74,107,31,28,22
"STRG.10300",388,455,476,130,182,173
"STRG.23888",196,176,175,67,70,82
"STRG.23887",279,196,186,74,92,98
"STRG.14985",281,314,328,253,338,317
"STRG.14981",323,207,201,31,41,44
"STRG.14982",129,131,103,26,33,25
"STRG.19969",3677,3401,2598,4223,2947,3489
"Pocillopora_acuta_HIv1_PredGene_g31113.t1",0,1,0,32,88,34
"STRG.18386",140,98,60,19,29,38
"STRG.22286",49,80,80,16,12,14
"STRG.22287",900,1249,881,219,434,333
"STRG.22282",218,130,129,174,152,192
"STRG.22283",723,661,643,625,582,665
"STRG.22280",218,140,181,154,193,223
"STRG.22281",2579,1959,2171,1036,884,1154
"STRG.13451",13,31,27,57,240,149
"STRG.13457",972,407,229,2094,2124,1040
"STRG.21950",106,188,81,138,232,203
"STRG.21955",1298,1421,1258,9570,7215,12633
"STRG.22758",181,102,173,56,32,43
"STRG.22757",109,87,149,24,24,25
"STRG.19388",764,743,733,579,721,764
"STRG.19385",84,48,69,47,144,106
"STRG.13980",340,347,270,263,404,337
"STRG.21489",2412,2690,2070,894,1279,1160
"STRG.21485",555,732,423,187,208,218
"STRG.21487",283,326,225,55,74,80
"STRG.19031",484,404,402,175,214,178
"STRG.19030",221,213,240,53,44,54
"STRG.19037",211,228,270,299,546,576
"STRG.19035",459,272,382,115,76,143
"STRG.10185",126,178,116,40,34,26
"STRG.10187",160,171,105,32,64,41
"STRG.21221",192,134,118,174,140,167
"STRG.21223",806,620,600,302,290,307
"STRG.21224",889,584,657,868,1147,1107
"STRG.21227",47,30,42,61,121,117
"STRG.7187",258,234,285,75,65,73
"STRG.7455",74,84,41,170,283,277
"STRG.7454",1193,1403,1349,1074,1437,1469
"STRG.7456",9,9,12,25,23,24
"STRG.7451",309,262,269,71,41,58
"STRG.22869",384,443,302,321,540,512
"Pocillopora_acuta_HIv1_PredGene_g9464.t1",0,0,0,16,24,23
"STRG.6980",1160,995,857,1152,1717,1337
"STRG.6981",279,141,195,219,228,238
"STRG.18478",131,154,156,27,48,28
"STRG.7300",144,107,86,224,261,213
"STRG.7303",30,17,34,46,38,42
"STRG.9801",505,670,525,104,201,149
"STRG.9802",157,155,105,125,206,135
"STRG.9804",215,198,163,176,167,271
"STRG.16915",459,235,242,307,320,468
"STRG.16912",401,360,371,302,420,362
"STRG.5724",221,203,270,66,82,109
"STRG.5720",580,570,484,600,704,616
"STRG.5722",580,930,571,158,215,145
"STRG.5728",723,688,643,461,698,759
"STRG.9117",388,169,326,95,71,119
"STRG.9114",1013,996,1021,1434,1647,1692
"STRG.9115",102,134,64,27,31,16
"STRG.14667",1005,1181,955,2155,2177,2461
"STRG.14663",1906,1885,1702,397,466,565
"STRG.14662",104,109,74,25,34,27
"STRG.15396",220,267,267,60,119,105
"STRG.15395",680,600,621,803,682,756
"STRG.15393",81,80,72,69,99,87
"STRG.9007",82,62,74,80,85,86
"STRG.3764",67,113,66,128,69,164
"STRG.15534",8,24,6,81,20,35
"STRG.16133",2640,2940,2468,860,525,722
"STRG.16131",601,372,463,435,438,556
"STRG.12621",118,221,111,39,45,37
"Pocillopora_acuta_HIv1_PredGene_g19983.t1",0,10,9,108,68,171
"STRG.2497",160,117,60,258,197,211
"STRG.2494",38,52,30,56,66,59
"STRG.1618",67,53,39,11,10,20
"STRG.2491",86,63,71,76,134,168
"STRG.17664",460,504,341,157,104,97
"STRG.2145",21,19,13,0,0,0
"STRG.18485",285,242,177,66,83,98
"STRG.18484",721,601,534,240,336,312
"STRG.10575",572,258,270,451,441,468
"STRG.10572",3027,3352,3212,737,964,830
"STRG.18229",520,732,477,77,119,63
"STRG.18228",990,535,814,264,128,299
"STRG.18221",466,400,397,133,197,174
"STRG.18220",2851,2076,3409,930,755,1379
"STRG.18223",349,461,316,120,176,148
"STRG.18226",219,245,235,66,49,93
"STRG.457",759,798,477,89,65,93
"STRG.453",451,359,545,94,67,76
"STRG.10393",406,285,441,110,65,116
"STRG.20893",411,266,323,307,677,542
"STRG.20892",119,102,90,99,111,119
"STRG.11622",325,201,306,79,101,125
"STRG.11629",265,193,171,179,211,234
"STRG.5221",545,513,444,482,843,659
"STRG.5915",2155,1385,1500,769,554,650
"STRG.5913",147,167,164,119,187,296
"STRG.2371",363,354,266,114,155,126
"STRG.17432",21,14,14,19,50,35
"Pocillopora_acuta_HIv1_PredGene_g4552.t1",0,0,0,34,42,26
"STRG.23227",13,15,11,26,59,27
"STRG.21767",137,129,130,137,233,208
"STRG.12423",808,414,492,165,110,153
"STRG.12422",333,396,313,138,28,78
"STRG.12393",4,5,7,11,18,14
"STRG.19512",416,549,457,542,1001,741
