"","X1041.2","X1471.2","X1637.2","Sample1.2","Sample2.2","Sample3.2"
"MSTRG.8432",585,701,467,851,902,910
"MSTRG.8436",1545,2603,1967,1867,3272,3113
"MSTRG.8435",269,289,196,279,328,292
"MSTRG.757",27,19,22,57,30,52
"MSTRG.4739",57,60,75,16,14,37
"MSTRG.9526",157,139,134,225,241,232
"MSTRG.21791",518,392,447,456,713,562
"MSTRG.21790",75,36,44,126,115,162
"MSTRG.21792",163,156,120,55,69,61
"MSTRG.21795",133,103,88,152,157,166
"MSTRG.21796",292,344,293,96,71,89
"MSTRG.5959",6070,9208,6240,1028,759,986
"MSTRG.5953",131,120,117,52,36,61
"MSTRG.5951",86,73,67,23,13,14
"MSTRG.5957",612,608,582,149,159,159
"MSTRG.6609",248,279,287,69,58,78
"MSTRG.6607",10,5,18,19,20,36
"MSTRG.6606",11,33,21,67,241,146
"MSTRG.7554",397,369,363,517,500,589
"MSTRG.7556",113,103,133,177,195,237
"MSTRG.7553",136,138,129,165,216,221
"MSTRG.23555",41,35,40,16,12,6
"MSTRG.23558",60,46,71,82,92,100
"MSTRG.18266",187,194,127,270,390,362
"MSTRG.18080",85,50,85,135,300,296
"MSTRG.18083",143,84,78,352,523,205
"MSTRG.22351",299,272,285,34,14,39
"MSTRG.22355",458,865,688,139,204,160
"MSTRG.17120",243,356,457,1508,1600,2254
"MSTRG.21965",9,8,6,12,22,24
"MSTRG.17495",303,313,269,85,121,123
"MSTRG.17494",65,105,87,31,20,17
"MSTRG.13932",78,43,70,181,222,231
"MSTRG.13938",198,258,205,444,465,622
"MSTRG.13939",126,186,171,55,42,85
"MSTRG.12045",92,142,88,35,21,24
"MSTRG.12044",343,192,239,469,825,699
"MSTRG.11894",344,316,325,126,123,124
"MSTRG.11897",797,1072,540,213,264,242
"MSTRG.11891",90,238,193,115,674,404
"MSTRG.17728",1461,1235,1272,1290,1490,1550
"MSTRG.17724",13,6,9,27,19,21
"MSTRG.17721",108,16,59,20,3,15
"MSTRG.22099",39,53,51,101,120,126
"MSTRG.3008",406,273,348,146,78,79
"MSTRG.3005",248,253,251,51,10,17
"MSTRG.24876",90,69,80,25,42,32
"MSTRG.24870",7,3,5,13,14,14
"MSTRG.24878",723,802,545,829,987,769
"MSTRG.22329",142,138,118,219,352,305
"MSTRG.11766",225,169,157,89,51,38
"MSTRG.1532",232,184,212,77,94,124
"MSTRG.11764",122,115,123,174,298,230
"MSTRG.11762",346,259,294,357,524,495
"MSTRG.22321",78,97,82,102,189,162
"MSTRG.22325",410,587,381,104,189,192
"MSTRG.9729",1792,1911,1591,2518,4568,3874
"MSTRG.9728",206,241,157,1659,2012,1667
"MSTRG.9725",1114,1450,1182,2029,1550,2230
"MSTRG.9726",1641,1461,1331,2684,3007,2877
"MSTRG.9721",454,435,394,649,1029,824
"MSTRG.2844",76,123,66,36,12,18
"MSTRG.20426",15,11,15,35,34,22
"MSTRG.3820",275,256,161,108,81,91
"MSTRG.3821",1029,799,864,286,326,272
"MSTRG.3823",411,543,321,74,147,67
"MSTRG.3825",40,53,74,105,179,181
"MSTRG.3826",853,655,552,1053,886,953
"MSTRG.14604",2186,2159,1468,2552,3698,2586
"MSTRG.10587",227,238,130,85,78,91
"MSTRG.13052",446,605,448,264,191,210
"MSTRG.13050",475,654,489,1293,1249,1237
"MSTRG.13059",184,162,200,40,55,101
"MSTRG.6376",649,418,552,201,277,232
"MSTRG.6375",184,161,167,500,338,692
"MSTRG.19515",325,283,351,62,65,80
"MSTRG.19512",144,104,166,42,38,58
"MSTRG.19518",604,491,468,934,712,834
"MSTRG.19519",53,35,27,51,98,86
"MSTRG.10085",62,24,31,64,66,57
"MSTRG.7029",198,217,128,233,224,212
"MSTRG.2018",577,480,491,69,60,81
"MSTRG.10081",830,1224,912,1883,2888,2648
"MSTRG.527",206,100,122,18,29,21
"MSTRG.8703",270,135,111,293,375,335
"MSTRG.5243",394,295,308,305,522,451
"MSTRG.842",49,38,31,5,11,3
"MSTRG.840",71,42,41,264,96,159
"MSTRG.20587",764,694,473,204,142,98
"MSTRG.20584",705,777,611,321,380,309
"MSTRG.21188",875,302,862,140,73,163
"MSTRG.5568",771,568,450,197,146,201
"MSTRG.21183",345,262,336,121,167,139
"MSTRG.21236",2648,1955,1416,3353,3538,2755
"MSTRG.21235",1428,1458,1354,1844,1917,2097
"MSTRG.21238",322,263,265,59,72,106
"MSTRG.16034",11,2,7,35,20,24
"MSTRG.16032",7525,8125,6720,1390,1761,1575
"MSTRG.16038",6,19,9,23,28,25
"MSTRG.11568",62,74,59,85,106,94
"MSTRG.6038",223,294,163,83,93,64
"MSTRG.6039",122,199,80,40,43,43
"MSTRG.6034",97,129,114,153,303,252
"MSTRG.6031",70,110,70,23,42,29
"MSTRG.6033",51,32,46,68,86,86
"MSTRG.23698",632,714,637,1061,1262,1147
"MSTRG.23699",469,530,566,186,136,153
"MSTRG.15716",2413,2617,1904,707,1019,831
"MSTRG.15713",2817,2814,2254,3432,4342,3581
"MSTRG.15710",333,332,247,410,333,332
"MSTRG.20916",112,76,128,41,33,45
"MSTRG.20918",195,194,196,49,38,44
"MSTRG.20919",146,114,152,70,36,46
"MSTRG.13214",5,19,12,29,35,28
"MSTRG.13213",74,62,37,12,11,15
"MSTRG.16990",426,629,444,117,162,139
"MSTRG.16997",643,656,775,254,237,255
"MSTRG.16996",82,23,58,11,19,12
"MSTRG.16999",54,61,63,13,8,15
"MSTRG.19350",99,233,84,25,54,23
"MSTRG.19356",332,345,404,143,157,142
"MSTRG.19354",251,411,301,97,156,153
"MSTRG.2256",123,163,162,305,450,487
"MSTRG.2251",301,355,330,403,647,569
"MSTRG.16370",2686,1470,1990,2776,2896,3106
"MSTRG.4960",56,145,94,16,37,22
"MSTRG.4963",1018,850,936,1520,3050,2401
"MSTRG.25870",439,329,334,157,86,157
"MSTRG.9480",390,422,302,126,168,158
"MSTRG.3619",25,25,14,47,31,34
"MSTRG.3618",165,167,163,85,59,59
"MSTRG.9112",70,35,64,166,55,106
"MSTRG.9113",109,177,113,302,280,291
"MSTRG.9110",35,8,14,81,29,57
"MSTRG.4347",943,1213,1082,5163,7459,6832
"MSTRG.4343",97,99,83,86,166,129
"MSTRG.15059",82,54,67,103,132,167
"MSTRG.15058",23,14,28,48,30,47
"MSTRG.15051",32,14,22,73,89,119
"MSTRG.15052",80,78,73,99,84,108
"MSTRG.10269",50,76,39,129,104,79
"MSTRG.19310",335,215,202,284,357,310
"MSTRG.5761",355,320,298,472,892,865
"MSTRG.18474",311,135,245,82,55,71
"MSTRG.6234",4,2,3,23,46,33
"MSTRG.7182",13882,13167,11228,2639,931,2537
"MSTRG.7181",950,630,674,934,1728,1225
"MSTRG.7186",313,345,180,606,506,422
"MSTRG.7185",16744,11272,14251,21003,35222,31465
"MSTRG.8988",387,349,349,482,515,525
"MSTRG.8982",988,753,684,1179,1316,1455
"MSTRG.6843",81,54,43,13,17,14
"MSTRG.8322",45,44,26,55,79,51
"MSTRG.491",180,106,104,55,26,28
"MSTRG.21881",219,138,116,51,17,35
"MSTRG.21880",1373,951,1115,224,167,199
"MSTRG.21884",423,321,289,77,134,112
"STRG.8246",12,6,10,15,22,25
"MSTRG.12956",727,1031,742,1095,2433,1885
"MSTRG.20283",74,18,19,13,4,3
"MSTRG.20428",36,36,22,56,46,40
"MSTRG.20429",45,32,47,48,97,66
"MSTRG.20422",22,25,14,68,71,86
"MSTRG.16176",972,579,637,849,940,911
"MSTRG.16179",167,195,171,302,529,437
"MSTRG.16178",1428,1387,1120,2577,2968,2989
"MSTRG.17597",283,215,267,116,54,101
"MSTRG.17593",84,63,52,7,8,11
"MSTRG.11335",55,94,50,25,23,13
"MSTRG.11330",85,126,79,35,31,26
"MSTRG.23249",231,147,129,185,380,273
"MSTRG.24732",6570,4494,4823,2051,2099,2331
"MSTRG.24737",187,136,118,152,227,217
"MSTRG.24739",160,234,162,71,50,67
"MSTRG.15522",68,33,61,146,121,156
"MSTRG.15528",443,517,426,602,710,686
"MSTRG.17969",212,223,230,76,121,85
"MSTRG.17967",66,61,54,20,15,13
"MSTRG.17963",572,646,641,263,263,348
"MSTRG.23760",59,65,31,78,229,132
"MSTRG.1935",765,664,624,299,285,283
"MSTRG.1930",205,104,78,35,10,12
"MSTRG.1933",475,1093,775,1202,1663,1730
"MSTRG.18874",8865,7995,7445,1915,2534,2511
"MSTRG.18877",360,226,232,102,64,72
"MSTRG.18873",102,54,73,30,23,32
"MSTRG.3798",95,129,120,123,196,190
"MSTRG.3793",138,103,99,35,48,30
"MSTRG.3796",240,380,322,629,1156,1090
"MSTRG.3794",273,398,297,374,491,380
"MSTRG.9835",61,76,61,149,142,189
"MSTRG.9836",148,105,96,37,27,14
"MSTRG.3429",1162,1126,1128,347,233,296
"MSTRG.3421",168,136,194,48,53,71
"MSTRG.1480",57,70,74,83,88,149
"MSTRG.1482",112,76,58,30,39,26
"MSTRG.9307",633,636,485,834,904,1029
"MSTRG.9304",504,363,362,70,69,87
"MSTRG.9309",263,149,171,68,68,59
"MSTRG.1157",136,275,161,274,370,344
"MSTRG.1154",237,231,125,212,386,268
"MSTRG.1155",315,220,184,110,105,112
"MSTRG.1152",268,186,145,32,51,59
"MSTRG.1151",381,376,256,396,509,483
"MSTRG.6686",1169,753,875,359,179,383
"MSTRG.6684",218,218,222,78,49,93
"MSTRG.19919",12,4,13,39,22,28
"MSTRG.9762",225,222,165,66,39,55
"MSTRG.8136",52,39,44,11,21,12
"MSTRG.24231",2,5,3,25,44,27
"MSTRG.8825",26,12,46,5,4,4
"MSTRG.8827",1613,859,1661,513,207,583
"MSTRG.8826",352,292,320,759,707,1007
"MSTRG.8821",565,604,533,955,1022,1026
"MSTRG.352",416,366,341,144,176,177
"MSTRG.350",136,105,125,42,53,56
"MSTRG.356",156,168,126,57,70,51
"MSTRG.17412",70,55,58,14,10,12
"MSTRG.17417",51,87,55,23,12,14
"MSTRG.17418",892,838,888,1593,1610,1658
"MSTRG.11815",490,431,407,608,616,639
"MSTRG.22017",543,646,459,92,76,99
"MSTRG.22016",286,174,178,113,57,77
"MSTRG.22014",178,112,148,24,40,32
"MSTRG.25299",257,285,279,81,100,115
"MSTRG.4533",163,191,122,178,221,251
"MSTRG.25746",464,432,409,418,583,592
"MSTRG.25745",1045,952,1042,980,2642,1667
"MSTRG.25743",687,340,390,146,63,89
"MSTRG.15226",786,1102,732,1136,1659,1482
"MSTRG.11103",266,225,241,118,134,104
"MSTRG.11106",25,26,34,30,52,74
"MSTRG.11105",808,905,944,337,401,397
"MSTRG.26217",9,9,5,37,52,33
"MSTRG.26212",99,47,84,30,19,25
"MSTRG.15483",83,164,93,30,51,40
"MSTRG.15487",262,190,198,498,342,316
"MSTRG.18220",21,37,48,37,81,84
"MSTRG.18222",50,26,29,46,67,76
"MSTRG.14570",108,131,96,41,38,50
"MSTRG.1015",567,652,506,814,1275,1067
"MSTRG.1011",234,143,170,47,35,28
"MSTRG.14688",431,364,320,145,144,151
"MSTRG.14680",35,81,32,101,172,102
"MSTRG.17334",1388,1102,884,252,213,208
"MSTRG.13507",241,179,200,255,294,285
"MSTRG.17330",75,89,84,19,37,27
"MSTRG.4730",17,26,15,40,30,32
"MSTRG.19732",1230,877,757,1122,1409,1153
"MSTRG.2098",925,597,752,952,765,1094
"MSTRG.2099",401,243,301,107,79,112
"MSTRG.19739",1179,988,839,2676,4725,3791
"MSTRG.19661",895,1069,728,1488,1134,1093
"MSTRG.2877",457,325,378,152,100,140
"MSTRG.12549",8,5,9,32,71,37
"MSTRG.16866",190,83,172,38,24,31
"MSTRG.16860",249,171,141,316,322,351
"MSTRG.2633",114,76,76,119,133,141
"MSTRG.2636",1130,878,907,446,438,491
"MSTRG.2637",264,234,231,93,56,46
"MSTRG.2634",198,188,220,76,59,69
"MSTRG.25192",622,709,657,207,278,325
"MSTRG.8779",444,357,414,183,143,193
"MSTRG.596",65,72,45,77,114,124
"MSTRG.4679",44,44,51,62,63,68
"MSTRG.4674",143,120,117,47,42,65
"MSTRG.4672",91,108,124,38,33,33
"MSTRG.5071",153,100,79,233,267,219
"MSTRG.5070",326,295,283,134,130,129
"MSTRG.21104",274,328,256,413,425,517
"MSTRG.21105",287,159,293,364,400,438
"MSTRG.21107",163,173,167,216,216,190
"MSTRG.5691",3045,1510,2130,845,488,911
"MSTRG.5693",329,274,206,457,594,629
"MSTRG.5697",935,689,743,1615,953,1832
"MSTRG.6522",9284,11096,8789,1986,2045,2218
"MSTRG.6523",283,202,197,98,66,84
"MSTRG.6520",26,20,17,164,81,113
"MSTRG.6521",281,208,285,72,110,141
"MSTRG.6527",307,520,444,698,1192,951
"MSTRG.6525",522,598,588,267,227,265
"MSTRG.23616",494,345,336,129,135,158
"MSTRG.23617",20,35,22,56,64,52
"MSTRG.23614",131,40,109,29,13,42
"MSTRG.23610",1639,1957,2009,840,889,1005
"MSTRG.23619",69,51,23,101,71,74
"MSTRG.7344",417,354,323,106,120,132
"MSTRG.7347",106,139,143,319,432,288
"MSTRG.24345",38,15,23,39,32,57
"MSTRG.24346",173,134,173,59,57,60
"MSTRG.20999",148,66,89,38,32,35
"MSTRG.20994",1187,1162,1068,1867,2404,2099
"MSTRG.20990",2584,2137,2033,955,1029,1097
"MSTRG.15978",135,139,130,166,266,302
"MSTRG.15970",376,452,390,137,178,192
"MSTRG.15971",136,140,100,49,42,42
"MSTRG.15976",357,189,170,37,13,14
"MSTRG.25128",130,82,127,160,159,142
"MSTRG.20333",85,85,98,11,14,22
"MSTRG.23971",7,3,19,29,22,35
"MSTRG.12165",112,151,94,33,35,23
"MSTRG.14101",45,49,52,73,112,137
"MSTRG.17608",110,104,94,113,248,191
"MSTRG.3123",560,456,396,207,260,180
"MSTRG.11605",404,319,319,160,132,160
"MSTRG.11600",28,78,32,8,11,11
"MSTRG.22208",166,159,179,38,69,67
"MSTRG.22209",3126,1956,2120,866,963,985
"MSTRG.22207",1230,875,1152,369,566,487
"MSTRG.3691",4,10,5,14,14,22
"MSTRG.7979",391,340,362,159,171,199
"MSTRG.12832",300,211,177,38,38,27
"MSTRG.12836",244,198,190,91,85,126
"MSTRG.12835",321,232,301,90,97,107
"MSTRG.12838",421,284,296,501,343,447
"MSTRG.4473",3023,3522,2988,904,1014,1283
"MSTRG.4474",364,226,184,323,393,397
"MSTRG.4475",246,339,319,122,94,91
"MSTRG.23156",101,55,55,15,6,11
"MSTRG.23150",71,89,65,31,28,32
"MSTRG.3278",173,179,151,52,52,35
"MSTRG.18389",60,50,51,17,13,7
"MSTRG.10156",389,280,353,171,130,152
"MSTRG.10159",805,608,424,224,206,199
"MSTRG.3909",278,311,327,97,103,150
"MSTRG.3904",36,46,34,12,7,4
"MSTRG.3903",472,594,452,159,136,177
"MSTRG.3902",108,114,117,29,25,38
"MSTRG.3901",3933,3977,3273,1553,1630,1622
"MSTRG.14725",424,704,424,91,303,135
"MSTRG.13715",79,36,52,15,12,18
"MSTRG.13710",219,414,277,67,131,139
"MSTRG.13711",480,578,429,906,920,1024
"MSTRG.13713",608,975,639,1890,2642,2469
"MSTRG.13719",14,18,7,23,23,36
"MSTRG.1227",75,57,58,20,29,18
"MSTRG.7107",455,316,312,156,129,188
"MSTRG.7811",37,91,69,93,139,148
"MSTRG.7816",1021,873,670,787,1483,1026
"MSTRG.142",5,8,10,38,32,28
"MSTRG.19912",188,162,158,197,223,262
"MSTRG.12881",1886,998,910,567,389,499
"MSTRG.21800",5032,6021,6833,9146,15248,17366
"MSTRG.21803",1811,1487,1450,803,726,836
"MSTRG.21809",97,119,101,162,216,169
"MSTRG.19917",53,46,30,64,84,52
"MSTRG.19316",788,891,718,1636,1654,1752
"MSTRG.19317",338,318,354,103,104,137
"MSTRG.19311",134,113,118,28,36,45
"MSTRG.4722",7,12,13,72,55,60
"MSTRG.20949",2639,3617,2650,782,722,677
"MSTRG.21377",41,38,50,55,87,62
"MSTRG.21371",43,81,44,18,17,23
"MSTRG.10719",84,67,69,23,28,29
"MSTRG.20946",188,131,135,78,63,64
"MSTRG.6777",13,9,12,25,30,30
"MSTRG.6775",417,319,357,537,573,529
"MSTRG.22776",194,162,154,48,48,46
"MSTRG.22772",139,146,99,50,55,52
"MSTRG.26067",160,321,233,305,620,447
"MSTRG.26064",54,30,40,34,77,117
"MSTRG.26063",93,193,93,176,188,211
"MSTRG.26069",45,117,67,20,21,21
"MSTRG.11442",96,123,83,32,50,39
"MSTRG.11440",30,32,28,49,50,37
"MSTRG.11447",413,170,226,75,29,70
"MSTRG.11444",642,312,344,850,467,688
"MSTRG.16293",543,533,449,680,1292,822
"MSTRG.23421",14,19,13,25,48,23
"MSTRG.20812",2160,2063,1945,2103,3243,2972
"MSTRG.14254",2170,2044,1507,2829,2325,2726
"MSTRG.14255",226,298,225,343,310,424
"MSTRG.13158",63,46,44,15,13,21
"MSTRG.13159",594,435,424,39,25,23
"MSTRG.13154",237,160,178,78,78,89
"MSTRG.12281",1560,1261,1293,565,406,483
"MSTRG.12280",236,263,228,103,124,94
"MSTRG.14877",50,84,84,29,10,20
"MSTRG.19168",5665,5604,5416,2220,1527,2039
"MSTRG.2444",19,17,32,49,34,56
"MSTRG.2443",429,296,388,201,129,177
"MSTRG.4846",130,229,139,151,315,274
"MSTRG.4845",163,104,71,192,154,171
"MSTRG.8120",112,186,129,53,67,61
"MSTRG.8125",197,106,212,91,31,53
"MSTRG.8127",81,113,86,125,203,132
"MSTRG.24902",1842,1552,1435,2756,2360,2612
"MSTRG.24906",102,89,74,25,34,22
"MSTRG.24905",3681,3624,2909,127,102,93
"MSTRG.9652",15,15,19,36,49,25
"MSTRG.9655",176,153,119,32,47,45
"MSTRG.9656",871,831,648,912,1199,1066
"MSTRG.9659",518,495,412,219,243,230
"MSTRG.9658",467,326,387,660,838,868
"MSTRG.1406",547,338,348,187,128,221
"MSTRG.22439",315,354,338,774,789,761
"MSTRG.22436",140,128,117,66,35,56
"MSTRG.22432",165,151,180,40,36,88
"MSTRG.6820",51,59,41,104,143,134
"MSTRG.8769",3499,3865,3460,741,490,666
"MSTRG.15393",90,192,98,26,53,41
"MSTRG.9383",161,101,119,70,28,41
"MSTRG.9386",169,218,153,34,22,39
"MSTRG.18336",249,211,224,103,70,67
"MSTRG.5403",127,167,60,16,37,25
"MSTRG.24452",35,54,42,66,139,118
"MSTRG.11643",209,91,88,58,21,27
"MSTRG.11645",187,73,68,38,22,38
"MSTRG.11646",18,6,3,17,38,25
"MSTRG.10109",404,271,280,142,157,146
"MSTRG.1381",220,193,173,78,78,69
"MSTRG.19200",77,63,33,101,75,95
"MSTRG.2123",686,398,600,1005,869,1267
"MSTRG.2121",359,190,408,697,422,892
"MSTRG.2126",269,129,203,41,38,55
"MSTRG.2127",134,105,119,35,24,21
"MSTRG.20742",122,154,125,174,226,181
"MSTRG.5361",463,411,322,185,107,150
"MSTRG.5360",64,88,74,118,109,141
"MSTRG.25210",99,98,99,152,189,200
"MSTRG.16722",99,51,99,39,14,22
"MSTRG.16721",518,532,366,74,83,64
"MSTRG.16724",21,11,11,18,50,38
"MSTRG.22635",49,90,52,128,187,208
"MSTRG.22634",41,64,46,86,56,86
"MSTRG.22639",404,549,385,698,860,726
"MSTRG.23325",163,142,109,55,58,41
"MSTRG.23329",121,131,68,192,471,257
"MSTRG.24679",83,161,112,196,127,201
"MSTRG.23587",117,228,98,24,44,36
"MSTRG.15400",295,399,365,100,87,104
"MSTRG.15407",112,86,96,39,38,50
"MSTRG.15405",181,182,190,61,57,84
"MSTRG.24588",226,267,148,51,128,63
"MSTRG.24587",9,28,31,40,61,54
"MSTRG.24582",312,124,170,56,37,49
"MSTRG.24581",9809,11917,9325,1983,1730,1970
"MSTRG.17808",284,283,362,119,160,127
"MSTRG.17806",194,245,301,243,400,350
"MSTRG.10631",984,639,758,411,267,427
"MSTRG.12678",298,390,365,387,676,547
"MSTRG.12673",619,418,416,206,176,232
"MSTRG.17116",779,665,561,1113,1090,974
"MSTRG.17118",319,671,331,90,94,80
"MSTRG.3641",222,162,184,42,61,52
"MSTRG.1853",1997,2473,2307,354,536,467
"MSTRG.12413",157,94,116,48,42,47
"MSTRG.18932",153,126,171,44,52,53
"MSTRG.18939",203,158,299,275,286,517
"MSTRG.8086",4,7,11,35,31,27
"MSTRG.514",14,23,8,39,30,23
"MSTRG.3500",532,528,340,134,93,131
"MSTRG.3506",177,135,140,947,416,621
"MSTRG.18065",1821,870,1423,2097,1949,3087
"MSTRG.18064",320,232,232,453,553,527
"MSTRG.18063",80,120,70,12,30,38
"MSTRG.18062",1581,1136,1345,327,447,406
"MSTRG.18060",262,187,121,25,23,27
"MSTRG.18069",968,820,624,1683,1301,1139
"MSTRG.9025",20,9,15,69,25,73
"MSTRG.9028",132,63,69,233,139,176
"MSTRG.1619",106,51,91,21,24,32
"MSTRG.1618",31,21,22,52,50,53
"MSTRG.19814",401,237,224,465,507,476
"MSTRG.19816",879,516,527,205,125,180
"MSTRG.14297",104,65,87,97,123,109
"MSTRG.7617",19,14,24,77,61,118
"MSTRG.16751",842,466,556,320,274,231
"MSTRG.18434",172,95,158,366,270,413
"MSTRG.14761",175,140,121,241,291,299
"MSTRG.9922",135,201,220,32,48,66
"MSTRG.9920",355,301,279,113,116,107
"MSTRG.9929",22700,24555,24537,9381,12856,13970
"MSTRG.17410",356,253,336,135,91,152
"MSTRG.1739",3299,4056,3377,923,851,988
"MSTRG.25923",124,87,78,24,26,27
"MSTRG.6952",8456,9148,7576,2444,1193,2144
"MSTRG.17353",466,246,389,159,112,171
"MSTRG.17355",385,219,227,89,60,63
"MSTRG.17356",632,632,548,693,598,741
"MSTRG.17357",1443,1421,1190,1476,1509,1375
"MSTRG.13878",32,90,37,66,157,90
"MSTRG.21469",587,414,330,685,513,553
"MSTRG.21468",5467,6546,5139,621,394,618
"MSTRG.16087",258,240,258,529,841,798
"MSTRG.25390",64,60,42,17,22,22
"MSTRG.25397",86,121,90,117,199,144
"MSTRG.25396",233,127,121,68,52,57
"MSTRG.17681",581,456,463,1192,1186,1223
"MSTRG.16558",12,21,17,69,103,87
"MSTRG.16550",1089,1113,957,1155,2077,1777
"MSTRG.16552",241,193,217,229,256,285
"MSTRG.16556",43,30,53,11,15,4
"MSTRG.11680",254,224,196,77,103,69
"MSTRG.11682",28,59,56,178,217,177
"MSTRG.22283",133,173,66,16,33,23
"MSTRG.22281",188,282,226,61,93,73
"MSTRG.22289",420,630,530,141,197,224
"MSTRG.11023",135,92,149,14,15,24
"MSTRG.11025",158,135,172,42,67,37
"MSTRG.22867",142,110,111,142,159,174
"MSTRG.26152",364,387,274,465,434,447
"MSTRG.18306",259,235,172,113,95,83
"MSTRG.24425",120,112,109,35,25,41
"MSTRG.24429",205,362,301,25,26,34
"MSTRG.18308",14,12,21,26,39,38
"MSTRG.18309",95,57,62,73,132,142
"MSTRG.3984",115,52,99,21,32,26
"MSTRG.3982",593,498,821,642,898,1161
"MSTRG.3981",223,192,157,405,259,257
"MSTRG.13468",321,210,227,99,85,133
"MSTRG.13464",366,224,307,351,395,461
"MSTRG.6428",18,71,16,44,213,49
"MSTRG.10849",51,23,41,33,102,83
"MSTRG.10840",272,251,238,300,365,357
"MSTRG.10843",591,569,446,1191,1266,1026
"MSTRG.10845",11998,14256,11110,2131,2303,1932
"MSTRG.13794",410,217,264,148,123,124
"MSTRG.13797",973,664,737,325,232,312
"MSTRG.40",7,2,7,15,12,15
"MSTRG.11672",678,533,436,283,230,240
"MSTRG.6859",147,120,154,48,51,52
"MSTRG.6855",626,960,912,1431,2205,1976
"MSTRG.2578",4998,3529,3508,4624,6704,5983
"MSTRG.2574",152,89,97,34,23,35
"MSTRG.6890",470,289,408,429,499,615
"MSTRG.6896",64,22,32,97,77,92
"MSTRG.7892",35,19,20,8,6,5
"MSTRG.7895",168,144,155,78,52,60
"MSTRG.7898",290,199,261,84,105,123
"MSTRG.24663",91,134,65,26,38,28
"MSTRG.11814",92,220,146,173,307,258
"MSTRG.20136",434,359,351,163,171,211
"MSTRG.20134",2819,1679,1769,688,332,503
"MSTRG.22019",369,263,223,330,431,443
"MSTRG.8547",39,79,49,13,12,12
"MSTRG.729",303,220,290,117,117,153
"MSTRG.9499",235,169,210,56,28,53
"MSTRG.25298",58,63,57,46,120,109
"MSTRG.25079",41,48,36,64,86,62
"MSTRG.5130",126,86,57,23,42,22
"MSTRG.5134",274,213,278,129,102,118
"MSTRG.5135",95,105,87,50,35,30
"MSTRG.5136",384,316,405,147,118,163
"MSTRG.5137",979,617,796,399,287,414
"MSTRG.5737",101,123,109,353,422,362
"MSTRG.21665",146,133,102,190,186,245
"MSTRG.21666",15,23,19,69,26,78
"MSTRG.21663",1775,1004,1444,258,87,268
"MSTRG.21669",226,233,221,282,519,426
"MSTRG.5794",176,123,106,181,213,152
"MSTRG.5796",232,105,168,249,198,228
"MSTRG.5790",142,43,210,363,110,466
"MSTRG.5792",187,155,117,330,423,299
"MSTRG.6443",307,311,264,322,521,495
"MSTRG.6445",1305,1013,987,611,570,516
"MSTRG.6446",181,114,152,58,33,42
"MSTRG.5866",164,171,184,57,76,69
"MSTRG.5867",621,500,435,633,731,661
"MSTRG.5868",565,603,664,707,834,858
"MSTRG.7795",1707,1592,1597,387,427,455
"MSTRG.7791",115,62,68,128,86,159
"MSTRG.7422",326,228,252,104,100,113
"MSTRG.8365",732,789,497,856,988,932
"MSTRG.6432",98,123,104,23,32,31
"MSTRG.8368",119,340,201,38,108,64
"MSTRG.8953",44516,55527,45895,12896,9477,12720
"MSTRG.24158",44,39,61,73,93,80
"MSTRG.24153",24,17,24,39,29,41
"MSTRG.20895",505,350,383,678,809,765
"MSTRG.20899",503,494,402,493,649,719
"MSTRG.15835",320,281,257,396,581,565
"MSTRG.15833",198,114,105,262,248,254
"MSTRG.20274",15322,15455,11066,6173,7311,6254
"MSTRG.20277",24,23,25,51,87,56
"MSTRG.20276",921,585,697,1352,993,1279
"MSTRG.5290",23,36,25,79,71,71
"MSTRG.17525",125,132,116,32,27,28
"MSTRG.17523",1033,831,870,455,440,509
"MSTRG.17522",146,149,135,66,37,24
"MSTRG.17529",44,37,37,57,58,83
"MSTRG.22121",123,80,74,134,154,161
"MSTRG.22127",82,106,75,85,234,118
"MSTRG.24989",76,84,42,16,15,13
"MSTRG.12971",441,526,564,60,78,101
"MSTRG.12970",579,715,672,234,305,373
"MSTRG.25582",423,537,368,146,217,177
"MSTRG.23291",245,215,261,384,327,443
"MSTRG.4220",313,283,337,41,31,30
"MSTRG.4225",660,611,465,173,204,203
"MSTRG.25630",213,202,175,90,42,86
"MSTRG.25637",311,321,286,129,126,167
"MSTRG.25634",129,162,118,68,62,32
"MSTRG.2978",231,131,208,332,471,461
"MSTRG.2970",106,144,169,37,53,54
"MSTRG.23743",66,56,49,21,18,19
"MSTRG.15312",273,462,324,99,131,119
"MSTRG.15310",259,236,333,386,587,734
"MSTRG.15311",133,119,73,127,261,220
"MSTRG.21845",245,244,189,265,338,301
"MSTRG.24801",95,135,99,27,23,27
"MSTRG.18530",108,87,87,43,22,45
"MSTRG.1301",493,325,291,463,489,441
"MSTRG.11715",448,476,448,222,220,203
"MSTRG.10056",484,582,503,903,1298,1223
"MSTRG.9801",7,4,8,21,24,29
"MSTRG.10050",38,68,66,87,99,119
"MSTRG.13619",69,87,54,166,156,72
"MSTRG.12569",484,464,407,212,158,151
"MSTRG.12561",2,4,6,19,55,25
"MSTRG.12566",75,74,98,23,42,27
"MSTRG.19284",680,857,572,1267,1853,1511
"MSTRG.18885",524,455,333,466,469,559
"MSTRG.18886",559,675,481,928,1320,1123
"MSTRG.18881",74,57,47,5,10,28
"MSTRG.18880",743,660,665,344,329,416
"MSTRG.7913",60,77,81,23,23,18
