"","X1041.2","X1471.2","X1637.2","Sample1.2","Sample2.2","Sample3.2"
"MSTRG.24972",33,21,13,82,64,109
"MSTRG.22488",545,532,457,31,29,36
"MSTRG.12903",105,158,103,49,34,28
"MSTRG.25592",468,392,365,142,172,185
"MSTRG.25594",576,552,445,205,277,257
"MSTRG.4236",1549,810,872,114,59,79
"MSTRG.4237",756,496,414,942,742,572
"MSTRG.4231",87,130,89,114,332,173
"MSTRG.25626",458,287,297,405,663,477
"MSTRG.25623",17,6,30,33,39,40
"MSTRG.23755",453,637,462,819,2913,1599
"MSTRG.23754",132,109,94,126,185,205
"MSTRG.23758",164,125,122,44,42,49
"MSTRG.15308",113,74,95,35,39,41
"MSTRG.18501",2071,1723,1501,806,735,781
"MSTRG.18505",368,499,327,662,733,628
"MSTRG.18507",334,249,257,113,101,126
"MSTRG.18508",101,99,129,20,23,15
"MSTRG.13624",32,15,19,66,65,49
"MSTRG.13621",1284,1062,915,2212,1399,1584
"MSTRG.13622",8,10,20,44,47,55
"MSTRG.13629",500,550,425,731,889,1003
"MSTRG.14161",62,35,49,14,14,19
"MSTRG.12571",1495,977,920,1666,1858,1673
"MSTRG.12577",49,42,70,9,13,10
"MSTRG.12575",66,94,64,35,24,26
"MSTRG.17901",144,82,101,35,30,36
"MSTRG.17903",59,45,45,17,9,23
"MSTRG.15319",115,81,52,32,21,17
"MSTRG.19293",35,34,46,11,14,11
"MSTRG.19292",26,52,65,12,8,14
"MSTRG.19297",139,103,137,143,230,155
"MSTRG.19295",47,42,46,44,80,79
"MSTRG.2157",201,238,232,258,343,387
"MSTRG.2152",220,99,181,264,228,254
"MSTRG.7929",48,62,56,88,118,101
"MSTRG.7920",39,56,81,89,100,147
"MSTRG.7925",4768,4508,4314,4392,6679,6180
"MSTRG.3203",522,548,628,119,142,235
"MSTRG.9563",221,210,246,233,317,339
"MSTRG.9567",177,206,163,85,66,77
"MSTRG.9569",1623,1370,1063,2752,2241,2322
"MSTRG.9568",264,353,317,326,370,469
"MSTRG.20088",129,159,90,32,24,29
"MSTRG.20086",7,14,7,25,39,21
"MSTRG.20080",1874,2074,1526,2841,2130,2349
"MSTRG.21027",1253,1446,1318,2467,3335,2761
"MSTRG.21026",9,7,13,50,53,45
"MSTRG.21029",49,103,68,27,24,25
"MSTRG.6646",334,299,295,437,452,460
"MSTRG.22647",11124,11479,10296,39646,40707,44056
"MSTRG.22644",1390,1196,1011,1393,1469,1394
"MSTRG.22643",571,782,575,671,1237,818
"MSTRG.11248",703,841,522,186,161,171
"MSTRG.11247",180,317,146,86,83,71
"MSTRG.23510",164,132,207,54,47,54
"MSTRG.23518",127,94,46,24,29,38
"MSTRG.6586",466,262,228,80,60,53
"MSTRG.22500",221,115,167,74,34,55
"MSTRG.14369",1930,1409,1438,727,578,793
"MSTRG.14365",278,321,316,330,429,386
"MSTRG.14361",369,373,383,179,206,190
"MSTRG.14363",385,250,191,418,543,450
"MSTRG.21926",1895,1485,1517,2758,1888,2208
"MSTRG.14989",145,184,102,738,2555,1762
"MSTRG.14984",53,120,48,2003,3355,3155
"MSTRG.14985",25,68,27,588,1424,1299
"MSTRG.25003",40,53,63,57,155,167
"MSTRG.13354",92,128,67,130,130,124
"MSTRG.13351",1769,2744,1780,8716,18799,11787
"MSTRG.19051",67,13,31,123,43,124
"MSTRG.12001",51,63,52,70,106,78
"MSTRG.12004",139,177,123,166,211,249
"MSTRG.19059",739,578,532,331,289,317
"MSTRG.19058",790,535,606,993,1092,1119
"MSTRG.12009",258,290,236,78,80,49
"MSTRG.2319",872,827,990,1093,894,1333
"MSTRG.17181",36,15,24,61,40,66
"MSTRG.16274",385,379,341,160,152,124
"MSTRG.4142",154,181,101,189,232,223
"MSTRG.13972",62,50,65,12,6,29
"MSTRG.13977",242,137,193,66,32,62
"MSTRG.3046",1559,1063,1476,328,119,220
"MSTRG.8015",1366,1409,1026,371,348,365
"MSTRG.8016",73,127,112,41,19,34
"MSTRG.8017",906,585,852,355,236,278
"MSTRG.8019",337,396,251,445,746,589
"MSTRG.3049",41,39,41,69,67,81
"MSTRG.24836",5094,4949,3953,7661,8282,7996
"MSTRG.24834",528,320,363,467,639,630
"MSTRG.9764",248,460,287,102,158,116
"MSTRG.3593",64,55,76,133,212,263
"MSTRG.4065",85,79,58,178,251,197
"MSTRG.4063",219,270,234,285,324,409
"MSTRG.4068",199,193,239,83,71,100
"MSTRG.1680",292,243,362,89,74,140
"MSTRG.1681",89,116,96,140,185,169
"MSTRG.2889",616,574,718,618,906,899
"MSTRG.10093",24,32,36,61,80,56
"MSTRG.10098",551,480,285,181,131,146
"MSTRG.15115",711,2021,1484,160,118,150
"MSTRG.3869",225,206,192,66,56,51
"MSTRG.3865",301,269,319,127,129,137
"MSTRG.18774",34,36,44,10,10,8
"MSTRG.14647",218,209,220,100,122,90
"MSTRG.6338",248,236,298,67,40,59
"MSTRG.6332",454,227,337,89,46,123
"MSTRG.6335",1237,896,576,2172,3091,1548
"MSTRG.19559",371,246,295,117,149,108
"MSTRG.2058",603,536,525,224,183,235
"MSTRG.2059",371,428,395,616,867,642
"MSTRG.2057",128,88,146,36,25,51
"MSTRG.2054",184,119,160,45,78,77
"MSTRG.7987",1094,857,737,1397,1962,1843
"MSTRG.20364",158,166,134,167,201,191
"MSTRG.8451",252,342,293,117,83,89
"MSTRG.8455",353,278,200,90,71,62
"MSTRG.20544",97,111,102,225,368,277
"MSTRG.20541",247,185,131,223,251,236
"MSTRG.20549",311,196,143,98,51,64
"MSTRG.21490",61,96,92,37,27,30
"MSTRG.25325",217,239,238,396,964,788
"MSTRG.25327",188,183,162,212,224,263
"MSTRG.25322",9,9,3,17,19,18
"MSTRG.5523",247,246,178,327,333,317
"MSTRG.5520",918,758,787,960,888,1020
"MSTRG.25492",87,133,89,406,430,448
"MSTRG.9582",107,101,50,197,207,132
"MSTRG.16070",752,492,517,853,1153,984
"MSTRG.16074",226,195,217,74,71,122
"MSTRG.22561",156,170,137,169,301,237
"MSTRG.22567",376,318,235,106,162,128
"MSTRG.22564",421,362,333,165,181,125
"MSTRG.22569",4042,3519,2695,3831,3627,3858
"MSTRG.15752",373,243,284,656,447,516
"MSTRG.15753",4179,4454,3666,1024,582,788
"MSTRG.15754",129,73,81,29,18,30
"MSTRG.15755",384,304,284,135,119,145
"MSTRG.25377",927,854,803,1212,1259,1269
"MSTRG.20950",165,162,129,57,25,43
"MSTRG.20956",126,105,129,58,42,44
"MSTRG.14087",295,401,238,102,68,54
"MSTRG.12708",131,180,116,56,60,60
"MSTRG.13801",124,127,161,47,56,52
"MSTRG.17384",192,150,124,38,38,48
"MSTRG.13805",584,797,581,289,292,278
"MSTRG.17062",3459,4290,3256,7692,14127,11160
"MSTRG.17060",347,272,280,32,37,40
"MSTRG.17061",546,450,496,192,119,204
"MSTRG.17064",210,181,200,90,70,112
"MSTRG.21738",44,56,75,17,15,12
"MSTRG.19395",453,515,333,85,100,106
"MSTRG.19391",83,56,31,69,145,99
"MSTRG.2295",101,104,62,254,243,268
"MSTRG.6163",79,109,80,24,39,18
"MSTRG.18636",2,3,8,15,44,24
"MSTRG.6167",154,263,121,48,82,42
"MSTRG.3656",11,16,15,39,31,53
"MSTRG.3655",61,184,87,83,449,210
"MSTRG.1395",109,129,101,143,132,145
"MSTRG.4925",48,54,35,77,64,62
"MSTRG.4921",222,173,150,46,44,50
"MSTRG.1133",843,237,447,1615,394,1364
"MSTRG.18114",300,130,164,49,28,56
"MSTRG.11068",3544,3992,3356,6544,6134,7256
"MSTRG.17656",152,156,126,148,330,239
"MSTRG.1722",292,346,326,391,613,578
"MSTRG.1729",151,192,152,65,39,46
"MSTRG.32",204,267,184,328,373,306
"MSTRG.5722",37,50,14,47,107,55
"MSTRG.5724",104,164,104,134,234,162
"MSTRG.5727",1317,1618,1040,2051,3301,2593
"MSTRG.5726",24,14,11,34,45,55
"MSTRG.5893",59,20,39,78,83,70
"MSTRG.5895",441,279,282,385,746,618
"MSTRG.7495",67,111,58,21,26,19
"MSTRG.7494",131,100,86,22,14,13
"MSTRG.7493",10,15,11,57,55,51
"MSTRG.14569",202,58,60,34,30,19
"MSTRG.1339",696,1050,601,229,158,167
"MSTRG.25410",750,741,766,949,808,1019
"MSTRG.186",684,138,332,77,25,37
"MSTRG.25750",683,968,711,333,372,418
"MSTRG.450",7,5,5,16,47,41
"MSTRG.452",473,360,381,206,150,185
"MSTRG.17260",710,690,545,892,928,960
"MSTRG.17265",1748,2295,1760,2436,2227,2734
"MSTRG.17267",412,234,323,152,111,163
"MSTRG.17268",768,718,644,302,170,166
"MSTRG.17269",334,195,328,123,80,121
"MSTRG.16521",6257,7120,5961,703,785,731
"MSTRG.12867",148,146,159,26,29,23
"MSTRG.16609",216,158,184,63,44,70
"MSTRG.16605",432,226,405,110,50,116
"MSTRG.12985",1591,1239,1265,717,672,610
"MSTRG.22155",86,51,48,26,24,13
"MSTRG.22152",12403,7586,4713,3045,3122,1934
"MSTRG.22153",169,98,109,64,34,49
"MSTRG.22151",317,282,188,446,288,377
"MSTRG.23204",426,415,319,157,168,206
"MSTRG.23207",2665,2621,2108,831,678,847
"MSTRG.23206",227,92,183,344,235,292
"MSTRG.23200",259,43,114,287,237,216
"MSTRG.11376",6,16,5,29,21,22
"MSTRG.11377",3,10,9,33,54,41
"MSTRG.14407",1729,1043,1446,1787,1589,2082
"MSTRG.24264",248,38,142,35,22,56
"MSTRG.14475",498,628,550,621,824,753
"MSTRG.14295",176,85,102,176,182,193
"MSTRG.17921",1965,1722,1784,2192,2372,2729
"MSTRG.17920",48,93,59,211,336,303
"MSTRG.17926",973,943,758,1539,1889,1469
"MSTRG.17925",31,81,35,78,88,134
"MSTRG.19743",769,939,830,274,360,442
"MSTRG.19742",202,247,211,81,81,90
"MSTRG.19745",116,189,144,49,28,67
"MSTRG.19747",1001,665,818,336,302,402
"MSTRG.19746",182,168,224,48,47,43
"MSTRG.2489",249,160,166,346,379,360
"MSTRG.2733",5727,4772,6826,1527,2044,2225
"MSTRG.2732",12097,8337,17479,3458,4292,6462
"MSTRG.2730",304,319,322,348,356,450
"MSTRG.2738",1055,1085,916,399,471,409
"MSTRG.3284",173,144,118,44,32,35
"MSTRG.3286",73,126,80,27,28,23
"MSTRG.3287",499,399,377,443,533,580
"MSTRG.3288",158,144,100,199,311,206
"MSTRG.9870",896,802,895,2387,1751,3298
"MSTRG.9875",123,103,112,27,27,32
"MSTRG.4889",97,100,81,149,141,188
"MSTRG.20007",187,254,163,67,91,51
"MSTRG.20008",922,699,769,865,1276,1296
"MSTRG.16516",29,57,23,99,129,135
"MSTRG.4770",1441,1042,1062,1610,1735,1820
"MSTRG.4772",232,139,191,188,295,341
"MSTRG.24245",609,368,484,1259,3404,2618
"MSTRG.21750",91,62,80,158,79,111
"MSTRG.1118",282,244,165,288,344,354
"MSTRG.1119",246,148,166,84,90,75
"MSTRG.1116",856,671,683,163,171,184
"MSTRG.1117",350,277,346,510,318,487
"MSTRG.1115",943,715,774,284,286,404
"MSTRG.5917",1571,1097,1287,442,275,484
"MSTRG.5915",2671,1179,1873,769,245,661
"MSTRG.5912",24,4,14,81,23,39
"MSTRG.5911",198,269,202,98,92,113
"MSTRG.10169",61,39,53,78,69,92
"MSTRG.10161",870,735,674,1523,1921,1809
"MSTRG.7518",1209,994,988,1645,2512,2161
"MSTRG.7512",250,229,244,227,423,296
"MSTRG.7513",1114,683,662,1155,1348,1226
"MSTRG.7515",749,747,643,322,244,383
"MSTRG.7516",99,124,86,170,301,212
"MSTRG.8868",17,16,40,42,57,75
"MSTRG.8861",524,518,487,248,272,294
"MSTRG.12400",111,201,129,25,40,42
"MSTRG.16906",80,76,71,24,31,35
"MSTRG.12481",15,8,22,45,39,55
"MSTRG.25082",255,239,200,83,84,78
"MSTRG.23873",566,687,549,986,758,980
"MSTRG.23871",150,107,122,44,33,75
"MSTRG.23876",367,346,248,112,140,125
"MSTRG.23877",2656,1752,1602,3174,3492,3258
"MSTRG.23875",449,487,430,221,222,240
"MSTRG.22050",5304,6242,4654,610,338,438
"MSTRG.17761",118,85,80,29,29,33
"MSTRG.24243",150,46,60,22,18,31
"MSTRG.2837",62,66,71,76,98,85
"MSTRG.16416",190,143,101,50,70,58
"MSTRG.4579",5928,3800,3741,6837,4573,5002
"MSTRG.4571",199,189,151,44,32,42
"MSTRG.4577",52,34,31,163,129,136
"MSTRG.4575",42,21,42,153,157,181
"MSTRG.25703",521,530,382,1054,1109,1197
"MSTRG.25706",5285,4131,4762,774,1105,1079
"MSTRG.25707",41,50,31,11,15,13
"MSTRG.25705",1122,1474,1227,542,449,646
"MSTRG.25709",76,87,94,99,100,166
"MSTRG.2805",83,196,114,49,52,24
"MSTRG.2807",1638,1640,1299,2546,2420,2313
"MSTRG.23010",274,150,214,71,98,97
"MSTRG.15263",18,16,18,26,34,36
"MSTRG.15260",145,140,133,42,71,55
"MSTRG.15261",46,49,38,119,126,145
"MSTRG.15198",283,230,193,353,362,321
"MSTRG.15196",3164,3219,2958,738,840,837
"MSTRG.15197",1506,1477,1359,1567,1990,1722
"MSTRG.24541",49,77,82,180,213,184
"MSTRG.24547",472,504,274,163,178,165
"MSTRG.24546",467,359,324,126,79,127
"MSTRG.24544",550,419,413,697,537,626
"MSTRG.18261",747,308,342,782,663,794
"MSTRG.18263",246,183,203,280,238,260
"MSTRG.1059",29,3,24,55,56,72
"MSTRG.12321",1078,678,785,419,403,440
"MSTRG.6913",1476,857,1038,358,305,364
"MSTRG.6911",340,256,273,52,38,50
"MSTRG.3665",733,475,643,636,969,744
"MSTRG.5375",31,22,34,172,177,234
"MSTRG.1878",11,9,12,26,24,27
"MSTRG.3361",147,142,136,46,56,81
"MSTRG.3368",114,60,55,25,24,22
"MSTRG.18333",819,804,596,206,195,176
"MSTRG.18631",302,209,218,102,81,92
"MSTRG.10203",236,353,277,110,100,126
"MSTRG.18634",127,101,146,164,186,177
"MSTRG.8122",151,161,165,33,43,39
"MSTRG.20635",143,61,67,166,120,161
"MSTRG.20639",152,130,141,224,259,428
"MSTRG.807",466,417,499,106,118,148
"MSTRG.804",509,296,514,112,79,185
"MSTRG.808",162,104,111,143,176,177
"MSTRG.763",216,262,170,44,46,56
"MSTRG.5032",221,305,131,333,523,314
"MSTRG.769",150,179,152,34,69,47
"MSTRG.768",734,506,395,650,745,735
"MSTRG.21274",1234,1062,1029,1103,1144,1250
"MSTRG.21273",87,81,64,40,21,28
"MSTRG.2077",220,160,151,55,49,57
"MSTRG.6074",9,10,8,66,58,79
"MSTRG.6077",99,66,64,21,20,18
"MSTRG.3028",210,126,119,75,51,65
"MSTRG.23658",344,359,300,152,141,136
"MSTRG.23656",242,299,253,112,106,129
"MSTRG.23657",243,171,166,67,71,57
"MSTRG.24383",80,106,64,21,26,18
"MSTRG.14002",25,86,33,9,5,10
"MSTRG.25166",729,518,435,882,659,733
"MSTRG.12121",62,90,109,23,14,32
"MSTRG.19315",167,139,180,242,624,441
"MSTRG.12127",283,243,193,48,38,38
"MSTRG.19318",311,428,567,70,74,92
"MSTRG.2214",156,115,118,161,232,273
"MSTRG.2215",263,197,269,276,274,319
"MSTRG.2218",2360,2066,1693,2932,3129,2992
"MSTRG.23337",179,154,123,34,35,38
"MSTRG.3163",12,14,6,11,25,39
"MSTRG.18199",20,53,18,47,90,64
"MSTRG.11640",123,92,93,40,36,22
"MSTRG.11642",74,40,56,22,18,16
"MSTRG.18192",30,26,40,54,58,61
"MSTRG.18191",140,196,97,239,399,159
"MSTRG.11177",635,575,548,182,259,285
"MSTRG.10192",597,985,507,264,351,231
"MSTRG.15012",76,98,77,29,26,36
"MSTRG.15017",792,789,735,933,941,984
"MSTRG.3943",86,108,130,40,31,24
"MSTRG.3940",396,251,185,360,438,393
"MSTRG.10229",122,61,61,31,19,7
"MSTRG.18433",30,31,33,48,63,47
"MSTRG.14762",152,224,222,276,251,326
"MSTRG.14766",225,194,225,67,68,53
"MSTRG.13751",2336,2068,1946,2405,2240,2466
"MSTRG.6274",77,57,63,83,135,106
"MSTRG.6273",391,208,271,540,539,538
"MSTRG.6893",23,8,19,32,35,32
"MSTRG.19457",531,433,339,238,125,199
"MSTRG.19453",1248,1230,1102,2089,2176,2276
"MSTRG.21840",39,38,50,12,4,3
"MSTRG.21843",2504,2353,1912,2621,3406,3029
"MSTRG.20464",479,354,296,413,546,402
"MSTRG.20460",387,384,384,602,1325,823
"MSTRG.20461",5813,5151,3633,5679,7838,5280
"MSTRG.21593",184,275,243,20,30,29
"MSTRG.21592",1026,1192,737,1561,1318,1401
"MSTRG.21591",72,51,53,14,17,11
"MSTRG.5202",734,498,489,984,1001,794
"MSTRG.16436",35,35,33,44,78,40
"MSTRG.23383",50,22,44,31,82,94
"MSTRG.12014",148,187,169,88,44,49
"MSTRG.21332",212,182,173,101,81,85
"MSTRG.21330",293,347,200,300,388,384
"MSTRG.15416",271,216,304,94,149,120
"MSTRG.16133",11,7,6,19,15,19
"MSTRG.11488",417,385,229,71,38,40
"MSTRG.11489",259,75,146,37,24,27
"MSTRG.16687",102,130,50,21,25,20
"MSTRG.9447",8,11,5,18,24,13
"MSTRG.22738",604,310,347,587,551,515
"MSTRG.22732",106,97,101,22,25,30
"MSTRG.22731",67,52,67,24,17,27
"MSTRG.22736",34,74,62,17,14,22
"MSTRG.22737",224,263,235,272,531,514
"MSTRG.11785",6,6,4,14,13,13
"MSTRG.25765",115,87,62,27,27,27
"MSTRG.24775",470,505,491,164,256,276
"MSTRG.24772",667,588,400,624,657,612
"MSTRG.20859",82,175,117,28,37,23
"MSTRG.25826",4603,4699,3787,7699,9858,9164
"MSTRG.25825",80,71,99,28,13,19
"MSTRG.20856",174,165,133,48,55,38
"MSTRG.20852",3165,5088,4199,420,2477,588
"MSTRG.2829",187,218,133,47,18,24
"MSTRG.24194",363,348,299,122,115,153
"MSTRG.24195",556,436,246,739,713,459
"MSTRG.24197",165,92,91,114,206,165
"MSTRG.10428",179,164,183,206,274,277
"MSTRG.10425",129,228,191,41,20,42
"MSTRG.10421",287,208,154,286,314,333
"MSTRG.10420",1070,969,1001,394,400,573
"MSTRG.14210",10,5,7,37,12,40
"MSTRG.14213",61,41,62,119,58,145
"MSTRG.14216",62,57,56,136,66,153
"MSTRG.14218",308,301,260,387,429,376
"MSTRG.14219",24030,25134,22250,4032,2957,3388
"MSTRG.1971",715,1078,852,306,482,405
"MSTRG.1976",207,115,140,258,169,273
"MSTRG.1979",134,85,112,52,40,36
"MSTRG.8167",1294,1589,1000,2131,2263,1894
"MSTRG.4808",444,430,400,159,126,183
"MSTRG.4803",21,27,17,2,3,5
"MSTRG.4802",158,113,103,30,15,42
"MSTRG.9696",187,143,150,55,71,74
"MSTRG.3469",517,536,532,869,1036,1131
"MSTRG.3462",2339,1518,1710,604,879,728
"MSTRG.3463",515,690,576,210,210,179
"MSTRG.4118",68,67,54,75,90,100
"MSTRG.18551",933,453,1520,243,113,454
"MSTRG.9345",73,119,38,16,24,22
"MSTRG.15603",11,13,11,23,47,24
"MSTRG.5448",292,260,301,442,429,480
"MSTRG.24820",948,520,661,338,305,342
"MSTRG.24821",35,37,30,8,11,5
"MSTRG.5999",317,307,191,87,119,84
"MSTRG.5995",153,307,104,22,39,33
"MSTRG.5993",295,259,184,54,74,63
"MSTRG.11738",112,121,216,14,18,11
"MSTRG.7590",135,144,136,138,210,191
"MSTRG.12660",523,578,385,201,238,226
"MSTRG.4583",6410,5920,5000,11193,14865,13599
"MSTRG.18608",1601,1013,922,1952,2213,2031
"MSTRG.24563",315,288,262,134,100,146
"MSTRG.18603",705,505,414,259,169,152
"MSTRG.18607",326,294,307,374,709,631
"MSTRG.18606",106,127,120,199,211,194
"MSTRG.6493",22,25,24,88,69,119
"MSTRG.9758",431,422,395,203,180,220
"MSTRG.14557",214,122,160,60,56,78
"MSTRG.14555",383,326,273,465,584,521
"MSTRG.311",496,454,388,108,92,99
"MSTRG.1989",507,400,419,192,167,229
"MSTRG.14649",1601,1024,1142,1300,2228,2062
"MSTRG.17457",86,104,76,87,154,127
"MSTRG.17454",1249,2645,2065,371,424,585
"MSTRG.17451",44,35,31,68,102,85
"MSTRG.17450",255,173,235,224,320,318
"MSTRG.11857",135,188,84,44,61,43
"MSTRG.11856",1235,1323,1041,339,337,290
"MSTRG.25259",230,166,255,61,13,56
"MSTRG.16496",127,105,112,37,64,46
"MSTRG.25787",350,717,477,1009,1765,1485
"MSTRG.6962",327,173,232,518,683,624
"MSTRG.22944",414,727,504,106,142,166
"MSTRG.14395",1623,1810,1765,634,811,679
"MSTRG.14390",598,469,371,555,676,563
"MSTRG.13541",56,33,36,50,104,75
"MSTRG.13542",13603,12836,11944,21983,31872,30415
"MSTRG.13545",4,4,4,33,175,30
"MSTRG.17848",380,326,177,661,682,355
"MSTRG.4586",35,86,47,114,203,93
"MSTRG.18976",81,97,90,295,386,491
"MSTRG.2648",314,257,286,502,549,662
"MSTRG.6992",54,109,84,103,170,205
"MSTRG.6990",56,44,88,72,122,177
"MSTRG.2674",670,610,468,856,617,666
"MSTRG.2675",891,967,885,450,275,425
"MSTRG.19081",355,470,354,121,100,156
"MSTRG.550",373,245,319,116,96,97
"MSTRG.8734",1417,886,992,1595,1947,1867
"MSTRG.8730",777,574,544,78,75,94
"MSTRG.8739",251,287,184,53,69,64
"MSTRG.8738",387,489,348,135,115,114
"MSTRG.4632",637,554,560,760,1169,1007
"MSTRG.4635",548,495,453,574,670,683
"MSTRG.4636",326,274,313,125,147,156
"MSTRG.888",222,160,204,79,70,76
"MSTRG.885",62,68,60,17,23,16
"MSTRG.883",381,405,311,102,102,92
"MSTRG.18023",272,187,151,314,352,269
"MSTRG.18022",1040,523,576,375,278,290
"MSTRG.18027",437,342,276,146,146,142
"MSTRG.9068",96,84,75,36,41,33
"MSTRG.9069",250,150,171,291,385,418
"MSTRG.9067",274,334,239,141,137,92
"MSTRG.9065",970,1427,839,1472,2533,2033
"MSTRG.6569",203,242,187,326,582,488
"MSTRG.6386",47,37,18,79,43,56
"MSTRG.6384",89,40,58,15,18,20
"MSTRG.7383",518,444,463,622,769,695
"MSTRG.7387",337,239,258,421,568,524
"MSTRG.15934",56,63,66,15,12,17
"MSTRG.15930",38,42,32,84,113,101
"MSTRG.15939",38,34,60,248,290,350
"MSTRG.10573",700,618,561,1859,2155,2161
"MSTRG.14657",250,239,228,91,79,108
"MSTRG.17390",11,16,35,239,192,302
"MSTRG.18073",958,1075,1098,2900,5246,6155
"MSTRG.16518",5659,7230,5519,2328,1833,2149
"MSTRG.12878",333,114,159,73,79,81
"MSTRG.12877",1161,1418,1072,1672,1581,1903
"MSTRG.12870",242,163,169,76,59,100
"MSTRG.4438",96,151,143,51,31,33
"MSTRG.4432",784,1323,967,1154,1687,1569
"MSTRG.4431",120,100,118,46,37,30
"MSTRG.25425",13743,16718,19112,20498,28071,33744
"MSTRG.25423",225,186,260,65,83,90
"MSTRG.25428",2870,2850,2267,206,149,136
"MSTRG.4384",429,320,376,149,219,176
"MSTRG.4387",163,127,150,310,459,430
"MSTRG.15095",1105,933,923,177,90,126
"MSTRG.15094",229,119,147,46,59,51
"MSTRG.10111",280,204,277,356,447,347
"MSTRG.1263",948,851,683,935,1030,987
"MSTRG.1267",39,35,39,65,68,55
"MSTRG.10809",161,127,104,231,170,156
"MSTRG.10808",43,50,66,13,24,20
"MSTRG.10804",91,63,96,300,165,319
"MSTRG.10807",141,154,94,49,14,36
"MSTRG.10800",17,6,18,78,12,84
"MSTRG.20005",1089,1556,794,1552,2829,1751
"MSTRG.12404",662,679,590,180,171,178
"MSTRG.12402",1068,218,277,1894,836,721
"MSTRG.1845",458,416,399,56,83,94
"MSTRG.1846",251,329,344,85,133,148
"MSTRG.1847",254,443,255,591,869,586
"MSTRG.1841",156,78,96,169,166,205
"MSTRG.7145",8,27,11,48,59,45
"MSTRG.7142",230,247,168,257,373,326
"MSTRG.7141",65,44,63,11,22,15
"MSTRG.6963",1488,1071,1151,1766,2499,2637
"MSTRG.6966",1264,1480,1247,1520,2075,1991
"MSTRG.6964",65,50,33,18,10,21
"MSTRG.20179",178,62,119,341,311,357
"MSTRG.20170",27,100,59,100,366,138
"MSTRG.8508",223,123,198,64,48,87
"MSTRG.8502",419,400,374,675,1194,904
"MSTRG.8507",235,151,210,37,29,60
"MSTRG.8504",197,186,163,33,44,29
"MSTRG.9457",963,1374,775,3391,5356,3744
"MSTRG.9455",490,423,357,153,73,107
"MSTRG.9451",285,240,229,138,112,81
"MSTRG.14820",234,266,169,86,101,113
"MSTRG.5177",390,459,346,198,192,197
"MSTRG.11922",1285,1149,1175,2278,4725,3117
"MSTRG.5288",134,205,121,204,225,247
"MSTRG.5289",243,289,301,366,432,510
"MSTRG.5287",1140,1120,783,1435,1414,1516
"MSTRG.5280",1046,618,724,257,176,265
"MSTRG.6485",122,81,72,28,17,14
"MSTRG.6484",85,120,97,33,44,42
"MSTRG.6482",227,293,301,401,782,616
"MSTRG.5828",2450,1424,1482,741,457,605
"MSTRG.5829",578,596,386,204,212,232
"MSTRG.5823",288,382,288,123,111,133
"MSTRG.5827",645,429,451,61,67,71
"MSTRG.6734",24,17,20,39,59,58
"MSTRG.11406",9,3,4,23,20,28
"MSTRG.11407",840,855,814,1670,1981,1930
"MSTRG.11404",1057,1222,1018,1740,2326,2329
"MSTRG.11402",130,129,142,162,244,209
"MSTRG.7469",76,47,66,9,12,8
"MSTRG.23461",30,6,16,44,23,39
"MSTRG.23467",153,324,174,527,1053,752
"MSTRG.23466",277,220,218,406,346,373
"MSTRG.25670",452,802,421,1101,2354,1431
"MSTRG.15872",197,185,131,43,35,42
"MSTRG.15877",63,68,32,22,18,16
"MSTRG.15876",305,195,221,101,57,101
"MSTRG.15875",4,4,6,13,16,14
"MSTRG.12245",234,156,228,66,55,69
"MSTRG.12246",685,423,499,163,177,164
"MSTRG.12241",263,156,207,279,318,266
"MSTRG.12240",497,379,273,178,148,160
"MSTRG.12248",176,174,140,74,64,57
"MSTRG.14836",80,76,75,27,22,20
"MSTRG.17569",12,29,10,30,75,40
"MSTRG.6364",400,602,427,964,1206,1124
"MSTRG.3754",13,10,4,32,29,19
"MSTRG.24949",14,3,11,40,35,38
"MSTRG.22470",32,48,40,73,72,62
"MSTRG.22477",440,519,344,537,535,493
"MSTRG.22476",1340,1026,757,523,403,430
"MSTRG.12933",416,332,351,968,874,916
"MSTRG.12935",226,196,208,949,978,1385
"MSTRG.9611",190,232,213,61,125,81
"MSTRG.23705",259,211,209,306,342,322
"MSTRG.4193",47,47,73,13,16,17
"MSTRG.4192",75,49,78,22,15,25
"MSTRG.4195",311,199,182,260,274,288
"MSTRG.4196",74,68,60,13,28,16
"MSTRG.4199",32,11,19,28,53,46
"MSTRG.4198",193,129,148,58,47,52
"MSTRG.15684",310,179,174,411,188,315
"MSTRG.10303",151,116,130,53,62,58
"MSTRG.13658",66,27,132,14,13,33
"MSTRG.13656",348,140,243,94,45,81
"MSTRG.13653",21,36,19,39,78,43
"MSTRG.18683",1046,1162,802,1321,1547,1398
"MSTRG.18684",346,213,195,455,432,400
"MSTRG.18689",2216,1740,1610,4343,4015,4877
"MSTRG.6130",7,16,8,18,37,22
"MSTRG.12597",596,395,445,656,542,537
"MSTRG.24255",520,526,451,556,756,766
"MSTRG.1956",61,56,50,71,76,79
"MSTRG.24254",742,1143,915,170,132,146
"MSTRG.1957",236,214,226,281,402,352
"MSTRG.19794",377,465,399,1663,2518,2016
"MSTRG.7263",23,23,17,26,55,42
"MSTRG.7269",177,206,166,229,216,272
"MSTRG.19245",207,145,184,249,278,276
"MSTRG.2167",1636,1133,1002,400,294,349
"MSTRG.2164",317,300,299,125,141,119
