gene_id,1101,1548,1628,Sample4,Sample5,Sample6
g48008,370,300,278,59,60,51
g11823,0,9,0,34,96,19
g48006,636,286,407,58,100,114
g48005,723,607,530,55,108,88
g48004,1541,1097,598,27,57,39
g48003,1063,890,1092,35,55,56
g48002,127,136,98,72,130,92
g48001,15,34,29,67,115,76
g11824,0,0,0,0,0,0
g7524,0,0,0,13,42,40
g24314,1021,490,316,25,56,47
g24316,3,0,0,23,28,24
g7520,16,0,0,0,0,2
g7521,117,0,11,20,8,22
g7522,106,39,66,53,32,41
g24312,0,0,0,27,40,22
g16077,0,0,1,0,0,0
g7528,188,145,438,6,12,3
g7529,71,79,165,3,8,6
g3064,0,0,0,10,19,9
g3067,1,0,0,3,16,10
g3066,3,7,1,18,30,25
g3061,2,3,8,5,6,6
g3060,26,22,0,16,31,10
g3063,0,0,0,11,8,8
g3062,0,0,0,21,28,30
g30130,24,24,0,11,21,0
g3068,3,1,0,26,41,31
adi2mcaRNA25285_R1,0,0,0,21,5,17
g31692,51522,17024,20145,270,191,271
adi2mcaRNA25285_R3,0,0,0,19,29,16
adi2mcaRNA25285_R2,0,0,0,4,15,9
adi2mcaRNA25285_R4,0,0,0,9,24,20
g26229,39,30,54,15,38,50
g26228,1130,1211,809,61,108,90
adi2mcaRNA25285_R9,0,0,0,6,21,13
g26226,202,149,218,49,83,90
g26225,2000,855,738,36,89,73
g26224,3,0,11,11,12,13
g26223,158,130,75,15,23,41
g52953,0,0,0,19,19,26
g52950,0,0,0,15,24,30
g52951,0,0,0,13,29,12
g5962,0,0,0,27,34,18
g5963,0,0,0,12,27,14
g5960,0,0,0,15,12,33
adi2mcaRNA8107_R9,30,10,48,133,220,203
g5966,0,0,0,28,16,20
g5967,0,0,0,19,30,22
g5964,0,0,0,14,30,23
adi2mcaRNA8107_R2,41,26,68,149,250,241
g5968,0,0,0,50,129,26
g50391,0,0,1,9,29,29
adi2mcaRNA8107_R6,34,21,59,128,241,221
adi2mcaRNA8107_R4,44,43,96,174,246,298
g26200,2,0,0,23,34,29
g38710,68,82,4,33,49,40
adi2mcaRNA13008_R0,1578,1020,1278,73,96,113
g49668,0,0,0,4,1,4
g4388,382,328,268,83,122,135
g49664,72,137,29,37,92,44
g4384,515,310,405,33,71,54
g4387,0,0,0,19,57,35
g4381,209,123,38,7,18,3
g4380,0,0,0,3,34,1
g4383,3,0,0,17,17,15
g4382,194,58,14,17,19,15
g54657,0,0,0,20,26,4
g54654,0,3,0,29,40,3
g45178,51,30,26,19,11,15
g14278,15,7,2,60,126,110
g54650,0,0,0,4,13,0
g45174,1058,621,1640,83,126,138
g45175,103,75,108,0,5,6
g45176,949,771,1303,12,11,9
g45177,169,105,213,51,60,64
g45170,0,0,1,6,16,17
g45171,0,0,0,2,15,6
g14273,7,8,0,45,87,75
g45173,9,0,26,16,14,22
g58565,2140,1201,688,196,336,242
g44046,5,0,14,24,26,31
g49347,3023,2014,2319,29,35,31
g7438,2,34,6,13,111,8
g60966,0,0,0,0,4,0
g60967,0,0,0,1,8,2
g60964,0,6,4,1,6,4
g60965,0,3,0,13,27,6
g60962,0,0,0,6,26,15
g60963,0,1119,27,0,12,6
g60960,105,11,1,28,16,2
g60961,0,0,0,0,1,2
g60968,0,0,0,5,34,6
g60969,3,5,16,16,27,19
g7673,0,0,0,21,1,8
adi2mcaRNA5059_R0,622,401,622,30,43,54
adi2mcaRNA14621_R2,19,48,0,57,83,39
adi2mcaRNA14621_R1,18,45,0,58,87,39
g35803,0,0,0,7,12,14
g11179,103,243,114,42,106,64
g11178,0,0,0,26,106,62
g5384,0,0,10,7,12,33
g5385,8,125,40,5,13,19
g5382,13,8,9,10,13,55
g5383,0,12,13,13,24,53
g5381,0,0,0,10,13,28
g11171,2,5,5,25,35,23
g11170,0,0,0,53,95,72
g11173,0,1,0,18,37,25
g11172,0,0,3,20,48,39
g11175,0,0,0,18,40,43
g11174,3,0,0,54,68,61
g11177,78,144,54,43,94,58
g11176,962,204,483,37,49,55
g10882,0,0,0,3,60,93
g10883,56,127,118,9,33,19
g10881,193,89,137,6,11,7
g10886,0,20,45,2,27,31
g10887,75,49,62,3,26,18
g10884,244,548,437,20,110,97
g37085,2,4,1,16,39,32
g10889,4,1,1,31,40,40
g37084,1288,982,1138,44,56,66
g33279,354,183,72,12,27,20
g7434,227,11,0,91,158,24
g7435,0,0,0,7,42,3
g7675,0,0,0,6,0,8
adi2mcaRNA41444_R0,1260,729,1913,17,36,38
g41112,0,0,0,7,21,16
g5038,912,644,903,49,79,65
g5039,607,517,655,32,27,33
g33273,4,0,32,13,19,8
g5034,0,0,1,0,3,1
g5035,0,2,0,4,14,5
g5036,396,321,251,24,49,37
g5037,161,129,142,14,26,22
adi2mcaRNA36693_R8,0,34,10,13,37,16
adi2mcaRNA36693_R9,0,18,7,0,27,16
g39807,0,0,0,2,0,1
g39806,0,0,0,13,43,26
g39805,0,1,1,13,40,28
g39804,0,0,0,0,42,37
g39803,0,0,0,8,23,17
g53381,6,12,14,9,26,22
adi2mcaRNA3710_R9,0,0,0,39,40,8
g39800,1,0,0,3,6,3
g43433,2674,2190,1799,361,572,392
g43432,622,506,235,62,133,98
g21168,1,0,0,18,61,60
g43430,181,164,110,58,111,110
g43437,0,0,0,26,19,27
g53389,1,0,1,5,22,13
g43435,0,0,0,10,15,14
g39808,0,0,0,27,0,8
adi2mcaRNA6051_R0,0,0,0,14,57,56
g41114,2015,910,894,92,168,152
g41115,708,475,573,37,46,32
adi2mcaRNA2572_R2,144,196,63,43,65,58
adi2mcaRNA13292_R4,0,0,0,115,97,181
g60197,0,8,0,13,26,14
g38717,348,140,315,13,8,6
g6603,0,0,0,23,20,22
g6600,8,14,7,217,279,168
g10225,224,201,470,12,15,13
g6606,0,0,0,93,129,77
g6607,0,2,0,46,69,68
g6604,2,0,4,43,43,38
g10221,167,407,133,48,90,87
g6608,0,0,0,31,39,12
g6609,3,0,0,36,57,31
g10228,66,36,25,10,14,18
g10229,0,12,5,5,11,8
g29288,638,526,633,31,31,54
g31868,8,1,3,24,10,19
adi2mcaRNA15683_R0,253,94,182,53,102,72
g31523,0,0,0,10,24,7
adi2mcaRNA4600_R9,5,0,0,47,15,17
adi2mcaRNA16393_R3,28,0,2,14,6,27
g23072,0,0,0,21,12,7
g70980,129,92,104,14,21,16
adi2mcaRNA4141_R3,0,0,0,0,0,0
adi2mcaRNA8000_R0,426,373,512,6,23,15
g29281,16,8,7,16,22,15
adi2mcaRNA18779_R8,0,4,0,71,152,79
g35728,2,0,0,27,16,16
adi2mcaRNA2328_R2,29,9,0,20,8,10
adi2mcaRNA26115_R9,18,13,10,11,22,44
g31865,283,277,341,43,39,65
adi2mcaRNA26115_R4,83,86,28,72,85,86
adi2mcaRNA26115_R2,121,118,273,49,67,57
g35727,3,0,0,13,29,17
adi2mcaRNA26115_R0,308,169,255,34,54,64
adi2mcaRNA26115_R1,10,2,12,26,6,38
adi2mcaRNA354_R1,811,251,252,29,34,24
g31867,228,311,102,29,26,22
g68571,1,0,2,16,23,26
g68570,0,0,0,18,22,17
g68573,0,0,0,10,19,17
g68572,0,0,0,21,34,17
g68575,0,0,0,7,7,14
g68574,0,0,0,23,32,36
g68577,0,0,0,47,70,52
g68576,1,0,0,16,28,24
g32972,1317,879,1494,0,19,13
g32973,824,495,302,44,67,70
g32970,0,3,0,0,17,10
g32971,3723,2410,3159,41,54,72
g32976,82,109,169,26,41,30
g32977,226,395,239,32,34,54
g32974,77,65,40,19,33,24
g32975,389,245,170,68,117,97
g39115,5,0,0,5,8,11
g39114,16,5,8,101,126,108
g39117,0,0,2,40,78,48
g38506,5,0,0,28,46,31
g38614,0,5,0,6,13,9
g39110,12,7,5,14,7,0
g51897,0,23,0,22,62,28
g39119,0,0,0,27,45,39
g39118,0,0,0,27,67,60
adi2mcaRNA31891_R6,0,0,5,83,122,69
g7959,0,0,0,1,2,2
g7958,0,0,0,2,7,5
g7955,0,6,0,9,29,0
adi2mcaRNA31891_R1,5,0,0,17,24,20
g7957,0,0,0,2,7,8
g7956,0,0,0,1,1,1
g7951,28,18,0,8,18,14
adi2mcaRNA40351_R1,142,263,47,30,58,26
g7953,2,5,0,14,15,5
g7952,3,5,0,20,11,2
adi2mcaRNA31891_R3,0,0,0,82,64,54
g52169,16,0,2,39,67,49
g52168,0,0,0,38,54,96
g52167,10,0,0,38,105,101
g52166,4,0,0,47,94,90
g52165,0,0,0,26,40,34
g52161,0,0,2,15,56,39
g27299,84,84,60,20,30,20
g45998,19,0,10,6,15,6
g45999,179,134,212,7,7,7
adi2mcaRNA20384_R0,724,726,1058,16,43,27
g45997,31,12,8,8,10,9
g45993,9,0,4,21,44,40
g45990,0,0,4,9,11,19
g45991,92,26,66,43,83,80
g38616,200,254,283,45,86,57
g30239,11,7,7,89,121,105
g40318,171,67,179,16,18,11
g40313,875,408,572,88,121,108
g40312,73,93,131,38,44,48
g30231,0,0,22,18,37,34
g40310,483,676,816,89,157,143
g40317,594,243,264,24,33,26
g40316,7488,4874,5859,116,90,164
g30235,4,0,0,16,14,19
g23063,56,10,38,57,60,37
g48872,178,80,135,25,30,16
g30915,0,0,0,19,33,32
adi2mcaRNA37533_R4,0,3,3,18,44,42
adi2mcaRNA37533_R5,0,3,17,42,85,82
g69625,13,11,0,34,159,41
g69622,15,10,19,57,61,60
g69623,0,0,0,25,31,36
g69621,90,168,62,29,62,39
g53027,3,0,0,22,27,20
g69629,47,95,35,10,23,22
g19162,0,0,0,4,18,2
g13147,7,0,0,72,24,73
g19160,1,0,0,17,35,25
g16317,1,30,0,0,33,0
g22043,0,31,26,9,52,40
g13143,0,0,0,10,11,6
g13140,0,0,0,9,39,2
g22040,0,0,0,6,27,12
adi2mcaRNA4474_R7,7,2,7,33,58,21
adi2mcaRNA4474_R6,0,0,0,48,23,77
g19168,10,12,4,6,20,17
g19169,5,4,9,42,85,49
g38610,0,13,8,10,18,10
g16319,4,3,0,20,36,27
g22049,0,0,0,14,69,53
g22048,0,0,0,10,48,21
g51551,0,0,0,35,42,45
g39962,43,11,42,13,23,14
adi2mcaRNA13788_R6,17,9,2,11,13,8
g53022,0,0,0,22,20,23
g68518,5,0,1,30,12,77
g15232,194,111,239,17,16,34
adi2mcaRNA951_R0,1376,994,841,26,74,42
adi2mcaRNA39053_R0,154,254,230,19,32,36
g29740,354,191,269,68,86,84
g29743,31,54,36,35,55,33
g29742,0,0,6,13,48,39
g29745,31,57,15,28,57,46
g29744,1324,548,934,45,53,43
g29747,135,468,116,51,66,68
g29746,14,0,4,11,17,13
g29749,178,126,106,20,32,40
g29748,193,118,85,51,109,67
g15231,88,102,124,0,26,13
g53398,0,0,0,5,17,4
g47840,0,0,0,6,14,2
g47841,0,0,0,4,17,5
adi2mcaRNA18329_R0,1764,1317,416,99,184,81
adi2mcaRNA13788_R9,17,13,4,18,31,15
g32037,82,70,67,58,78,69
g38612,4,0,0,14,31,18
adi2mcaRNA12580_R0,3,9,21,16,59,86
g37618,3,0,1,16,12,16
g37619,0,0,0,19,27,45
adi2mcaRNA19051_R8,53,129,179,68,135,106
g37610,3,0,1,21,22,10
g37611,10,0,0,15,2,4
g37612,1,0,0,12,9,3
g37615,115,4,97,55,14,70
g37616,0,0,0,30,24,25
adi2mcaRNA24379_R3,308,352,465,17,18,6
g33768,1172,739,1014,17,59,31
adi2mcaRNA11782_R0,1420,653,1176,84,115,103
g33760,165,102,135,16,15,15
g33761,0,0,0,10,7,15
g33763,0,0,0,8,28,22
g33764,0,0,0,14,17,22
g33765,0,0,0,19,58,49
g33766,0,0,0,5,23,14
g33767,423,260,586,10,31,22
g29853,943,437,801,45,73,53
g40869,0,0,0,3,38,7
g32035,10,14,18,77,82,62
g40861,0,0,0,0,13,2
g40860,0,0,0,0,18,0
g40863,0,0,0,0,1,13
g40865,0,1,0,0,40,3
g24276,40,26,6,34,70,60
g37950,3138,2263,3140,29,22,34
g23794,882,95,353,71,40,89
adi2mcaRNA14567_R1,10,5,11,22,54,41
g15667,4,0,3,7,26,7
g23797,2203,1587,2635,19,24,47
g23790,0,0,0,2,16,6
g41197,0,0,97,0,9,51
g41194,2,0,0,0,0,0
g23793,1327,0,390,13,0,9
adi2mcaRNA14567_R8,4,4,5,23,40,49
g41198,47,168,396,15,70,143
g41199,0,0,7,0,2,7
g23798,772,561,586,45,88,42
g23799,0,8,0,15,28,17
g48874,0,0,0,11,32,34
g68937,0,0,0,9,11,18
g587,0,2,0,25,26,16
adi2mcaRNA14388_R0,5,14,20,27,62,55
g66902,0,0,0,10,24,22
g66903,6,5,3,80,123,78
g66900,0,0,0,30,18,16
g66901,16,16,6,16,13,7
g66906,2,7,10,30,62,37
g66907,7,11,17,27,50,47
g66904,0,0,0,11,13,8
g64668,4,2,11,27,48,40
g66908,0,2,3,22,42,35
g66909,0,0,0,9,16,13
g15654,1,1,1,3,13,9
g11935,7,0,3,87,94,89
g18789,14,11,6,20,38,23
g18788,191,111,145,18,17,31
g11934,10,27,24,18,32,34
g18785,6,4,6,111,172,190
g18784,96543,30180,48277,70,15,112
g18787,41075,16586,29422,29,19,38
g18780,1,3,4,15,19,16
g46089,474,314,211,16,41,30
g14720,0,0,3,6,10,7
g46081,0,0,0,5,7,28
g46080,11,0,0,84,51,98
g46083,740,280,662,82,84,131
g46082,0,0,0,31,5,58
g46085,82,67,34,4,5,9
g46084,0,0,0,7,2,11
g11930,24,10,6,17,38,11
g31612,3,3,0,12,17,17
g31613,12,0,0,16,21,39
g31616,0,0,0,0,0,10
g11933,0,0,0,18,44,4
g38853,2,0,0,2,23,10
g31615,0,0,0,4,7,26
adi2mcaRNA40654_R0,0,4,14,25,62,51
g32490,202,509,55,12,24,24
g32493,1900,7419,5377,30,51,59
g11932,0,0,0,16,16,2
g32494,294,663,656,62,77,107
g32497,2616,8195,14971,26,35,28
g32496,482,420,715,50,92,60
g41736,1,0,0,10,9,5
adi2mcaRNA24898_R5,8,0,3,46,0,84
g41734,1820,732,431,130,187,95
adi2mcaRNA24898_R7,0,0,0,29,62,61
g41732,1226,694,1083,19,43,32
adi2mcaRNA24898_R1,9,11,0,38,113,21
g41730,1073,633,527,154,230,177
g41731,311,281,489,31,49,39
g8315,0,0,0,5,3,18
g41738,1216,831,383,80,153,126
g41739,20,17,3,28,53,46
g49505,0,0,4,3,15,14
g46332,1454,919,533,43,81,55
g46331,7978,26368,9197,65,83,144
g46330,7042,11993,10529,180,297,321
g49501,49,29,19,13,40,34
g46336,151,158,91,15,46,36
g46335,11881,4525,4705,139,207,201
g46334,670,264,342,102,174,148
g4650,165,162,265,34,55,34
g46339,314,149,274,16,26,35
g46338,0,0,0,0,959,308
g49509,2,2,3,6,21,17
g44171,188,367,260,11,38,31
adi2mcaRNA31067_R8,0,0,0,14,11,18
g42422,21,16,7,11,34,36
g32141,1889,1147,558,33,65,46
g42420,9,2,3,15,28,18
g42427,0,0,0,4,9,12
g32146,101,66,56,20,27,30
g42425,0,5,17,26,48,23
g32144,1,1,0,3,15,12
g32149,62,57,73,29,23,15
g32148,1320,485,543,21,16,13
g19610,0,1,0,2,6,5
g2945,3,0,0,53,60,49
g47698,112,103,88,9,21,8
adi2mcaRNA21838_R9,9,20,5,130,204,248
g2944,0,0,0,8,12,2
adi2mcaRNA21838_R7,8,8,15,114,185,59
adi2mcaRNA21838_R6,17,16,23,100,174,127
adi2mcaRNA21838_R4,48,50,64,141,269,122
adi2mcaRNA21838_R2,63,65,63,121,135,142
g13300,0,0,0,14,24,16
g28829,0,21,31,0,28,21
adi2mcaRNA37790_R9,538,441,333,4,28,32
g28823,0,3,1,6,8,15
g28822,0,0,47,39,26,46
adi2mcaRNA37790_R7,63,29,63,7,36,15
g28827,15,8,0,8,26,7
g28826,9,6,5,8,12,16
g28825,18,8,10,43,47,41
g28824,0,0,0,34,72,39
g4165,0,0,0,3,41,22
g8318,3,0,0,49,0,132
g4164,0,0,0,20,52,56
g2942,8,2,0,37,34,18
g35191,923,507,866,99,125,123
g4161,0,0,0,2,37,33
g49481,0,0,0,20,51,33
g62623,0,9,1,8,13,19
g4163,0,0,0,10,16,16
g35195,1109,275,0,14,13,11
g49483,677,459,393,192,355,313
g2948,0,0,0,6,5,3
g30473,124,168,44,28,23,30
adi2mcaRNA10018_R0,5,10,9,20,32,46
g19953,5,3,5,6,12,7
g19952,3,1,4,22,23,33
g47062,0,0,2,58,51,39
adi2mcaRNA6692_R0,235,98,68,7,10,8
g19957,2,1,0,4,3,7
g47065,150,87,35,16,19,13
g19955,0,0,0,3,10,13
g19954,5554,6918,17917,0,7,13
g13798,0,0,0,0,0,4
g19959,6,1,0,3,9,8
g19958,0,0,0,3,14,13
g4168,0,3,0,5,30,22
g43772,4,9,10,42,56,52
g30472,1,2,0,21,18,0
g43774,257,67,154,45,75,49
g43777,12,0,0,27,36,35
g43778,0,2,1,5,15,9
g43779,44,25,13,25,42,30
adi2mcaRNA34424_R8,0,0,0,9,20,0
adi2mcaRNA34424_R9,0,0,0,15,41,17
g21558,0,9,0,69,127,120
g21559,16,2,2,40,33,37
g45795,0,6,11,26,146,95
g21554,8,7,8,13,21,9
g21555,203,295,261,40,51,44
g21556,47,54,62,8,15,16
g21557,112,68,94,7,6,9
g21550,0,0,0,23,56,65
g52882,0,4,8,30,27,35
g21553,0,0,1,26,19,21
g52883,107,36,37,38,72,41
g25428,2116,1126,869,250,432,306
g25429,1755,1051,1151,137,210,191
g47507,39,29,28,13,21,13
g25424,221,171,91,30,32,20
g45790,4,6,2,35,58,31
g25426,2398,1856,1005,290,420,407
g25427,253,203,163,60,133,76
g25420,225,204,104,112,96,59
g25421,40,0,28,0,3,4
g25423,1037,574,509,86,195,130
g48726,6,0,0,33,12,35
g18340,0,0,0,17,12,18
g45536,1651,557,4286,27,33,56
adi2mcaRNA5396_R7,2,0,8,42,86,65
g19616,0,7,0,11,36,9
g48930,0,0,3,0,0,0
g11155,4,0,0,84,117,89
adi2mcaRNA16743_R1,15,9,12,10,18,18
adi2mcaRNA37094_R0,0,0,0,8,31,5
adi2mcaRNA37094_R1,0,0,0,37,24,36
g20607,10,3,3,38,79,61
g20606,0,0,0,21,48,23
g58143,431,285,169,69,113,101
g28170,300,72,61,80,129,123
g58141,274,230,230,36,63,49
g28172,331,159,133,41,43,46
g28175,3558,2046,2605,73,108,86
g28174,511,298,359,39,58,54
g58145,5,0,0,78,163,98
g28176,433,251,543,15,32,25
g29882,0,0,456,5,15,54
g29883,0,0,367,9,10,37
g29880,627,304,224,83,88,77
g29881,592,321,276,57,133,93
g29886,0,0,0,12,22,23
g29887,3375,2103,1919,114,211,181
g29884,144,95,74,0,10,7
g29885,2024,1542,1091,86,121,102
g20603,432,203,231,18,30,21
g29888,0,0,0,14,36,21
g29889,4,0,0,30,44,16
adi2mcaRNA27858_R0,0,0,0,29,21,25
adi2mcaRNA22478_R0,663,423,374,100,113,123
g64672,883,922,567,54,73,66
g41058,30,6,17,41,45,44
g64674,0,0,0,4,10,6
g64675,0,3,0,6,16,11
g61064,0,0,0,23,47,51
adi2mcaRNA11372_R7,19,36,73,13,62,34
g59008,14,5,8,55,80,59
g62634,3,3,0,10,11,7
g62635,3,11,10,61,123,26
g62636,1244,29,0,4,13,0
g62637,0,1,0,7,16,7
g62630,4,14,1,28,59,55
g44894,565,367,331,110,142,97
g62638,4,0,0,28,44,8
g62639,0,0,0,11,11,0
g26029,2,3,3,15,20,15
g26028,0,0,0,32,49,11
g26025,6,0,2,33,37,37
adi2mcaRNA6451_R5,13,3,5,38,52,47
g26027,19,24,20,34,55,63
g61063,14,2,4,34,50,34
g26021,6,4,3,13,17,9
g26022,6,1,4,13,20,17
g35443,2,2,1,8,16,13
g30478,18,216,338,13,23,19
g35441,2,0,2,30,36,59
g46856,29,38,27,12,26,12
g46854,14,104,20,24,84,48
g46855,0,0,0,4,15,6
g46852,1946,1652,1388,54,108,95
g46853,18,3,11,48,42,47
g46850,212,239,345,17,14,17
g46851,178,78,90,22,31,27
g71536,6,0,7,79,119,45
g71535,0,0,0,8,14,7
g8458,2,7,0,33,95,56
g46859,0,60,48,9,22,9
g29227,4,5,3,23,31,30
g29224,1152,782,833,252,452,363
g29225,0,0,0,32,45,39
g29222,475,348,154,104,147,111
g29223,25,43,69,43,38,43
g29220,2239,1280,940,184,254,217
g29221,178,139,76,70,73,62
adi2mcaRNA4811_R0,605,406,482,99,101,98
g39347,0,0,0,0,0,7
adi2mcaRNA27477_R0,484,229,295,35,47,34
g24595,0,0,0,17,17,4
g29228,28,0,0,39,60,49
g29229,80,107,36,32,61,55
g5439,34,41,5,20,40,17
g63678,0,0,10,8,43,19
g28144,400,185,288,54,82,64
g46844,7,4,0,49,58,37
g71548,3,3,2,16,30,26
g28147,564,482,470,30,26,49
g28140,55,39,98,6,14,13
g12039,5,0,0,16,32,39
g46840,3,4,5,11,26,19
g11375,4,7,6,17,33,13
g11373,2,2,1,11,14,23
g11372,40,10,34,28,26,24
g11370,73,50,75,9,11,13
g46842,0,0,0,11,8,18
adi2mcaRNA12611_R0,145,89,20,31,28,16
adi2mcaRNA6170_R0,34,25,4,31,43,21
adi2mcaRNA6170_R1,21,65,8,37,78,30
g24598,0,4,0,11,16,8
adi2mcaRNA8339_R1,0,0,0,0,51,0
adi2mcaRNA8339_R3,3,0,2,30,49,58
adi2mcaRNA8339_R2,0,0,0,64,41,93
adi2mcaRNA8339_R4,5,2,0,95,164,105
g36061,1382,909,1331,164,258,248
g28148,304,133,177,46,57,52
g65983,0,0,0,41,27,42
g9167,0,0,0,10,34,0
adi2mcaRNA14667_R4,130,10,55,33,43,43
g65981,0,0,0,34,56,27
adi2mcaRNA25245_R0,153,7,7,42,17,9
g9162,0,0,0,30,119,32
g65986,4,6,4,35,70,80
g27044,67,28,38,29,45,52
g27045,344,252,294,12,17,18
g27046,0,10,0,14,60,22
adi2mcaRNA16107_R2,0,0,0,11,34,51
g27048,85,52,59,38,68,69
g27049,121,69,69,20,24,23
g8019,1926,1165,854,76,131,89
g8018,6,5,4,18,36,37
adi2mcaRNA3467_R8,0,0,0,1,12,11
adi2mcaRNA8940_R5,0,0,0,65,111,60
g8011,0,0,8,6,31,30
g8013,1,1,0,12,15,12
adi2mcaRNA3467_R7,0,0,0,4,14,7
g8015,8,10,5,15,25,16
g8014,11,2,0,47,63,114
g8017,4,1,15,30,67,63
g8016,41,28,19,23,41,42
g23963,26,23,47,40,54,55
g23962,39,37,35,11,28,21
g23961,14,7,8,33,71,53
g23960,0,0,4,18,17,20
g23966,15,9,19,31,43,37
g23965,15,5,3,22,39,49
g23964,0,0,6,56,50,64
adi2mcaRNA15775_R0,3280,2428,2708,28,35,52
g23969,12,18,17,36,50,49
adi2mcaRNA26484_R0,5,0,0,53,74,53
adi2mcaRNA29305_R7,8,3,11,26,33,28
adi2mcaRNA6253_R0,0,5,9,23,47,47
g1050,0,0,0,29,32,31
g23099,5,0,1,20,30,22
g3564,32,117,102,13,19,44
g56453,0,0,0,55,63,69
g56452,0,0,0,7,21,8
g56450,8,50,0,51,78,63
g56457,1,1,2,35,33,46
g56456,6,0,0,10,6,15
g56455,0,0,0,20,11,25
g56454,0,0,0,10,7,8
g19555,0,0,0,7,10,15
g56458,6,0,0,14,5,15
g1414,0,0,0,0,0,0
g1415,0,0,1,6,16,16
g47258,106,11,15,43,53,36
adi2mcaRNA20264_R8,0,3,0,20,30,10
adi2mcaRNA22286_R1,0,0,0,0,4,16
g44890,242,208,109,63,67,53
g44891,810,750,417,62,92,46
g12391,8,13,0,78,174,10
g44892,296,86,113,68,147,109
g14186,416,62,129,81,103,79
g1411,29,5,6,19,47,45
g14184,0,0,0,90,74,49
g42070,0,0,0,4,20,6
g48399,2,0,0,22,35,22
g14182,628,356,514,25,31,25
adi2mcaRNA7472_R0,365,229,271,54,82,76
g14181,0,0,1,18,23,12
g42073,0,0,0,5,13,8
adi2mcaRNA15745_R0,909,728,444,58,116,82
g68777,383,200,455,29,62,43
g68776,513,320,224,76,115,83
g68775,15,17,12,50,74,78
g68774,10,19,22,35,74,45
g24531,0,0,0,78,50,29
g68772,190,54,49,19,59,29
g68771,4,0,0,5,22,21
g68770,53,21,24,107,174,112
g58990,0,0,0,0,13,24
g58991,0,0,0,17,10,34
g58992,0,0,0,0,2,19
g58993,0,0,0,0,0,29
g58994,0,0,0,0,0,50
g58995,0,5,7,24,38,67
g68779,88,53,140,53,83,63
g68778,378,310,289,74,83,71
g67714,0,0,0,21,23,0
g60563,0,1,0,7,25,13
g60560,0,0,0,6,30,14
g67717,0,0,0,20,26,19
g60566,8,14,2,40,73,63
g67711,0,0,0,20,14,0
g60564,2,2,2,2,9,9
g67713,0,0,0,7,8,3
g60568,0,0,0,8,26,24
g60569,0,3,0,18,63,43
g67718,16,15,12,28,19,15
g67719,43,20,2,25,8,23
adi2mcaRNA10940_R1,280,509,515,8,18,11
adi2mcaRNA32118_R6,0,0,7,26,34,23
adi2mcaRNA32118_R5,0,0,0,0,2,0
g65537,89,84,81,22,40,27
adi2mcaRNA23538_R3,21,26,16,67,85,72
g20099,1,0,0,5,16,7
adi2mcaRNA23538_R4,4,0,22,37,38,80
g20092,0,11,0,7,92,67
g20093,9,5,8,4,9,12
adi2mcaRNA179_R0,288,134,238,24,40,29
adi2mcaRNA179_R1,478,422,501,38,136,106
g20096,29,16,17,6,3,6
g20097,0,0,0,7,53,24
g20094,3401,4002,1969,109,251,297
g20095,355,239,373,15,38,22
adi2mcaRNA22286_R5,0,0,0,16,0,0
g23098,4,0,5,27,60,36
adi2mcaRNA29532_R7,130,58,132,56,249,179
g23167,0,0,0,24,27,18
g26878,0,0,0,10,38,42
g26879,26,275,175,40,53,61
g52369,0,0,0,5,5,4
g52368,3,2,3,21,18,9
g1829,1375,843,1021,18,24,22
g1828,158,73,103,51,73,57
g26872,1661,1483,1352,11,39,28
g26873,23,13,9,123,169,138
g26870,2449,1725,1141,56,67,62
g1824,440,357,320,15,26,21
g26876,17,0,0,15,41,28
g26877,152,0,0,15,42,27
g1821,17,26,180,11,22,21
g26875,852,361,199,48,81,75
g20325,7,2,2,16,34,17
g20326,37,35,32,9,14,10
g61389,0,0,0,0,16,23
g20321,21,4,6,34,50,56
g48908,2,2,0,9,17,15
g48909,0,1,0,11,15,20
g48906,0,0,0,24,27,35
g48907,0,0,0,7,9,12
g48904,0,0,0,17,9,7
g20328,8,0,10,94,135,186
g20329,0,0,0,23,15,17
g48900,2,0,7,6,15,33
g48901,0,0,0,29,33,55
adi2mcaRNA3912_R7,45,23,14,92,153,98
g59488,54,49,16,27,25,16
adi2mcaRNA7766_R1,87,40,0,55,25,29
adi2mcaRNA32207_R1,30,53,39,72,96,84
adi2mcaRNA7766_R4,35,65,26,21,44,33
g59481,0,0,0,19,25,9
g59480,125,88,136,75,104,89
g59483,4906,1430,4281,43,44,40
g59482,1,0,0,23,27,2
g59484,10,121,90,26,32,28
adi2mcaRNA3912_R8,19,6,7,63,90,67
g60386,12,13,14,15,20,21
g60387,6772,4572,3918,37,82,52
g60384,0,0,0,16,16,22
g60385,330,204,549,224,105,215
g60382,2,2,0,18,43,23
g60383,3536,2711,2296,446,802,659
g17009,2,5,0,9,17,9
g17008,54,61,23,0,7,0
g17007,0,2,3,0,2,0
g17006,41,11,26,14,15,19
g17004,0,19,0,10,25,6
g17003,0,5,0,0,4,0
g17002,0,0,6,5,8,8
g60388,104,177,174,14,24,31
g17000,19,0,25,32,30,36
g5437,2,0,0,9,18,14
g57463,0,0,0,9,26,21
g57465,0,0,0,54,98,63
g57464,45,0,4,64,103,54
g57467,0,0,0,8,6,20
g57466,0,0,0,4,29,14
g59733,523,211,148,21,47,27
g13785,0,0,2,10,39,28
g59731,377,93,110,32,61,37
